YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 03 21 00 231 11.0 15.0  5.94 10.00  8.09 999 1007.3  10.2  11.7 999.0 99.0 99.00
2006 01 03 22 00 230  9.4 12.0  5.39 10.81  8.22 999 1008.2  11.3  11.6 999.0 99.0 99.00
2006 01 03 23 00 215 11.2 14.4  5.47 10.81  7.97 999 1010.1  10.6  11.4 999.0 99.0 99.00
2006 01 04 00 00 215  9.7 11.7  5.03 11.43  7.91 999 1012.2  11.1  11.5 999.0 99.0 99.00
2006 01 04 01 00 212  8.9 10.9  4.88 10.81  8.02 999 1013.7  10.8  11.5 999.0 99.0 99.00
2006 01 04 02 00 214  8.9 10.8  4.65 13.79  8.30 999 1015.2  11.1  11.5 999.0 99.0 99.00
2006 01 04 03 00 209  8.3 10.6  4.39 12.90  8.40 999 1016.6  11.1  11.4 999.0 99.0 99.00
2006 01 04 04 00 209  7.8  9.8  4.87 12.90  9.09 999 1017.7  11.2  11.3 999.0 99.0 99.00
2006 01 04 05 00 207  8.9 11.1  4.98 16.00  9.23 999 1018.9  11.2  11.3 999.0 99.0 99.00
2006 01 04 06 00 207  7.3  9.6  6.06 17.39 10.58 999 1019.8  11.3  11.2 999.0 99.0 99.00
2006 01 04 07 00 192  8.6 10.4  6.06 19.05 10.41 999 1020.4  11.3  11.2 999.0 99.0 99.00
2006 01 04 08 00 191  7.6  9.7  5.92 19.05 10.63 999 1021.2  11.4  11.1 999.0 99.0 99.00
2006 01 04 09 00 184  7.5  8.9  6.01 19.05 10.72 999 1021.9  11.5  11.1 999.0 99.0 99.00
2006 01 04 10 00 173  9.9 11.3  6.63 17.39 11.35 999 1022.2  11.3  11.1 999.0 99.0 99.00
2006 01 04 11 00 158  8.7 10.8  6.00 17.39  9.91 999 1022.7  10.9  11.0 999.0 99.0 99.00
2006 01 04 12 00 148  8.0  9.8  5.87 17.39 10.26 999 1023.4  11.4  11.0 999.0 99.0 99.00
2006 01 04 13 00 120  7.8 10.1  5.46 17.39 10.54 999 1022.9  10.4  11.4 999.0 99.0 99.00
2006 01 04 14 00 121  8.8 11.4  5.38 17.39 10.11 999 1022.5  10.3  11.5 999.0 99.0 99.00
2006 01 04 15 00 121 10.2 12.6  5.08 16.00  9.62 999 1022.3  10.7  11.5 999.0 99.0 99.00
2006 01 04 16 00 121  8.6 11.1  5.33 17.39 10.30 999 1023.2  10.5  11.6 999.0 99.0 99.00
2006 01 04 17 00 127  9.1 11.4  5.13 16.00 10.37 999 1023.5  10.9  11.5 999.0 99.0 99.00
2006 01 04 18 00 121  9.2 12.2  5.30 17.39 10.79 999 1022.9  10.8  11.5 999.0 99.0 99.00
2006 01 04 19 00 115  9.6 12.1  5.39 17.39 10.30 999 1022.8  10.9  11.5 999.0 99.0 99.00
2006 01 04 20 00 114 10.4 13.1  4.46 16.00  8.91 999 1021.7  11.5  11.5 999.0 99.0 99.00
2006 01 04 21 00 117 10.4 13.2  5.00 16.00  9.85 999 1020.4  12.0  11.4 999.0 99.0 99.00
2006 01 04 22 00 126  9.6 12.8  5.15 16.00 10.07 999 1019.9  12.4  11.4 999.0 99.0 99.00
2006 01 04 23 00 124  8.5 10.9  4.84 16.00  9.56 999 1019.6  12.6  11.4 999.0 99.0 99.00
2006 01 05 00 00 139  7.9 11.9  4.46 16.00  9.29 999 1019.8  12.8  11.4 999.0 99.0 99.00
2006 01 05 01 00 175 13.5 15.9  4.64 12.90  8.99 999 1020.1  13.4  11.4 999.0 99.0 99.00
2006 01 05 02 00 160 11.1 13.8  4.49 16.00  8.78 999 1019.9  11.9  11.4 999.0 99.0 99.00
2006 01 05 03 00 156 13.7 16.3  4.24 16.00  8.11 999 1019.5  12.6  11.4 999.0 99.0 99.00
2006 01 05 04 00 168 13.4 17.2  4.41 14.81  7.70 999 1019.0  13.5  11.4 999.0 99.0 99.00
2006 01 05 05 00 170 14.0 17.2  4.40 14.81  7.14 999 1018.4  13.7  11.4 999.0 99.0 99.00
2006 01 05 06 00 160 15.1 18.8  4.73 14.81  7.19 999 1017.3  13.8  11.4 999.0 99.0 99.00
2006 01 05 07 00 164 15.7 19.4  4.56 14.81  7.05 999 1017.2  14.1  11.3 999.0 99.0 99.00
2006 01 05 08 00 170 16.4 19.7  4.76  8.33  6.88 999 1017.5  14.0  11.3 999.0 99.0 99.00
2006 01 05 09 00 176 14.9 17.7  5.09 13.79  7.39 999 1018.7  13.8  11.3 999.0 99.0 99.00
2006 01 05 10 00 175 14.6 17.5  4.73 10.00  7.04 999 1018.6  13.4  11.2 999.0 99.0 99.00
2006 01 05 11 00 165 16.1 19.8  4.74 12.90  7.03 999 1016.9  13.5  11.2 999.0 99.0 99.00
2006 01 05 12 00 179 14.0 17.4  5.19 12.90  7.59 999 1018.2  13.9  11.3 999.0 99.0 99.00
2006 01 05 13 00 185 10.5 13.0  4.72 13.79  7.73 999 1019.9  13.5  11.4 999.0 99.0 99.00
2006 01 05 14 00 184 10.9 13.1  5.09 12.90  8.04 999 1020.5  13.6  11.4 999.0 99.0 99.00
2006 01 05 15 00 186 11.0 13.9  5.33 12.12  8.71 999 1021.0  13.4  11.3 999.0 99.0 99.00
2006 01 05 16 00 181 11.9 14.3  5.92 19.05  9.70 999 1020.7  13.6  11.3 999.0 99.0 99.00
2006 01 05 17 00 173 11.9 14.6  6.22 19.05  9.98 999 1021.2  12.3  11.3 999.0 99.0 99.00
2006 01 05 18 00 168  9.4 12.7  5.78 19.05  9.78 999 1021.4  12.7  11.3 999.0 99.0 99.00
2006 01 05 19 00 170  9.1 11.3  6.19 16.00  9.97 999 1021.1  12.8  11.3 999.0 99.0 99.00
2006 01 05 20 00 187  8.5 10.3  5.95 17.39  9.97 999 1021.0  13.0  11.3 999.0 99.0 99.00
2006 01 05 21 00 178 12.1 14.6  5.81 16.00  9.37 999 1020.2  13.2  11.3 999.0 99.0 99.00
2006 01 05 22 00 173 10.0 11.8  6.21 16.00  9.77 999 1019.3  12.4  11.4 999.0 99.0 99.00
2006 01 05 23 00 168  7.8  9.8  5.78 14.81  9.58 999 1018.6  12.2  11.4 999.0 99.0 99.00
2006 01 06 00 00 169 10.2 12.2  5.16 13.79  9.06 999 1018.0  12.8  11.4 999.0 99.0 99.00
2006 01 06 01 00 182 11.0 13.9  5.65 14.81  9.21 999 1017.6  13.4  11.4 999.0 99.0 99.00
2006 01 06 02 00 175 11.7 13.4  5.13 14.81  8.33 999 1016.3  14.2  11.5 999.0 99.0 99.00
2006 01 06 03 00 191  9.8 11.5  5.57 13.79  8.93 999 1017.0  13.8  11.5 999.0 99.0 99.00
2006 01 06 04 00 182  9.8 11.6  4.93 14.81  8.46 999 1016.8  13.7  11.5 999.0 99.0 99.00
2006 01 06 05 00 193 11.1 14.3  5.24 13.79  8.74 999 1017.2  13.6  11.5 999.0 99.0 99.00
2006 01 06 06 00 187 11.3 13.7  4.67 14.81  8.08 999 1017.1  13.7  11.5 999.0 99.0 99.00
2006 01 06 07 00 192 10.7 13.3  5.07 12.12  8.28 999 1017.4  13.2  11.5 999.0 99.0 99.00
2006 01 06 08 00 192  9.7 11.8  5.15 13.79  8.30 999 1017.3  12.2  11.6 999.0 99.0 99.00
2006 01 06 09 00 186 11.1 14.5  4.66 13.79  8.05 999 1016.7  12.1  11.6 999.0 99.0 99.00
2006 01 06 10 00 180 10.5 12.9  4.99 13.79  8.40 999 1016.8  12.0  11.7 999.0 99.0 99.00
2006 01 06 11 00 182 10.9 13.9  4.41 12.12  7.58 999 1017.1  11.9  11.7 999.0 99.0 99.00
2006 01 06 12 00 176  9.6 12.0  4.34 12.12  7.57 999 1016.8  11.4  11.7 999.0 99.0 99.00
2006 01 06 13 00 177  7.9 10.0  4.23 12.90  7.64 999 1016.1  11.7  11.6 999.0 99.0 99.00
2006 01 06 14 00 186  8.0  9.6  3.86 12.90  7.23 999 1016.2  11.7  11.6 999.0 99.0 99.00
2006 01 06 15 00 188  9.1 10.8  3.75 12.12  7.30 999 1015.9  11.8  11.6 999.0 99.0 99.00
2006 01 06 16 00 178  9.4 11.5  3.97 11.43  7.23 999 1015.5  11.8  11.6 999.0 99.0 99.00
2006 01 06 17 00 177  9.8 11.6  3.82 12.90  7.33 999 1015.9  11.8  11.6 999.0 99.0 99.00
2006 01 06 18 00 175  9.3 11.5  3.53 12.90  7.20 999 1015.8  11.7  11.6 999.0 99.0 99.00
2006 01 06 19 00 180  8.6 10.6  3.72 12.12  7.89 999 1015.8  11.4  11.6 999.0 99.0 99.00
2006 01 06 20 00 174  9.2 10.9  3.82 12.90  7.80 999 1014.9  11.4  11.6 999.0 99.0 99.00
2006 01 06 21 00 179  7.4  9.2  3.65 12.90  8.06 999 1014.2  11.5  11.6 999.0 99.0 99.00
2006 01 06 22 00 173  7.5  9.2  3.39 12.90  7.98 999 1013.0  11.3  11.6 999.0 99.0 99.00
2006 01 06 23 00 187  8.0  9.2  3.85 12.12  8.29 999 1013.1  11.4  11.6 999.0 99.0 99.00
2006 01 07 00 00 192  5.3  6.6  3.82 12.90  8.59 999 1012.6  11.6  11.6 999.0 99.0 99.00
2006 01 07 01 00 205  6.3  8.5  3.88 12.12  8.63 999 1012.3  11.6  11.6 999.0 99.0 99.00
2006 01 07 02 00 206  6.8  8.5  3.41 11.43  8.25 999 1011.9  11.6  11.6 999.0 99.0 99.00
2006 01 07 03 00 192  7.6  9.1  3.52 12.90  8.08 999 1011.4  11.7  11.6 999.0 99.0 99.00
2006 01 07 04 00 179  7.5  8.8  3.20 12.12  7.73 999 1010.7  11.8  11.6 999.0 99.0 99.00
2006 01 07 05 00 199  7.5  9.1  3.91 12.12  8.50 999 1010.6  11.8  11.6 999.0 99.0 99.00
2006 01 07 06 00 220  6.7  8.3  3.63 12.90  8.25 999 1010.3  11.0  11.6 999.0 99.0 99.00
2006 01 07 07 00 216  7.5 10.5  3.45 12.12  8.22 999 1010.5  11.5  11.6 999.0 99.0 99.00
2006 01 07 08 00 220  7.9  9.3  2.99 12.90  7.39 999 1010.1  11.2  11.7 999.0 99.0 99.00
2006 01 07 09 00 220  8.4 10.3  2.85 12.12  7.31 999 1009.9  11.0  11.7 999.0 99.0 99.00
2006 01 07 10 00 211  7.5  9.1  2.85 12.12  7.28 999 1010.0  10.9  11.7 999.0 99.0 99.00
2006 01 07 11 00 211  8.5 10.3  2.83 11.43  7.27 999 1009.6  10.8  11.7 999.0 99.0 99.00
2006 01 07 12 00 214  8.5 10.3  2.99 12.12  7.31 999 1009.1  11.0  11.7 999.0 99.0 99.00
2006 01 07 13 00 212  8.5 10.3  2.95 12.90  7.28 999 1008.7  11.2  11.7 999.0 99.0 99.00
2006 01 07 14 00 210  9.3 11.6  2.84 12.12  6.83 999 1008.3  11.3  11.7 999.0 99.0 99.00
2006 01 07 15 00 225  9.4 11.8  3.13 12.12  7.07 999 1008.2  11.3  11.7 999.0 99.0 99.00
2006 01 07 16 00 225 11.8 13.8  3.51 12.12  7.31 999 1007.6  11.4  11.6 999.0 99.0 99.00
2006 01 07 17 00 240 11.5 15.3  3.76 11.43  7.28 999 1008.6   9.9  11.6 999.0 99.0 99.00
2006 01 07 18 00 273 13.4 16.4  3.68 11.43  6.92 999 1010.0   8.8  11.6 999.0 99.0 99.00
2006 01 07 19 00 237  9.6 12.2  3.15 11.43  6.60 999 1010.9  10.0  11.6 999.0 99.0 99.00
2006 01 07 20 00 227 11.0 14.7  3.78 11.43  7.08 999 1011.8  10.2  11.6 999.0 99.0 99.00
2006 01 07 21 00 239 10.4 12.5  3.40 12.12  6.72 999 1012.1  10.6  11.6 999.0 99.0 99.00
2006 01 07 22 00 255 10.6 15.2  3.29 11.43  6.45 999 1012.7  10.1  11.6 999.0 99.0 99.00
2006 01 07 23 00 230 10.6 13.2  3.49 12.90  6.38 999 1013.1   9.1  11.6 999.0 99.0 99.00
2006 01 08 00 00 245 11.2 14.0  3.52 11.43  6.34 999 1013.7   9.5  11.6 999.0 99.0 99.00
2006 01 08 01 00 243  9.1 12.5  3.60 12.12  6.56 999 1014.3   8.0  11.6 999.0 99.0 99.00
2006 01 08 02 00 289  6.1  8.4  3.53  9.09  6.37 999 1014.9   7.5  11.5 999.0 99.0 99.00
2006 01 08 03 00 254 10.8 12.7  3.51  8.33  6.63 999 1015.0  10.5  11.5 999.0 99.0 99.00
2006 01 08 04 00 257 10.4 12.7  3.52  7.14  6.49 999 1016.0  10.3  11.5 999.0 99.0 99.00
2006 01 08 05 00 249 10.7 12.7  4.20  8.33  7.09 999 1016.9  10.1  11.5 999.0 99.0 99.00
2006 01 08 06 00 253  9.1 12.0  3.98 10.81  7.24 999 1017.8  10.0  11.5 999.0 99.0 99.00
2006 01 08 07 00 255  9.4 11.3  3.65 11.43  6.93 999 1018.9  10.1  11.5 999.0 99.0 99.00
2006 01 08 08 00 247  9.0 11.6  4.22 10.81  7.99 999 1019.7  10.3  11.5 999.0 99.0 99.00
2006 01 08 09 00 248  8.2  9.9  4.05 10.81  7.47 999 1020.2  10.3  11.5 999.0 99.0 99.00
2006 01 08 10 00 257  8.0  9.7  4.73 11.43  8.45 999 1020.8  10.5  11.5 999.0 99.0 99.00
2006 01 08 11 00 257  9.3 11.6  4.67 12.12  8.30 999 1021.4  10.5  11.5 999.0 99.0 99.00
2006 01 08 12 00 260  7.5  9.8  4.98 12.12  8.38 999 1021.9  10.6  11.5 999.0 99.0 99.00
2006 01 08 13 00 238  6.2  8.0  4.10 12.12  8.05 999 1022.3  10.7  11.5 999.0 99.0 99.00
2006 01 08 14 00 244  7.8 10.1  4.22 12.12  8.10 999 1022.4  10.8  11.5 999.0 99.0 99.00
2006 01 08 15 00 238  7.4  9.1  4.01 12.12  7.99 999 1023.1  10.5  11.5 999.0 99.0 99.00
2006 01 08 16 00 233  6.2  7.9  3.96 12.12  8.06 999 1023.3  10.8  11.5 999.0 99.0 99.00
2006 01 08 17 00 231  6.9  8.7  4.16 12.90  8.47 999 1024.2  10.9  11.5 999.0 99.0 99.00
2006 01 08 18 00 216  7.4  8.7  3.95 12.90  8.44 999 1024.8  10.9  11.5 999.0 99.0 99.00
2006 01 08 19 00 222  7.7  9.5  3.98 12.90  8.38 999 1025.3  11.0  11.5 999.0 99.0 99.00
2006 01 08 20 00 210  8.7 10.5  3.94 12.12  8.48 999 1024.6  11.0  11.6 999.0 99.0 99.00
2006 01 08 21 00 194  8.6 10.2  4.01 14.81  8.57 999 1023.6  11.1  11.6 999.0 99.0 99.00
2006 01 08 22 00 193  9.4 11.5  3.72 13.79  7.75 999 1023.6  11.2  11.5 999.0 99.0 99.00
2006 01 08 23 00 184 10.5 12.9  4.07 13.79  8.00 999 1023.0  11.3  11.5 999.0 99.0 99.00
2006 01 09 00 00 179 10.9 13.6  4.02 12.90  7.59 999 1023.2  11.4  11.5 999.0 99.0 99.00
2006 01 09 01 00 190 11.1 14.8  4.31 12.90  7.71 999 1023.4  11.5  11.4 999.0 99.0 99.00
2006 01 09 02 00 183 11.3 14.0  4.70 12.90  7.65 999 1023.4  11.6  11.4 999.0 99.0 99.00
2006 01 09 03 00 186 11.0 14.8  4.00 13.79  6.97 999 1023.2  11.6  11.4 999.0 99.0 99.00
2006 01 09 04 00 182 12.0 14.3  4.08 12.90  7.47 999 1022.5  11.6  11.4 999.0 99.0 99.00
2006 01 09 05 00 188 13.2 16.2  3.68 12.90  6.63 999 1022.3  11.2  11.4 999.0 99.0 99.00
2006 01 09 06 00 175 12.7 15.2  3.87 10.00  6.84 999 1021.7  10.8  11.4 999.0 99.0 99.00
2006 01 09 07 00 169 12.1 14.4  3.86 12.90  6.82 999 1021.3  11.3  11.4 999.0 99.0 99.00
2006 01 09 08 00 171 13.0 15.6  3.47  7.69  6.37 999 1020.2  11.4  11.4 999.0 99.0 99.00
2006 01 09 09 00 172 13.4 15.9  3.81  7.14  6.59 999 1018.9  11.4  11.5 999.0 99.0 99.00
2006 01 09 10 00 177 13.4 16.7  4.04  6.67  6.39 999 1018.6  11.6  11.5 999.0 99.0 99.00
2006 01 09 11 00 184 13.2 15.9  4.11  7.14  6.63 999 1018.4  11.5  11.5 999.0 99.0 99.00
2006 01 09 12 00 188 14.3 17.2  4.12  7.69  6.57 999 1017.3  11.2  11.5 999.0 99.0 99.00
2006 01 09 13 00 187 16.3 19.5  4.47  8.33  6.65 999 1015.9  11.3  11.5 999.0 99.0 99.00
2006 01 09 14 00 192 15.6 19.7  4.81  8.33  6.89 999 1015.7  11.2  11.5 999.0 99.0 99.00
2006 01 09 15 00 189 15.8 20.1  5.18  8.33  7.15 999 1015.1  11.2  11.5 999.0 99.0 99.00
2006 01 09 16 00 187 16.1 20.3  5.33  8.33  7.37 999 1014.5  11.2  11.5 999.0 99.0 99.00
2006 01 09 17 00 189 16.7 20.8  6.03  9.09  7.71 999 1014.4  11.3  11.5 999.0 99.0 99.00
2006 01 09 18 00 191 16.1 20.1  5.48  9.09  7.48 999 1014.9  11.4  11.5 999.0 99.0 99.00
2006 01 09 19 00 190 16.7 21.0  6.37 10.00  7.80 999 1014.9  11.2  11.5 999.0 99.0 99.00
2006 01 09 20 00 193 16.0 19.8  5.73 10.00  7.63 999 1014.9  11.2  11.5 999.0 99.0 99.00
2006 01 09 21 00 198 14.0 17.8  6.22  9.09  8.05 999 1014.5  11.4  11.5 999.0 99.0 99.00
2006 01 09 22 00 198 13.8 17.0  5.64 10.00  7.62 999 1014.0  11.5  11.5 999.0 99.0 99.00
2006 01 09 23 00 198 12.9 16.0  6.18 10.00  8.17 999 1013.8  11.8  11.5 999.0 99.0 99.00
2006 01 10 00 00 193 12.4 16.7  5.85 10.00  8.13 999 1013.0  11.7  11.5 999.0 99.0 99.00
2006 01 10 01 00 193 13.4 17.3  5.57 17.39  7.94 999 1011.7  11.8  11.5 999.0 99.0 99.00
2006 01 10 02 00 190 14.3 17.5  6.16 10.00  8.27 999 1010.4  11.9  11.5 999.0 99.0 99.00
2006 01 10 03 00 197 14.9 18.2  6.30 16.00  8.51 999 1009.9  12.2  11.6 999.0 99.0 99.00
2006 01 10 04 00 197 15.9 19.9  5.99  9.09  8.24 999 1009.2  12.1  11.6 999.0 99.0 99.00
2006 01 10 05 00 195 16.1 19.8  6.75 17.39  8.55 999 1008.9  12.2  11.6 999.0 99.0 99.00
2006 01 10 06 00 191 15.6 20.0  7.09 17.39  8.99 999 1007.9  12.3  11.6 999.0 99.0 99.00
2006 01 10 07 00 192 15.8 19.0  7.46 17.39  9.20 999 1007.1  12.1  11.6 999.0 99.0 99.00
2006 01 10 08 00 197 16.7 20.1  7.62 16.00  9.08 999 1006.6  12.4  11.6 999.0 99.0 99.00
2006 01 10 09 00 200 16.4 20.4  6.96 16.00  8.73 999 1005.9  12.3  11.6 999.0 99.0 99.00
2006 01 10 10 00 205 16.3 20.0  6.15 16.00  8.07 999 1005.8  12.4  11.6 999.0 99.0 99.00
2006 01 10 11 00 210 17.1 20.3  6.37 10.00  8.02 999 1005.9  12.8  11.6 999.0 99.0 99.00
2006 01 10 12 00 215 14.9 18.0  7.08  9.09  8.37 999 1006.5  12.4  11.7 999.0 99.0 99.00
2006 01 10 13 00 217 14.2 17.7  7.01  9.09  8.57 999 1007.1  12.4  11.6 999.0 99.0 99.00
2006 01 10 14 00 224 12.8 15.9  5.69 10.00  7.75 999 1008.4  12.4  11.6 999.0 99.0 99.00
