YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 02 08 12 00 107  2.2  4.0  3.38 16.00 11.19 999 1026.5  10.0  11.0 999.0 99.0 99.00
2006 02 08 13 00 151  0.5  1.7  3.62 16.00 11.21 999 1026.7  10.1  11.0 999.0 99.0 99.00
2006 02 08 14 00 198  0.2  1.3  3.35 16.00 10.79 999 1027.0  10.1  10.9 999.0 99.0 99.00
2006 02 08 15 00  15  1.2  2.1  3.13 14.81 10.17 999 1027.3  10.0  10.9 999.0 99.0 99.00
2006 02 08 16 00 311  1.6  2.5  3.46 14.81 10.62 999 1028.1   9.9  11.0 999.0 99.0 99.00
2006 02 08 17 00   9  2.3  3.0  3.24 14.81 10.21 999 1028.4  10.0  11.0 999.0 99.0 99.00
2006 02 08 18 00  31  1.6  3.0  4.26 14.81 11.49 999 1028.6  10.1  11.0 999.0 99.0 99.00
2006 02 08 19 00   5  7.0  8.3  3.93 13.79 11.26 999 1029.2  10.3  11.0 999.0 99.0 99.00
2006 02 08 20 00  21  8.2 10.0  3.82 14.81  9.83 999 1029.2  10.4  11.1 999.0 99.0 99.00
2006 02 08 21 00  17  9.5 11.2  4.84 13.79  9.84 999 1028.7  10.3  11.1 999.0 99.0 99.00
2006 02 08 22 00  12 10.6 12.4  4.45 12.90  9.09 999 1028.3  10.3  11.1 999.0 99.0 99.00
2006 02 08 23 00  11 11.9 14.7  4.59 13.79  8.72 999 1028.1  10.3  11.1 999.0 99.0 99.00
2006 02 09 00 00  10 12.1 14.3  4.56 12.90  8.01 999 1028.4  10.3  11.0 999.0 99.0 99.00
2006 02 09 01 00  10 11.6 14.0  3.83 11.43  7.33 999 1028.2  10.2  11.0 999.0 99.0 99.00
2006 02 09 02 00  12 10.5 12.5  4.07 13.79  7.90 999 1028.1  10.2  11.0 999.0 99.0 99.00
2006 02 09 03 00   9 10.9 13.4  3.73 13.79  7.42 999 1028.6  10.4  11.0 999.0 99.0 99.00
2006 02 09 04 00  15 10.8 13.0  3.36 12.12  7.17 999 1028.7  10.6  11.0 999.0 99.0 99.00
2006 02 09 05 00  18 10.3 12.3  3.34 13.79  7.26 999 1029.0  10.7  11.0 999.0 99.0 99.00
2006 02 09 06 00  18  7.1  8.5  3.21 14.81  7.37 999 1028.5  10.8  11.0 999.0 99.0 99.00
2006 02 09 07 00  30  7.2  8.7  3.06 14.81  7.66 999 1028.7  10.5  11.0 999.0 99.0 99.00
2006 02 09 08 00  22  9.9 11.9  3.12 13.79  7.32 999 1028.4  10.5  10.9 999.0 99.0 99.00
2006 02 09 09 00  27 10.0 11.9  3.20 12.90  7.40 999 1028.0  10.5  10.8 999.0 99.0 99.00
2006 02 09 10 00  29  7.4  9.3  3.04 12.90  7.42 999 1027.2  10.2  10.8 999.0 99.0 99.00
2006 02 09 11 00  27  8.9 10.4  2.94 13.79  7.26 999 1027.4  10.1  10.8 999.0 99.0 99.00
2006 02 09 12 00  40  8.5 10.0  2.79 12.12  7.21 999 1026.7  10.3  10.8 999.0 99.0 99.00
2006 02 09 13 00  54  6.4  7.6  2.95 11.43  7.54 999 1026.4  10.1  10.7 999.0 99.0 99.00
2006 02 09 14 00  79  5.2  7.0  2.90 13.79  7.92 999 1025.7   9.7  10.7 999.0 99.0 99.00
2006 02 09 15 00  62  7.3  9.1  2.85 12.12  7.67 999 1025.3   9.9  10.8 999.0 99.0 99.00
2006 02 09 16 00  72  7.3  8.7  2.65 12.12  7.46 999 1025.2   9.9  10.8 999.0 99.0 99.00
2006 02 09 17 00  77  7.0  8.5  2.42 12.90  7.49 999 1025.0  10.1  10.8 999.0 99.0 99.00
2006 02 09 18 00  71  5.7  7.8  2.24 12.90  7.18 999 1024.8  10.6  10.9 999.0 99.0 99.00
2006 02 09 19 00  80 10.3 12.5  2.22 12.90  6.67 999 1024.2  12.2  10.9 999.0 99.0 99.00
2006 02 09 20 00  52  4.0  5.2  2.06 12.90  5.95 999 1024.1  11.9  10.9 999.0 99.0 99.00
2006 02 09 21 00  43  7.2  8.5  2.01 10.81  5.97 999 1023.2  12.7  10.9 999.0 99.0 99.00
2006 02 09 22 00  39  4.0  4.9  1.77 12.90  5.84 999 1022.3  12.3  11.0 999.0 99.0 99.00
2006 02 09 23 00  29  5.0  5.9  1.69 12.12  6.15 999 1021.7  12.3  11.0 999.0 99.0 99.00
2006 02 10 00 00  75  2.6  3.3  1.57 11.43  5.94 999 1021.4  12.3  11.0 999.0 99.0 99.00
2006 02 10 01 00  76  7.7  9.4  1.38 12.12  5.21 999 1020.6  14.0  11.0 999.0 99.0 99.00
2006 02 10 02 00  76  7.4  8.8  1.47 12.90  5.69 999 1020.4  13.3  11.0 999.0 99.0 99.00
2006 02 10 03 00  64  9.7 11.4  1.35 12.12  4.81 999 1020.1  13.6  10.9 999.0 99.0 99.00
2006 02 10 04 00  67  7.3  8.3  1.36 12.90  5.31 999 1020.1  12.9  10.9 999.0 99.0 99.00
2006 02 10 05 00  79  7.8  9.2  1.42 12.90  4.95 999 1019.5  12.4  10.8 999.0 99.0 99.00
2006 02 10 06 00  81 10.2 11.8  1.52 12.12  4.44 999 1019.4  12.1  10.8 999.0 99.0 99.00
2006 02 10 07 00  91 14.2 16.8  1.66 12.12  4.20 999 1018.5  12.3  10.8 999.0 99.0 99.00
2006 02 10 08 00  90 12.1 14.7  1.62 12.12  4.34 999 1018.7  12.1  10.8 999.0 99.0 99.00
2006 02 10 09 00  86 12.7 16.1  1.78  4.76  4.43 999 1018.9  11.8  10.8 999.0 99.0 99.00
2006 02 10 10 00  92 10.2 12.3  1.78  4.76  4.41 999 1019.0  11.5  10.7 999.0 99.0 99.00
2006 02 10 11 00  91 12.8 16.4  1.77  5.00  4.48 999 1018.6  11.5  10.8 999.0 99.0 99.00
2006 02 10 12 00  99 14.5 17.5  2.16  5.00  4.45 999 1017.7  11.4  10.8 999.0 99.0 99.00
2006 02 10 13 00  99 16.1 19.2  1.93  5.26  4.32 999 1017.4  11.3  10.7 999.0 99.0 99.00
2006 02 10 14 00  99 14.4 18.0  1.96  5.00  4.48 999 1017.9  11.1  10.7 999.0 99.0 99.00
2006 02 10 15 00 100 15.0 17.7  1.91  5.26  4.41 999 1018.1  11.0  10.7 999.0 99.0 99.00
2006 02 10 16 00 100 15.0 17.7  1.92  5.56  4.34 999 1018.7  11.0  10.7 999.0 99.0 99.00
2006 02 10 17 00 100 13.5 16.4  1.82  5.26  4.35 999 1019.6  11.0  10.7 999.0 99.0 99.00
2006 02 10 18 00 101 12.1 14.5  1.79  5.56  4.33 999 1020.2  11.4  10.7 999.0 99.0 99.00
2006 02 10 19 00 101 10.6 13.1  1.64  5.26  4.25 999 1020.5  12.0  10.7 999.0 99.0 99.00
2006 02 10 20 00 103  9.8 11.9  1.35  5.00  4.04 999 1021.0  12.6  10.8 999.0 99.0 99.00
2006 02 10 21 00 105  8.6 10.5  1.32  4.76  3.92 999 1021.1  13.1  10.8 999.0 99.0 99.00
2006 02 10 22 00 103  7.4  8.5  1.14  4.76  3.98 999 1021.1  13.3  10.9 999.0 99.0 99.00
2006 02 10 23 00 107  6.3  7.9  1.11 13.79  4.08 999 1021.4  13.5  10.9 999.0 99.0 99.00
2006 02 11 00 00 141  4.6  6.2  0.89  4.00  3.81 999 1022.0  13.9  10.9 999.0 99.0 99.00
2006 02 11 01 00 159  3.7  4.7  1.06 14.81  4.64 999 1022.5  14.3  10.9 999.0 99.0 99.00
2006 02 11 02 00 209  3.0  3.9  1.02 14.81  5.32 999 1022.9  11.4  10.9 999.0 99.0 99.00
2006 02 11 03 00 163  1.7  2.2  1.01 14.81  5.77 999 1023.7  10.8  10.9 999.0 99.0 99.00
2006 02 11 04 00 184  3.6  4.7  0.84 12.12  4.99 999 1024.4  10.9  10.9 999.0 99.0 99.00
2006 02 11 05 00 184  3.7  4.6  0.95 14.81  6.29 999 1024.7  10.9  10.9 999.0 99.0 99.00
2006 02 11 06 00 161  3.3  4.0  0.97 14.81  7.08 999 1025.3  10.7  10.9 999.0 99.0 99.00
2006 02 11 07 00 132  4.0  4.9  0.93 14.81  6.89 999 1025.0  10.4  10.9 999.0 99.0 99.00
2006 02 11 08 00 137  2.8  3.3  0.95 14.81  6.62 999 1025.3  10.2  10.8 999.0 99.0 99.00
2006 02 11 09 00 183  0.6  0.9  1.13 14.81  5.75 999 1025.6  10.0  10.8 999.0 99.0 99.00
2006 02 11 10 00 251  1.5  2.8  1.32 13.79  5.75 999 1026.2  10.0  10.8 999.0 99.0 99.00
2006 02 11 11 00 254  0.4  1.2  1.36 13.79  5.93 999 1027.3  10.2  10.8 999.0 99.0 99.00
2006 02 11 12 00 100  3.5  4.5  1.29 12.90  6.09 999 1027.1  10.3  10.7 999.0 99.0 99.00
2006 02 11 13 00 101  5.4  6.6  1.35 12.90  6.40 999 1026.9  10.2  10.8 999.0 99.0 99.00
2006 02 11 14 00 130  4.4  5.3  1.18 12.90  5.25 999 1027.7  10.0  10.7 999.0 99.0 99.00
2006 02 11 15 00 102  4.3  5.1  1.40 12.90  5.71 999 1027.5   9.7  10.7 999.0 99.0 99.00
2006 02 11 16 00 135  3.0  3.8  1.39 12.12  6.15 999 1028.3  10.1  10.7 999.0 99.0 99.00
2006 02 11 17 00 184  4.6  6.0  1.43 12.90  6.60 999 1029.2  10.8  10.7 999.0 99.0 99.00
2006 02 11 18 00 187  4.9  5.8  1.53 12.90  6.38 999 1029.9  10.9  10.8 999.0 99.0 99.00
2006 02 11 19 00 102  5.1  6.2  1.53 11.43  6.61 999 1030.0  10.3  10.8 999.0 99.0 99.00
2006 02 11 20 00  98  4.8  6.1  1.44 12.12  6.34 999 1030.0  10.3  10.8 999.0 99.0 99.00
2006 02 11 21 00 160  2.2  2.9  1.63 12.90  7.32 999 1030.3  10.6  10.9 999.0 99.0 99.00
2006 02 11 22 00 164  3.3  4.9  1.55 12.12  7.53 999 1030.3  10.4  10.9 999.0 99.0 99.00
2006 02 11 23 00 133  3.4  4.3  1.53 12.90  7.54 999 1030.0   9.5  10.9 999.0 99.0 99.00
2006 02 12 00 00 126  5.0  5.9  1.38 13.79  7.43 999 1030.1   9.7  10.8 999.0 99.0 99.00
2006 02 12 01 00 160  4.0  4.5  1.50 12.90  7.58 999 1030.4  10.3  10.8 999.0 99.0 99.00
2006 02 12 02 00 181  3.6  4.1  1.58 13.79  8.05 999 1030.8  10.7  10.8 999.0 99.0 99.00
2006 02 12 03 00 195  3.1  3.8  1.54 13.79  8.00 999 1031.2  10.8  10.8 999.0 99.0 99.00
2006 02 12 04 00 217  2.9  3.8  1.77 12.12  8.36 999 1031.9  10.8  10.8 999.0 99.0 99.00
2006 02 12 05 00 275  0.8  1.7  2.00 12.12  9.16 999 1032.2  10.8  10.8 999.0 99.0 99.00
2006 02 12 06 00  31  0.2  0.7  2.00 12.12  9.53 999 1032.5  10.7  10.8 999.0 99.0 99.00
2006 02 12 07 00 102  1.3  2.2  2.32 12.12 10.22 999 1032.7  10.7  10.8 999.0 99.0 99.00
2006 02 12 08 00 217  2.3  2.9  2.49 12.12 10.80 999 1033.1  10.7  10.8 999.0 99.0 99.00
2006 02 12 09 00 251  2.5  3.5  2.60 19.05 10.73 999 1033.1  10.1  10.8 999.0 99.0 99.00
2006 02 12 10 00 242  1.8  3.2  3.44 19.05 11.24 999 1033.6  10.1  10.8 999.0 99.0 99.00
2006 02 12 11 00 253  0.8  2.3  3.15 19.05 11.23 999 1034.0   9.9  10.8 999.0 99.0 99.00
2006 02 12 12 00 141  1.9  3.0  3.25 19.05 11.72 999 1033.8   9.9  10.8 999.0 99.0 99.00
2006 02 12 13 00 186  1.9  2.4  3.04 17.39 11.31 999 1034.0   9.9  10.8 999.0 99.0 99.00
2006 02 12 14 00 196  2.3  2.9  2.84 17.39 10.35 999 1034.5   9.8  10.8 999.0 99.0 99.00
2006 02 12 15 00 259  1.8  3.5  3.24 17.39 10.44 999 1035.1   9.8  10.8 999.0 99.0 99.00
2006 02 12 16 00 326  1.1  1.9  3.21 17.39 10.72 999 1035.3   9.8  10.8 999.0 99.0 99.00
2006 02 12 17 00 267  0.4  1.5  3.15 17.39 11.64 999 1035.7   9.8  10.8 999.0 99.0 99.00
2006 02 12 18 00 180  0.1  0.7  2.86 16.00 10.38 999 1036.1   9.9  10.8 999.0 99.0 99.00
2006 02 12 19 00  98  0.8  2.3  3.07 17.39 11.29 999 1036.1  10.1  10.9 999.0 99.0 99.00
2006 02 12 20 00  73  0.3  1.8  2.82 16.00 10.78 999 1036.1  10.4  11.1 999.0 99.0 99.00
2006 02 12 21 00   4  0.6  2.0  3.05 16.00 10.50 999 1035.5  10.2  11.2 999.0 99.0 99.00
2006 02 12 22 00 321  1.7  2.5  3.20 17.39 11.08 999 1034.9  10.4  11.3 999.0 99.0 99.00
2006 02 12 23 00 323  2.7  3.7  3.05 16.00 10.90 999 1034.8  10.5  11.3 999.0 99.0 99.00
2006 02 13 00 00 321  4.2  5.8  3.01 12.12 10.53 999 1034.9  10.5  11.3 999.0 99.0 99.00
2006 02 13 01 00 339  3.1  4.4  3.10 14.81 10.67 999 1034.5  10.6  11.2 999.0 99.0 99.00
2006 02 13 02 00 347  3.4  4.1  3.19 17.39 11.29 999 1034.6  10.4  11.1 999.0 99.0 99.00
2006 02 13 03 00 340  4.9  6.3  2.97 17.39 10.98 999 1034.7  10.5  11.1 999.0 99.0 99.00
2006 02 13 04 00   5  2.8  3.7  2.96 17.39 10.65 999 1034.4  10.2  11.0 999.0 99.0 99.00
2006 02 13 05 00  29  2.8  4.0  2.85 17.39 10.68 999 1034.3  10.3  10.9 999.0 99.0 99.00
2006 02 13 06 00  21  2.3  3.1  2.77 16.00 10.56 999 1034.3  10.4  10.9 999.0 99.0 99.00
2006 02 13 07 00  18  3.2  4.1  2.84 17.39 10.52 999 1033.9  10.3  10.9 999.0 99.0 99.00
2006 02 13 08 00 322  4.0  5.1  2.76 16.00 10.24 999 1034.2  10.1  10.9 999.0 99.0 99.00
2006 02 13 09 00 313  4.1  5.6  2.93 16.00 10.67 999 1034.2   8.9  10.9 999.0 99.0 99.00
2006 02 13 10 00 352  3.4  4.7  2.89 16.00 10.54 999 1033.7   8.9  10.9 999.0 99.0 99.00
2006 02 13 11 00 339  4.8  6.1  2.74 16.00 10.61 999 1033.8   9.4  10.9 999.0 99.0 99.00
2006 02 13 12 00  14  3.1  3.8  3.21 16.00 11.36 999 1032.9   9.8  10.9 999.0 99.0 99.00
2006 02 13 13 00 346  8.4 10.3  3.37 14.81 11.53 999 1033.1  10.0  10.9 999.0 99.0 99.00
2006 02 13 14 00 356  9.7 11.1  2.92 14.81  8.85 999 1033.1   9.7  10.9 999.0 99.0 99.00
2006 02 13 15 00 353 10.2 12.5  3.55 14.81  8.44 999 1033.0   9.5  10.9 999.0 99.0 99.00
2006 02 13 16 00 354 11.2 13.1  3.23 14.81  7.63 999 1033.4   9.8  10.9 999.0 99.0 99.00
2006 02 13 17 00 354 10.5 12.7  3.28 13.79  6.81 999 1034.2  10.0  10.9 999.0 99.0 99.00
2006 02 13 18 00 351  9.7 11.5  3.48 13.79  7.34 999 1034.3  10.0  10.9 999.0 99.0 99.00
2006 02 13 19 00 349 11.6 14.1  4.17 14.81  8.25 999 1034.2   9.8  10.9 999.0 99.0 99.00
2006 02 13 20 00 355 12.7 15.0  4.05 14.81  7.38 999 1034.3  10.1  10.9 999.0 99.0 99.00
2006 02 13 21 00 357 12.8 16.5  4.07 13.79  7.13 999 1033.7   9.7  10.9 999.0 99.0 99.00
2006 02 13 22 00 359 13.0 15.4  4.32 12.90  7.01 999 1033.2   9.5  10.9 999.0 99.0 99.00
2006 02 13 23 00   2 12.5 15.3  4.34 14.81  7.02 999 1032.8   9.6  10.9 999.0 99.0 99.00
2006 02 14 00 00 358 11.4 13.8  4.05 12.90  7.31 999 1033.0   9.5  10.9 999.0 99.0 99.00
2006 02 14 01 00 359 11.7 13.7  3.98 13.79  7.10 999 1032.9   9.4  10.9 999.0 99.0 99.00
2006 02 14 02 00   4 11.8 14.2  4.45 14.81  7.65 999 1033.0   9.1  10.8 999.0 99.0 99.00
2006 02 14 03 00 360 11.6 14.6  4.41 14.81  7.55 999 1032.8   9.0  10.7 999.0 99.0 99.00
2006 02 14 04 00   1 10.5 12.4  4.20 14.81  7.27 999 1032.8   8.9  10.7 999.0 99.0 99.00
2006 02 14 05 00 354 11.1 13.5  4.57 13.79  7.63 999 1032.7   8.7  10.6 999.0 99.0 99.00
2006 02 14 06 00 351 10.3 12.7  4.25 12.90  7.40 999 1032.4   8.5  10.6 999.0 99.0 99.00
2006 02 14 07 00 347  9.9 11.8  4.99 10.00  7.82 999 1032.2   8.4  10.6 999.0 99.0 99.00
2006 02 14 08 00   1  8.0 10.5  4.50 12.12  7.69 999 1031.7   7.6  10.6 999.0 99.0 99.00
2006 02 14 09 00 335  7.5 10.9  4.91 13.79  8.28 999 1031.2   6.5  10.6 999.0 99.0 99.00
2006 02 14 10 00 360  8.7 10.9  4.40 12.90  7.94 999 1030.3   7.6  10.5 999.0 99.0 99.00
2006 02 14 11 00 335  8.9 10.9  4.77 13.79  8.04 999 1029.7   7.9  10.5 999.0 99.0 99.00
2006 02 14 12 00 336  7.2 11.0  4.10 12.90  7.70 999 1028.8   7.7  10.5 999.0 99.0 99.00
2006 02 14 13 00 320  8.0 10.3  4.13 12.12  7.69 999 1028.1   7.5  10.5 999.0 99.0 99.00
2006 02 14 14 00 319  8.8 10.9  3.75 13.79  7.27 999 1027.2   7.2  10.5 999.0 99.0 99.00
2006 02 14 15 00 341  9.7 13.0  3.56 13.79  7.27 999 1026.6   5.9  10.5 999.0 99.0 99.00
2006 02 14 16 00 319  7.6 10.1  3.58 12.12  7.30 999 1025.9   5.4  10.5 999.0 99.0 99.00
2006 02 14 17 00 344  3.6  5.0  3.27 10.00  7.40 999 1025.3   6.1  10.5 999.0 99.0 99.00
2006 02 14 18 00 304  6.2  8.3  2.94 13.79  7.28 999 1024.5   6.4  10.5 999.0 99.0 99.00
2006 02 14 19 00 322  4.4  5.9  3.16 12.12  7.41 999 1023.7   6.6  10.6 999.0 99.0 99.00
2006 02 14 20 00  21  2.8  4.9  3.23 13.79  7.79 999 1023.1   6.6  10.6 999.0 99.0 99.00
2006 02 14 21 00  55  5.3  6.9  3.07 12.90  7.34 999 1022.1   5.2  10.6 999.0 99.0 99.00
2006 02 14 22 00  72  3.7  5.6  2.84 12.90  7.48 999 1021.1   5.7  10.6 999.0 99.0 99.00
2006 02 14 23 00  21  2.6  3.7  3.27 12.90  8.47 999 1020.6   5.7  10.5 999.0 99.0 99.00
2006 02 15 00 00 355  2.1  3.8  3.31 12.12  8.41 999 1020.0   5.9  10.4 999.0 99.0 99.00
2006 02 15 01 00   6  5.6  7.6  3.47 12.12  8.47 999 1019.7   6.3  10.4 999.0 99.0 99.00
2006 02 15 02 00   4  7.5  9.2  3.03 11.43  7.78 999 1019.7   6.5  10.4 999.0 99.0 99.00
2006 02 15 03 00   3  8.1 10.0  2.99 11.43  7.25 999 1020.2   7.1  10.3 999.0 99.0 99.00
2006 02 15 04 00  41  6.3  9.5  2.71 10.81  6.77 999 1020.2   6.3  10.3 999.0 99.0 99.00
2006 02 15 05 00  49  6.9  8.5  2.89 10.00  6.96 999 1020.3   6.6  10.3 999.0 99.0 99.00
2006 02 15 06 00  46  7.0  8.6  2.65 11.43  6.80 999 1020.6   6.6  10.3 999.0 99.0 99.00
2006 02 15 07 00  50  6.9  8.3  2.89 11.43  7.17 999 1020.8   6.4  10.3 999.0 99.0 99.00
2006 02 15 08 00  44  5.9  7.9  2.67 12.90  7.13 999 1020.7   6.1  10.3 999.0 99.0 99.00
2006 02 15 09 00  44  6.3  7.5  2.73 11.43  7.22 999 1020.9   6.1  10.2 999.0 99.0 99.00
2006 02 15 10 00  36  7.1  8.7  2.55 10.81  7.15 999 1021.1   6.2  10.2 999.0 99.0 99.00
2006 02 15 11 00  38  6.8  8.3  2.56 12.12  7.15 999 1021.4   6.1  10.2 999.0 99.0 99.00
2006 02 15 12 00  29  5.8  7.4  2.68 10.00  7.36 999 1021.6   6.0  10.2 999.0 99.0 99.00
2006 02 15 13 00  45  5.3  7.2  2.80 12.90  7.83 999 1021.7   6.0  10.1 999.0 99.0 99.00
2006 02 15 14 00  56  4.4  6.1  3.01 10.81  8.34 999 1022.0   5.8  10.1 999.0 99.0 99.00
2006 02 15 15 00  45  3.5  4.9  3.26 12.12  8.93 999 1022.4   5.9  10.1 999.0 99.0 99.00
2006 02 15 16 00  47  3.7  5.1  3.57 11.43  9.21 999 1022.7   6.2  10.0 999.0 99.0 99.00
2006 02 15 17 00  48  3.1  4.6  3.14 12.12  8.87 999 1023.4   6.3  10.0 999.0 99.0 99.00
2006 02 15 18 00 100  3.2  4.9  3.06 12.12  8.77 999 1023.3   6.0  10.1 999.0 99.0 99.00
2006 02 15 19 00 102  2.8  4.4  2.70 10.81  8.15 999 1023.6   5.6  10.2 999.0 99.0 99.00
2006 02 15 20 00 106  2.6  4.1  3.06 10.81  8.57 999 1023.6   5.9  10.2 999.0 99.0 99.00
2006 02 15 21 00 115  0.9  2.5  2.79 10.00  8.41 999 1023.4   6.4  10.4 999.0 99.0 99.00
2006 02 15 22 00  28  1.0  2.3  3.08 12.12  8.46 999 1023.2   6.5  10.5 999.0 99.0 99.00
2006 02 15 23 00 321  2.3  3.3  2.91 12.12  8.61 999 1023.0   6.6  10.5 999.0 99.0 99.00
2006 02 16 00 00 338  3.3  4.9  2.89 10.00  8.47 999 1023.2   6.8  10.5 999.0 99.0 99.00
2006 02 16 01 00 348  4.1  5.3  2.98 10.81  8.48 999 1023.2   7.1  10.4 999.0 99.0 99.00
2006 02 16 02 00 360  4.1  5.1  2.99 12.90  8.59 999 1023.4   7.2  10.3 999.0 99.0 99.00
2006 02 16 03 00 356  4.0  5.7  2.98 12.90  8.88 999 1023.6   7.2  10.2 999.0 99.0 99.00
2006 02 16 04 00   4  4.1  5.8  2.79 11.43  8.71 999 1023.5   7.1  10.2 999.0 99.0 99.00
2006 02 16 05 00   9  4.4  5.2  2.93 13.79  9.05 999 1023.5   7.1  10.2 999.0 99.0 99.00
2006 02 16 06 00   8  3.7  5.4  2.92 12.90  9.12 999 1023.5   7.0  10.2 999.0 99.0 99.00
2006 02 16 07 00  42  3.4  5.0  2.66 11.43  8.95 999 1023.4   7.0  10.1 999.0 99.0 99.00
2006 02 16 08 00  36  3.0  4.3  2.77 13.79  9.44 999 1023.1   7.0  10.1 999.0 99.0 99.00
2006 02 16 09 00  61  2.3  3.6  3.00 11.43  9.88 999 1023.2   6.9  10.1 999.0 99.0 99.00
2006 02 16 10 00  81  1.9  3.8  2.89 10.81  9.61 999 1023.0   6.7  10.0 999.0 99.0 99.00
2006 02 16 11 00  99  1.9  3.8  3.26 13.79  9.83 999 1022.8   6.6  10.1 999.0 99.0 99.00
2006 02 16 12 00  98  1.6  3.3  2.76 12.90  9.15 999 1022.4   6.6  10.1 999.0 99.0 99.00
2006 02 16 13 00 105  3.9  5.5  3.08 13.79  9.43 999 1022.3   6.3  10.0 999.0 99.0 99.00
2006 02 16 14 00  75  2.9  4.9  2.54 12.90  8.32 999 1022.4   6.3  10.0 999.0 99.0 99.00
2006 02 16 15 00  84  2.6  3.7  2.73 12.90  8.82 999 1022.4   6.0   9.9 999.0 99.0 99.00
2006 02 16 16 00  96  1.9  3.8  2.98 13.79  8.88 999 1022.5   6.1  10.0 999.0 99.0 99.00
2006 02 16 17 00  87  4.5  6.0  2.71 12.90  8.85 999 1022.5   5.8  10.0 999.0 99.0 99.00
2006 02 16 18 00  95  5.6  7.2  2.48 13.79  8.27 999 1022.0   5.5   9.9 999.0 99.0 99.00
2006 02 16 19 00 108  4.4  6.0  2.39 13.79  8.51 999 1021.8   5.7  10.0 999.0 99.0 99.00
2006 02 16 20 00  90  3.0  4.8  2.17 12.12  8.20 999 1021.6   5.9  10.0 999.0 99.0 99.00
2006 02 16 21 00  40  1.9  2.6  2.29 13.79  8.92 999 1020.9   6.4  10.1 999.0 99.0 99.00
2006 02 16 22 00   4  2.5  3.5  2.20 13.79  8.81 999 1020.5   6.3  10.3 999.0 99.0 99.00
2006 02 16 23 00  16  3.1  4.3  1.90 12.90  8.39 999 1019.9   6.6  10.3 999.0 99.0 99.00
2006 02 17 00 00   3  3.3  5.5  2.04 13.79  8.61 999 1019.5   6.7  10.2 999.0 99.0 99.00
2006 02 17 01 00   4  5.2  6.2  1.92 12.90  8.67 999 1019.1   6.7  10.1 999.0 99.0 99.00
2006 02 17 02 00   7  5.9  7.5  1.92 13.79  8.32 999 1018.8   6.7  10.0 999.0 99.0 99.00
2006 02 17 03 00  25  6.6  8.2  2.18 12.90  8.09 999 1018.8   7.1   9.9 999.0 99.0 99.00
2006 02 17 04 00  29  7.4  9.0  2.16 12.90  7.68 999 1018.5   7.3   9.8 999.0 99.0 99.00
2006 02 17 05 00  57  6.5  7.9  2.17 17.39  7.37 999 1018.6   6.9   9.8 999.0 99.0 99.00
2006 02 17 06 00  54  4.8  6.2  1.95 17.39  6.86 999 1018.8   6.4   9.8 999.0 99.0 99.00
2006 02 17 07 00  63  5.2  6.4  2.15 19.05  7.66 999 1018.8   6.3   9.8 999.0 99.0 99.00
2006 02 17 08 00  68  6.4  8.1  2.13 17.39  7.93 999 1018.7   6.2   9.9 999.0 99.0 99.00
2006 02 17 09 00  67  7.5  9.4  2.07 17.39  7.14 999 1018.8   5.9   9.9 999.0 99.0 99.00
2006 02 17 10 00  70  9.3 11.8  2.01 17.39  6.30 999 1018.7   5.6   9.8 999.0 99.0 99.00
2006 02 17 11 00  74  9.2 11.4  1.88 17.39  5.66 999 1018.7   5.5   9.8 999.0 99.0 99.00
2006 02 17 12 00  67  8.7 11.0  2.12 17.39  6.24 999 1018.7   5.2   9.7 999.0 99.0 99.00
2006 02 17 13 00  71  9.2 11.5  2.00 17.39  6.03 999 1018.7   4.9   9.7 999.0 99.0 99.00
2006 02 17 14 00  73 10.2 12.6  2.52 17.39  6.94 999 1019.1   4.8   9.8 999.0 99.0 99.00
2006 02 17 15 00  72 11.5 13.7  2.13 16.00  5.61 999 1019.4   4.3   9.9 999.0 99.0 99.00
2006 02 17 16 00  77 10.2 12.6  2.26 16.00  5.89 999 1019.6   3.9   9.9 999.0 99.0 99.00
2006 02 17 17 00  75 11.3 13.7  2.36 16.00  5.28 999 1019.9   3.8   9.9 999.0 99.0 99.00
2006 02 17 18 00  79 12.2 14.8  2.71 16.00  5.87 999 1020.2   3.2   9.8 999.0 99.0 99.00
2006 02 17 19 00  88 12.6 14.9  2.32 16.00  5.15 999 1020.5   2.7   9.7 999.0 99.0 99.00
2006 02 17 20 00  77 12.3 15.0  2.59 16.00  5.65 999 1020.7   2.4   9.7 999.0 99.0 99.00
2006 02 17 21 00  81 13.0 15.7  2.79 14.81  5.78 999 1020.3   2.3   9.8 999.0 99.0 99.00
2006 02 17 22 00  64 11.5 14.9  2.62 16.00  5.80 999 1019.8   2.7   9.8 999.0 99.0 99.00
2006 02 17 23 00  64 12.0 14.3  2.47 16.00  5.62 999 1019.7   2.3   9.8 999.0 99.0 99.00
2006 02 18 00 00  64 11.2 14.7  2.13 14.81  5.04 999 1019.3   3.0   9.9 999.0 99.0 99.00
2006 02 18 01 00  69 11.3 14.2  1.72  4.55  4.31 999 1019.0   3.2   9.9 999.0 99.0 99.00
2006 02 18 02 00  66 12.6 15.9  2.26 14.81  5.23 999 1019.1   2.8   9.9 999.0 99.0 99.00
2006 02 18 03 00  76 12.6 15.9  2.06  4.76  4.53 999 1019.7   2.5   9.8 999.0 99.0 99.00
