#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 08 24 07 00   6  9.4 11.2  2.22  6.67  5.12 999 1013.4  16.0  15.4 999.0 99.0 99.00
2007 08 24 08 00   6  9.1 11.3  2.03  6.25  5.25 999 1013.1  15.7  15.3 999.0 99.0 99.00
2007 08 24 09 00 360  8.9 10.4  2.04  6.67  5.26 999 1013.3  15.8  15.4 999.0 99.0 99.00
2007 08 24 10 00   6 10.3 12.3  2.08  6.25  5.05 999 1013.2  15.9  15.4 999.0 99.0 99.00
2007 08 24 11 00 360  8.5 11.3  2.05 10.00  5.27 999 1013.3  15.9  15.3 999.0 99.0 99.00
2007 08 24 12 00   1  9.9 13.3  1.99  6.67  4.99 999 1013.2  16.0  15.3 999.0 99.0 99.00
2007 08 24 13 00   1  9.4 11.6  1.95  6.25  4.93 999 1013.0  15.8  15.3 999.0 99.0 99.00
2007 08 24 14 00   9  8.5 10.7  2.02  6.25  5.05 999 1013.1  15.6  15.3 999.0 99.0 99.00
2007 08 24 15 00   1 10.3 12.9  2.15  6.67  4.97 999 1013.5  15.6  15.3 999.0 99.0 99.00
2007 08 24 16 00   3  8.4 10.6  1.90  5.88  4.89 999 1013.9  15.6  15.3 999.0 99.0 99.00
2007 08 24 17 00   4  7.6  9.2  1.77  5.56  4.72 999 1013.8  15.7  15.4 999.0 99.0 99.00
2007 08 24 18 00   6  6.3  7.9  1.73  6.67  4.95 999 1014.0  15.4  15.4 999.0 99.0 99.00
2007 08 24 19 00   3  7.0  8.2  1.61  7.14  4.89 999 1014.2  15.7  15.1 999.0 99.0 99.00
2007 08 24 20 00   4  8.3  9.8  1.78  5.88  5.06 999 1014.1  15.9  15.5 999.0 99.0 99.00
2007 08 24 21 00   2  8.0  9.6  1.81  6.25  4.99 999 1014.0  15.9  15.7 999.0 99.0 99.00
2007 08 24 22 00   3  6.9  8.1  1.74  6.25  5.04 999 1014.1  16.0  15.8 999.0 99.0 99.00
2007 08 24 23 00   1  7.7  9.1  1.66  6.67  4.94 999 1013.7  16.0  15.9 999.0 99.0 99.00
2007 08 25 00 00   4  7.5  8.7  1.73  6.25  5.05 999 1013.5  16.0  15.9 999.0 99.0 99.00
2007 08 25 01 00 358  7.5  8.7  1.59  6.67  4.80 999 1013.2  16.0  16.0 999.0 99.0 99.00
2007 08 25 02 00 358  7.2  8.4  1.59  6.67  4.76 999 1013.0  16.1  16.0 999.0 99.0 99.00
2007 08 25 03 00 350  7.2  8.3  1.62  6.67  4.92 999 1013.2  16.1  16.0 999.0 99.0 99.00
2007 08 25 04 00 348  7.3  8.7  1.47  5.88  4.48 999 1013.5  16.1  16.0 999.0 99.0 99.00
2007 08 25 05 00 351  6.8  7.7  1.42  5.88  4.92 999 1013.9  16.0  15.9 999.0 99.0 99.00
2007 08 25 06 00 353  6.6  7.6  1.45  6.67  5.21 999 1014.0  15.8  15.7 999.0 99.0 99.00
2007 08 25 07 00 357  5.2  5.9  1.48  6.25  5.07 999 1014.1  15.8  15.6 999.0 99.0 99.00
2007 08 25 08 00 359  5.9  7.9  1.46  5.88  5.05 999 1014.2  16.1  15.4 999.0 99.0 99.00
2007 08 25 09 00 351  4.2  4.7  1.43  6.67  5.03 999 1014.5  15.6  15.4 999.0 99.0 99.00
2007 08 25 10 00 342  3.6  4.4  1.39  9.09  4.87 999 1014.5  15.5  15.3 999.0 99.0 99.00
2007 08 25 11 00 342  3.1  3.5  1.47  7.14  5.21 999 1014.7  15.2  15.3 999.0 99.0 99.00
2007 08 25 12 00 339  3.1  3.8  1.41  6.25  4.85 999 1014.9  15.2  15.2 999.0 99.0 99.00
2007 08 25 13 00 356  3.7  4.2  1.36  6.67  4.98 999 1015.0  15.5  15.1 999.0 99.0 99.00
2007 08 25 14 00 344  4.8  5.2  1.33  6.67  5.20 999 1015.2  15.7  14.7 999.0 99.0 99.00
2007 08 25 15 00 343  3.7  4.5  1.39  7.14  5.43 999 1015.6  15.5  14.3 999.0 99.0 99.00
2007 08 25 16 00 345  2.7  3.1  1.39  5.88  5.73 999 1015.9  15.4  14.3 999.0 99.0 99.00
2007 08 25 17 00 352  2.2  2.6  1.28  9.09  5.67 999 1016.2  15.8  14.5 999.0 99.0 99.00
2007 08 25 18 00 323  2.0  2.5  1.31  6.67  5.85 999 1016.4  16.3  15.2 999.0 99.0 99.00
2007 08 25 19 00 326  2.5  3.0  1.41 10.81  6.01 999 1016.3  16.3  15.6 999.0 99.0 99.00
2007 08 25 20 00 312  1.6  2.0  1.19  7.14  5.65 999 1016.0  16.7  16.1 999.0 99.0 99.00
2007 08 25 21 00 309  3.2  3.8  1.38  7.69  5.78 999 1016.0  16.7  16.2 999.0 99.0 99.00
2007 08 25 22 00 307  3.5  4.2  1.34  7.69  5.93 999 1016.0  16.9  16.7 999.0 99.0 99.00
2007 08 25 23 00 305  4.2  6.2  1.30 10.81  5.72 999 1015.7  17.0  16.7 999.0 99.0 99.00
2007 08 26 00 00 335  8.0  9.8  1.40  9.09  4.93 999 1015.5  15.9  15.7 999.0 99.0 99.00
2007 08 26 01 00 346  4.5  5.2  1.45  7.14  5.28 999 1015.2  16.0  15.9 999.0 99.0 99.00
2007 08 26 02 00 356  4.3  5.1  1.39  9.09  5.47 999 1014.9  16.0  15.8 999.0 99.0 99.00
2007 08 26 03 00 349  3.5  4.2  1.36  7.69  5.67 999 1014.9  16.1  16.0 999.0 99.0 99.00
2007 08 26 04 00 341  4.5  5.1  1.34  6.67  5.58 999 1014.9  16.4  15.9 999.0 99.0 99.00
2007 08 26 05 00 344  3.3  4.2  1.45  7.14  5.88 999 1015.1  16.1  16.0 999.0 99.0 99.00
2007 08 26 06 00 352  4.1  4.8  1.47 10.00  5.91 999 1015.2  16.1  15.5 999.0 99.0 99.00
2007 08 26 07 00 346  2.8  3.3  1.53  7.14  5.81 999 1015.5  15.9  15.8 999.0 99.0 99.00
2007 08 26 08 00 331  3.6  4.3  1.52  7.14  5.79 999 1015.9  16.1  15.8 999.0 99.0 99.00
2007 08 26 09 00 340  5.6  6.7  1.66  8.33  5.92 999 1016.2  16.4  15.8 999.0 99.0 99.00
2007 08 26 10 00 353  4.0  4.9  1.64  8.33  5.74 999 1016.6  16.2  15.9 999.0 99.0 99.00
2007 08 26 11 00 349  4.9  5.5  1.65  8.33  5.64 999 1016.8  16.3  15.9 999.0 99.0 99.00
2007 08 26 12 00 356  4.6  5.2  1.70 11.43  5.64 999 1017.1  16.2  15.9 999.0 99.0 99.00
2007 08 26 13 00 350  4.6  5.1  1.64  8.33  5.44 999 1017.3  16.1  15.9 999.0 99.0 99.00
2007 08 26 14 00 341  3.5  4.4  1.58  8.33  5.44 999 1017.7  15.9  15.8 999.0 99.0 99.00
2007 08 26 15 00 345  3.4  4.0  1.65  7.69  5.63 999 1018.1  16.0  15.6 999.0 99.0 99.00
2007 08 26 16 00 349  3.3  3.8  1.72  8.33  5.81 999 1018.4  16.1  15.6 999.0 99.0 99.00
2007 08 26 17 00 356  3.7  4.2  1.53  7.69  5.75 999 1018.6  16.2  15.5 999.0 99.0 99.00
2007 08 26 18 00 336  3.1  3.6  1.68  8.33  6.13 999 1018.9  16.2  15.6 999.0 99.0 99.00
2007 08 26 19 00 355  3.9  4.6  1.82  7.69  6.10 999 1018.9  16.2  16.0 999.0 99.0 99.00
2007 08 26 20 00 351  3.8  4.4  1.84  8.33  6.04 999 1019.1  16.1  15.9 999.0 99.0 99.00
2007 08 26 21 00 350  3.6  4.4  1.74  7.69  5.92 999 1019.1  16.2  16.0 999.0 99.0 99.00
2007 08 26 22 00 358  4.6  5.3  1.73  8.33  5.86 999 1018.7  16.4  16.0 999.0 99.0 99.00
2007 08 26 23 00 338  6.2  7.5  1.73 10.00  5.81 999 1018.3  16.4  15.8 999.0 99.0 99.00
2007 08 27 00 00 342  7.8  8.9  1.73  8.33  5.51 999 1018.2  16.5  15.9 999.0 99.0 99.00
2007 08 27 01 00 349  7.5  8.6  1.68  7.69  5.24 999 1018.2  16.4  15.8 999.0 99.0 99.00
2007 08 27 02 00 352  7.6  8.9  1.63  7.69  5.15 999 1018.1  16.4  15.6 999.0 99.0 99.00
2007 08 27 03 00 351  7.7  9.0  1.43  7.14  4.53 999 1017.9  16.3  15.3 999.0 99.0 99.00
2007 08 27 04 00 354  7.8  9.1  1.42  7.69  4.53 999 1017.9  16.2  15.2 999.0 99.0 99.00
2007 08 27 05 00 358  7.6  9.1  1.54  8.33  4.63 999 1018.1  16.1  15.0 999.0 99.0 99.00
2007 08 27 06 00   5  6.9  8.1  1.51  8.33  4.82 999 1018.1  16.1  15.4 999.0 99.0 99.00
2007 08 27 07 00   6  6.4  7.5  1.35  7.69  4.71 999 1018.2  16.0  15.5 999.0 99.0 99.00
2007 08 27 08 00   9  7.1  8.1  1.54  7.69  5.16 999 1018.3  16.0  15.2 999.0 99.0 99.00
2007 08 27 09 00  19  5.4  6.2  1.61  7.69  5.40 999 1018.2  15.7  15.5 999.0 99.0 99.00
2007 08 27 10 00  17  4.8  5.5  1.51  8.33  5.28 999 1018.3  15.5  15.4 999.0 99.0 99.00
2007 08 27 11 00  10  6.3  7.4  1.52  7.14  5.12 999 1018.3  15.5  15.3 999.0 99.0 99.00
2007 08 27 12 00  12  6.9  8.3  1.53  8.33  4.95 999 1018.6  15.5  15.3 999.0 99.0 99.00
2007 08 27 13 00  18  7.4  8.9  1.54  7.69  4.91 999 1018.5  15.4  15.3 999.0 99.0 99.00
2007 08 27 14 00  15  7.4  8.9  1.43  8.33  4.78 999 1019.0  15.3  15.2 999.0 99.0 99.00
2007 08 27 15 00  15  6.7  7.8  1.42  8.33  4.78 999 1019.2  15.3  15.2 999.0 99.0 99.00
2007 08 27 16 00  16  6.2  7.5  1.37  7.69  4.89 999 1019.2  15.2  15.1 999.0 99.0 99.00
2007 08 27 17 00  12  6.5  7.7  1.26  8.33  4.82 999 1019.5  15.1  15.1 999.0 99.0 99.00
2007 08 27 18 00   8  6.3  7.3  1.27  8.33  4.84 999 1019.8  15.3  15.2 999.0 99.0 99.00
2007 08 27 19 00   3  7.4  8.7  1.32  9.09  5.06 999 1019.7  15.4  15.5 999.0 99.0 99.00
2007 08 27 20 00   4  7.6  8.8  1.40  9.09  5.01 999 1019.4  15.8  15.6 999.0 99.0 99.00
2007 08 27 21 00   5  7.2  9.1  1.50  8.33  4.92 999 1019.3  15.9  15.7 999.0 99.0 99.00
2007 08 27 22 00 357  7.7  8.7  1.43  8.33  4.66 999 1018.9  16.0  15.6 999.0 99.0 99.00
2007 08 27 23 00 348  8.1  9.6  1.44  8.33  4.69 999 1018.6  16.3  15.5 999.0 99.0 99.00
2007 08 28 00 00 347  9.8 11.2  1.62  7.69  4.52 999 1018.3  16.2  15.5 999.0 99.0 99.00
2007 08 28 01 00 353  9.4 10.9  1.59  8.33  4.47 999 1018.4  16.4  15.4 999.0 99.0 99.00
2007 08 28 02 00 355  9.5 11.3  1.60  7.69  4.46 999 1018.2  16.4  15.4 999.0 99.0 99.00
2007 08 28 03 00 359 10.3 12.1  1.73  8.33  4.45 999 1018.0  16.3  15.3 999.0 99.0 99.00
2007 08 28 04 00   5  8.9 11.2  1.89  5.26  4.59 999 1018.3  16.1  15.3 999.0 99.0 99.00
2007 08 28 05 00   3  9.1 11.0  1.69  5.26  4.54 999 1018.4  16.0  15.3 999.0 99.0 99.00
2007 08 28 06 00   4  9.0 10.6  1.64  8.33  4.59 999 1018.3  16.0  15.4 999.0 99.0 99.00
2007 08 28 07 00   4  9.2 10.8  1.70  5.26  4.60 999 1018.1  15.9  15.4 999.0 99.0 99.00
2007 08 28 08 00   7  8.7 10.2  1.66  7.14  4.65 999 1018.1  15.7  15.4 999.0 99.0 99.00
2007 08 28 09 00   4  8.5  9.9  1.67  8.33  4.62 999 1018.1  15.6  15.1 999.0 99.0 99.00
2007 08 28 10 00  13  7.9  9.9  1.65  8.33  4.54 999 1017.8  15.3  14.9 999.0 99.0 99.00
2007 08 28 11 00   7  7.6  8.7  1.53  8.33  4.50 999 1017.8  15.2  14.8 999.0 99.0 99.00
2007 08 28 12 00  10  8.0  9.8  1.55  8.33  4.51 999 1017.7  15.1  14.6 999.0 99.0 99.00
2007 08 28 13 00  13  7.2  8.6  1.45  5.56  4.26 999 1017.7  14.8  14.6 999.0 99.0 99.00
2007 08 28 14 00  13  6.6  7.7  1.37  8.33  4.34 999 1018.0  14.7  14.7 999.0 99.0 99.00
2007 08 28 15 00  13  6.7  7.7  1.29  8.33  4.52 999 1018.3  14.8  14.6 999.0 99.0 99.00
2007 08 28 16 00  16  7.5  9.2  1.32  7.69  4.45 999 1018.1  14.8  14.7 999.0 99.0 99.00
2007 08 28 17 00  16  7.2  8.5  1.33  8.33  4.40 999 1018.1  14.8  14.6 999.0 99.0 99.00
2007 08 28 18 00  13  6.8  7.7  1.21  8.33  4.36 999 1018.0  15.0  14.5 999.0 99.0 99.00
2007 08 28 19 00   8  6.1  7.0  1.27  8.33  4.60 999 1017.7  15.1  14.5 999.0 99.0 99.00
2007 08 28 20 00 359  6.7  7.6  1.22  8.33  4.62 999 1017.5  15.5  14.3 999.0 99.0 99.00
2007 08 28 21 00 355  7.4  8.5  1.31  7.69  4.50 999 1017.3  16.0  14.4 999.0 99.0 99.00
2007 08 28 22 00 352  7.6  8.7  1.23  7.69  4.24 999 1016.8  16.1  14.6 999.0 99.0 99.00
2007 08 28 23 00 349  8.1  9.5  1.28  7.14  4.18 999 1016.5  16.5  15.0 999.0 99.0 99.00
2007 08 29 00 00 353  8.0  9.3  1.28  4.76  4.02 999 1016.2  16.7  15.4 999.0 99.0 99.00
2007 08 29 01 00 350  8.4  9.8  1.25  7.69  4.14 999 1015.7  16.9  15.6 999.0 99.0 99.00
2007 08 29 02 00 355  7.7  8.7  1.20  4.35  3.94 999 1015.3  16.9  15.7 999.0 99.0 99.00
2007 08 29 03 00 353  8.2  9.4  1.16  8.33  4.03 999 1015.1  16.8  15.9 999.0 99.0 99.00
2007 08 29 04 00 353  8.7 10.0  1.16  4.76  3.78 999 1015.2  16.8  16.0 999.0 99.0 99.00
2007 08 29 05 00 356  8.7  9.8  1.20  5.00  4.05 999 1015.2  16.7  16.1 999.0 99.0 99.00
2007 08 29 06 00 356  8.7 10.1  1.17  4.76  3.98 999 1015.0  16.5  16.1 999.0 99.0 99.00
2007 08 29 07 00   2  8.1  9.3  1.26  5.26  4.10 999 1014.9  16.3  16.0 999.0 99.0 99.00
2007 08 29 08 00 359  7.6  9.0  1.14  5.26  4.06 999 1014.5  16.2  15.8 999.0 99.0 99.00
2007 08 29 09 00 359  8.5 10.2  1.23  5.26  4.13 999 1013.7  16.1  15.3 999.0 99.0 99.00
2007 08 29 10 00   9  6.8  7.9  1.29  5.26  4.18 999 1013.5  15.7  15.2 999.0 99.0 99.00
2007 08 29 11 00  15  7.0  8.1  1.19  5.26  4.18 999 1013.4  15.5  14.8 999.0 99.0 99.00
2007 08 29 12 00  17  5.4  6.1  1.17  5.00  4.19 999 1013.2  15.2  14.6 999.0 99.0 99.00
2007 08 29 13 00   7  6.2  7.2  1.11  4.55  4.21 999 1012.7  15.1  14.4 999.0 99.0 99.00
2007 08 29 14 00  28  3.2  3.8  1.07  5.26  4.29 999 1012.9  14.7  14.4 999.0 99.0 99.00
2007 08 29 15 00  12  4.7  5.2  1.05  5.56  4.32 999 1012.9  14.8  14.5 999.0 99.0 99.00
2007 08 29 16 00 349  3.5  4.0  0.98 12.12  4.48 999 1012.9  14.9  14.7 999.0 99.0 99.00
2007 08 29 17 00 341  6.3  7.0  0.97  4.76  4.47 999 1012.3  15.7  15.0 999.0 99.0 99.00
2007 08 29 18 00 342  4.6  5.1  0.99  7.69  4.66 999 1012.5  15.7  15.3 999.0 99.0 99.00
2007 08 29 19 00 341  2.8  3.3  1.02  5.00  4.70 999 1012.4  15.8  15.7 999.0 99.0 99.00
2007 08 29 20 00 355  2.9  3.4  1.11  4.55  4.91 999 1012.1  16.1  15.9 999.0 99.0 99.00
2007 08 29 21 00 337  5.1  6.1  1.12  7.14  4.98 999 1011.8  16.3  16.2 999.0 99.0 99.00
2007 08 29 22 00 340  4.5  5.3  1.20 11.43  5.16 999 1011.7  16.5  16.0 999.0 99.0 99.00
2007 08 29 23 00 335  5.3  6.1  1.24  7.69  5.05 999 1011.5  16.6  16.3 999.0 99.0 99.00
2007 08 30 00 00 339  4.8  5.4  1.19  6.67  5.10 999 1011.5  16.6  16.3 999.0 99.0 99.00
2007 08 30 01 00 340  5.5  6.7  1.22  7.69  5.01 999 1011.4  16.6  16.2 999.0 99.0 99.00
2007 08 30 02 00 344  5.1  5.8  1.35  8.33  5.08 999 1011.5  16.6  16.0 999.0 99.0 99.00
2007 08 30 03 00 337  4.4  5.0  1.19 10.00  5.06 999 1011.7  16.2  15.8 999.0 99.0 99.00
2007 08 30 04 00 326  4.2  4.6  1.22  7.69  5.34 999 1012.3  16.0  15.6 999.0 99.0 99.00
2007 08 30 05 00 318  4.1  4.5  1.29  8.33  5.47 999 1012.8  15.9  15.1 999.0 99.0 99.00
2007 08 30 06 00 327  5.3  6.5  1.33  9.09  5.74 999 1013.2  16.1  15.0 999.0 99.0 99.00
2007 08 30 07 00 340  6.5  7.5  1.35  9.09  5.49 999 1013.6  15.9  14.9 999.0 99.0 99.00
2007 08 30 08 00 351  5.0  6.4  1.54  7.69  5.55 999 1013.9  15.6  14.9 999.0 99.0 99.00
2007 08 30 09 00   1  5.6  6.8  1.58  8.33  5.56 999 1013.9  15.6  14.4 999.0 99.0 99.00
2007 08 30 10 00   6  4.0  4.9  1.54  8.33  5.40 999 1013.9  15.2  14.3 999.0 99.0 99.00
2007 08 30 11 00   3  3.4  4.0  1.49  7.69  5.18 999 1014.0  15.0  14.2 999.0 99.0 99.00
2007 08 30 12 00 358  4.2  4.7  1.47  7.69  5.33 999 1014.1  14.9  14.1 999.0 99.0 99.00
2007 08 30 13 00 355  4.1  4.7  1.46  9.09  5.43 999 1014.2  14.8  14.2 999.0 99.0 99.00
2007 08 30 14 00  18  2.2  2.9  1.41  8.33  5.27 999 1014.7  14.2  13.9 999.0 99.0 99.00
2007 08 30 15 00  42  2.0  2.6  1.43  8.33  5.63 999 1015.2  13.9  14.0 999.0 99.0 99.00
2007 08 30 16 00  20  3.0  3.7  1.31 10.00  5.49 999 1015.3  13.9  14.0 999.0 99.0 99.00
2007 08 30 17 00  14  3.1  4.0  1.33  9.09  5.85 999 1015.5  13.9  14.0 999.0 99.0 99.00
2007 08 30 18 00  10  2.2  2.6  1.17 10.00  5.66 999 1015.8  14.2  14.4 999.0 99.0 99.00
2007 08 30 19 00  36  1.8  2.3  1.18  9.09  5.83 999 1015.7  14.5  14.8 999.0 99.0 99.00
2007 08 30 20 00  39  3.2  4.0  1.25  9.09  6.03 999 1015.4  14.5  15.2 999.0 99.0 99.00
2007 08 30 21 00  46  1.6  2.1  1.21  8.33  5.82 999 1015.7  14.4  15.1 999.0 99.0 99.00
2007 08 30 22 00 349  2.1  2.6  1.26  7.69  5.98 999 1015.6  14.7  15.2 999.0 99.0 99.00
2007 08 30 23 00 352  4.3  5.0  1.25  9.09  5.84 999 1015.5  15.9  15.2 999.0 99.0 99.00
2007 08 31 00 00 352  6.1  7.4  1.26  8.33  5.82 999 1015.3  16.2  14.7 999.0 99.0 99.00
2007 08 31 01 00   2  5.1  6.0  1.37  9.09  5.84 999 1015.3  15.6  14.5 999.0 99.0 99.00
2007 08 31 02 00 360  5.4  6.4  1.30  9.09  5.62 999 1015.1  15.5  14.5 999.0 99.0 99.00
2007 08 31 03 00   5  4.5  5.2  1.33  8.33  5.57 999 1015.2  15.4  14.3 999.0 99.0 99.00
2007 08 31 04 00  11  2.4  2.8  1.34  8.33  5.57 999 1015.7  14.5  14.3 999.0 99.0 99.00
2007 08 31 05 00  13  2.3  3.0  1.27  9.09  5.49 999 1015.9  14.4  14.3 999.0 99.0 99.00
2007 08 31 06 00 350  3.6  4.1  1.31 10.00  5.75 999 1016.0  15.3  14.3 999.0 99.0 99.00
2007 08 31 07 00 349  4.8  6.2  1.21 10.00  5.33 999 1015.8  15.6  14.3 999.0 99.0 99.00
2007 08 31 08 00 351  5.1  5.9  1.20 10.00  5.48 999 1015.6  15.4  14.3 999.0 99.0 99.00
2007 08 31 09 00 348  2.9  3.3  1.20 10.00  5.74 999 1015.4  14.8  14.4 999.0 99.0 99.00
2007 08 31 10 00 340  3.3  3.6  1.23  8.33  5.76 999 1015.4  15.0  14.3 999.0 99.0 99.00
2007 08 31 11 00 356  3.9  4.3  1.23 10.00  6.03 999 1015.4  15.1  14.1 999.0 99.0 99.00
2007 08 31 12 00  42  1.3  1.6  1.35  9.09  6.25 999 1015.7  13.6  13.8 999.0 99.0 99.00
2007 08 31 13 00 359  0.9  1.2  1.34  9.09  6.01 999 1015.9  13.7  13.8 999.0 99.0 99.00
2007 08 31 14 00   1  0.9  1.3  1.28  9.09  5.84 999 1016.0  14.0  13.6 999.0 99.0 99.00
2007 08 31 15 00 357  3.9  4.6  1.40  9.09  5.82 999 1016.6  14.6  13.5 999.0 99.0 99.00
2007 08 31 16 00   6  3.1  3.5  1.36 10.00  5.95 999 1017.3  14.5  13.5 999.0 99.0 99.00
2007 08 31 17 00  13  4.6  5.2  1.40  9.09  5.87 999 1017.2  14.7  13.6 999.0 99.0 99.00
2007 08 31 18 00 313  2.7  3.5  1.31  9.09  6.27 999 1018.3  15.1  13.8 999.0 99.0 99.00
2007 08 31 19 00  34  2.2  2.7  1.28 10.00  6.34 999 1017.6  14.5  14.2 999.0 99.0 99.00
2007 08 31 20 00 317  1.2  1.9  1.44  8.33  6.74 999 1018.2  14.5  14.4 999.0 99.0 99.00
2007 08 31 21 00 302  3.0  3.4  1.26  8.33  6.46 999 1018.3  15.7  15.0 999.0 99.0 99.00
2007 08 31 22 00 338  2.9  3.4  1.28 10.00  6.86 999 1018.2  16.0  15.3 999.0 99.0 99.00
2007 08 31 23 00 328  2.3  2.7  1.29  9.09  6.77 999 1018.7  16.1  15.7 999.0 99.0 99.00
2007 09 01 00 00 352  3.0  3.5  1.30 10.00  6.73 999 1018.3  16.2  15.5 999.0 99.0 99.00
2007 09 01 01 00 352  5.3  6.1  1.28 10.00  6.61 999 1018.2  16.0  14.5 999.0 99.0 99.00
2007 09 01 02 00   5  3.9  4.4  1.29 10.00  6.30 999 1018.0  15.5  14.1 999.0 99.0 99.00
2007 09 01 03 00 356  4.5  5.0  1.49 10.00  6.73 999 1018.0  15.4  14.0 999.0 99.0 99.00
2007 09 01 04 00   4  3.7  4.2  1.40 10.00  6.26 999 1018.0  15.0  14.0 999.0 99.0 99.00
2007 09 01 05 00  14  3.8  4.4  1.43 10.00  6.38 999 1018.6  14.6  13.8 999.0 99.0 99.00
2007 09 01 06 00  16  4.5  5.3  1.29 10.00  6.22 999 1018.3  14.7  13.7 999.0 99.0 99.00
2007 09 01 07 00 360  4.8  5.4  1.35  8.33  6.41 999 1018.0  14.9  14.0 999.0 99.0 99.00
2007 09 01 08 00  12  4.7  5.3  1.50  9.09  6.63 999 1017.8  14.8  14.0 999.0 99.0 99.00
2007 09 01 09 00   4  4.6  5.2  1.43  9.09  6.94 999 1017.3  14.3  13.9 999.0 99.0 99.00
2007 09 01 10 00   2  4.6  5.3  1.39  9.09  6.70 999 1016.9  14.6  13.8 999.0 99.0 99.00
2007 09 01 11 00   3  6.4  7.5  1.36  9.09  6.18 999 1016.5  14.8  13.9 999.0 99.0 99.00
2007 09 01 12 00  18  4.5  5.1  1.30 10.00  5.66 999 1015.8  14.2  13.7 999.0 99.0 99.00
2007 09 01 13 00  14  4.5  5.3  1.20 10.00  5.65 999 1015.9  13.8  13.5 999.0 99.0 99.00
2007 09 01 14 00  30  5.3  6.7  1.37 10.00  5.87 999 1015.8  13.2  13.7 999.0 99.0 99.00
2007 09 01 15 00  35  3.7  4.3  1.33  9.09  6.00 999 1016.0  13.4  13.7 999.0 99.0 99.00
2007 09 01 16 00  23  3.5  4.4  1.29  9.09  5.59 999 1016.1  13.4  13.6 999.0 99.0 99.00
2007 09 01 17 00  32  4.3  5.1  1.16  9.09  5.45 999 1015.4  13.3  13.5 999.0 99.0 99.00
2007 09 01 18 00  12  2.9  3.4  1.13  8.33  5.31 999 1015.3  13.3  13.4 999.0 99.0 99.00
2007 09 01 19 00 344  2.3  3.0  1.12 10.00  5.37 999 1015.6  13.7  13.8 999.0 99.0 99.00
2007 09 01 20 00 335  2.9  3.5  1.25 10.00  6.10 999 1015.3  14.6  14.2 999.0 99.0 99.00
2007 09 01 21 00 355  2.8  3.2  1.15  9.09  5.87 999 1015.1  14.9  14.5 999.0 99.0 99.00
2007 09 01 22 00 331  2.2  2.7  1.33  9.09  6.56 999 1015.3  15.3  14.9 999.0 99.0 99.00
2007 09 01 23 00 339  1.5  2.1  1.18  9.09  6.15 999 1015.2  15.7  14.9 999.0 99.0 99.00
2007 09 02 00 00 338  0.8  1.0  1.20  8.33  6.42 999 1015.0  16.2  15.5 999.0 99.0 99.00
2007 09 02 01 00 138  2.4  3.1  1.25  8.33  6.38 999 1014.6  15.5  15.5 999.0 99.0 99.00
2007 09 02 02 00 182  2.2  2.5  1.36  8.33  6.75 999 1014.7  15.0  15.7 999.0 99.0 99.00
2007 09 02 03 00 215  2.2  2.7  1.31  9.09  6.44 999 1014.9  14.7  15.2 999.0 99.0 99.00
2007 09 02 04 00 232  2.1  2.5  1.21  9.09  6.31 999 1015.3  14.7  14.9 999.0 99.0 99.00
2007 09 02 05 00 203  1.7  2.1  1.10  9.09  5.97 999 1015.2  14.6  14.8 999.0 99.0 99.00
2007 09 02 06 00 174  2.3  2.7  1.09  7.69  6.07 999 1015.3  14.3  14.6 999.0 99.0 99.00
2007 09 02 07 00 164  2.0  2.4  1.10  9.09  6.70 999 1015.2  13.8  14.4 999.0 99.0 99.00
2007 09 02 08 00 144  3.1  3.7  1.03  8.33  6.68 999 1014.9  13.5  14.4 999.0 99.0 99.00
2007 09 02 09 00 134  5.2  5.9  0.93  9.09  6.92 999 1014.8  13.2  14.5 999.0 99.0 99.00
2007 09 02 10 00 152  4.7  5.8  1.07 16.00  7.04 999 1014.5  13.7  14.4 999.0 99.0 99.00
2007 09 02 11 00 155  3.1  3.7  0.98  9.09  7.07 999 1014.4  13.7  14.3 999.0 99.0 99.00
2007 09 02 12 00 167  3.4  4.3  0.98 16.00  7.42 999 1014.4  13.8  14.2 999.0 99.0 99.00
2007 09 02 13 00 134  4.7  5.5  0.97  9.09  7.34 999 1014.2  13.6  14.1 999.0 99.0 99.00
2007 09 02 14 00 144  5.1  6.2  0.84 16.00  6.87 999 1014.7  13.2  13.9 999.0 99.0 99.00
2007 09 02 15 00 156  4.4  5.0  0.71  7.69  5.53 999 1015.2  13.4  13.8 999.0 99.0 99.00
2007 09 02 16 00 154  5.4  6.2  0.73  8.33  5.90 999 1015.2  13.7  13.8 999.0 99.0 99.00
2007 09 02 17 00 166  5.7  6.4  0.67  8.33  4.88 999 1015.7  14.0  13.8 999.0 99.0 99.00
2007 09 02 18 00 172  6.5  7.8  0.73  8.33  4.12 999 1016.1  13.9  13.8 999.0 99.0 99.00
2007 09 02 19 00 155  6.2  7.0  0.81  8.33  3.76 999 1016.0  14.0  13.6 999.0 99.0 99.00
2007 09 02 20 00 142  6.8  7.7  0.91  7.69  4.18 999 1015.5  14.1  13.4 999.0 99.0 99.00
2007 09 02 21 00 185  4.7  5.6  1.18  6.67  4.79 999 1016.0  14.3  13.8 999.0 99.0 99.00
