YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
2000 03 02 02 178 12.8 15.8  4.31  8.33  7.34 999 1014.8  10.2  10.2 999.0 99.0
2000 03 02 03 177 13.4 16.4  4.14  8.33  7.10 999 1014.4  10.3  10.2 999.0 99.0
2000 03 02 04 182 13.6 16.6  4.11 10.00  7.34 999 1014.2  10.5  10.2 999.0 99.0
2000 03 02 05 184 13.2 16.2  4.12 14.29  7.40 999 1014.0  10.5  10.2 999.0 99.0
2000 03 02 06 180 13.9 17.8  5.29 11.11  8.27 999 1014.0  10.3  10.3 999.0 99.0
2000 03 02 07 177 12.4 15.1  5.31 10.00  8.18 999 1014.1  10.2  10.3 999.0 99.0
2000 03 02 08 182 13.1 15.7  5.40 12.50  8.24 999 1014.1  10.2  10.3 999.0 99.0
2000 03 02 09 183 12.8 16.3  5.46 12.50  8.02 999 1014.4  10.2  10.3 999.0 99.0
2000 03 02 10 185 14.3 18.1  5.58  9.09  8.06 999 1014.6   9.8  10.2 999.0 99.0
2000 03 02 11 193 13.9 17.3  5.56  9.09  8.23 999 1015.3   9.4  10.2 999.0 99.0
2000 03 02 12 196 11.7 14.4  5.48 10.00  8.19 999 1015.8   9.2  10.2 999.0 99.0
2000 03 02 13  51  2.8  4.3  4.69 11.11  8.02 999 1016.6   8.7  10.2 999.0 99.0
2000 03 02 14 163  9.2 11.6  4.28 10.00  7.76 999 1016.8   9.3  10.2 999.0 99.0
2000 03 02 15 298  5.0  6.6  4.11 14.29  8.32 999 1017.5   8.7  10.2 999.0 99.0
2000 03 02 16 327  5.0  7.4  3.84 14.29  8.47 999 1018.5   8.6  10.2 999.0 99.0
2000 03 02 17 337  5.6  7.5  3.65 12.50  8.26 999 1019.5   8.5  10.2 999.0 99.0
2000 03 02 18 302  4.9  6.6  3.51 12.50  8.33 999 1021.0   8.6  10.2 999.0 99.0
2000 03 02 19 300  5.7  7.7  3.65 12.50  8.32 999 1022.0   8.7  10.2 999.0 99.0
2000 03 02 20 276  4.9  6.6  3.52 14.29  8.51 999 1022.9   9.0  10.2 999.0 99.0
2000 03 02 21 281  3.4  4.7  3.90 14.29  9.43 999 1023.4   8.8  10.2 999.0 99.0
2000 03 02 22 280  3.5  5.2  4.45 14.29 10.45 999 1023.9   9.4  10.2 999.0 99.0
2000 03 02 23 308  3.4  5.3  4.46 20.00 10.79 999 1023.9   9.5  10.3 999.0 99.0
2000 03 03 00 292  4.2  6.6  5.46 14.29 12.02 999 1024.2   9.0  10.2 999.0 99.0
2000 03 03 01 305  4.4  5.7  5.40 20.00 12.30 999 1024.9   9.4  10.2 999.0 99.0
2000 03 03 02 306  1.8  3.6  5.77 20.00 12.62 999 1025.1   9.4  10.2 999.0 99.0
2000 03 03 03 316  1.8  3.3  5.41 16.67 12.35 999 1025.7   9.1  10.2 999.0 99.0
2000 03 03 04 303  1.3  3.5  5.65 20.00 12.89 999 1025.9   9.0  10.2 999.0 99.0
2000 03 03 05 312  0.8  2.7  5.67 16.67 12.36 999 1025.9   8.9  10.2 999.0 99.0
2000 03 03 06 292  0.2  1.3  4.96 16.67 11.77 999 1026.2   8.7  10.3 999.0 99.0
2000 03 03 07 230  1.1  2.9  6.49 20.00 13.81 999 1026.2   8.8  10.3 999.0 99.0
2000 03 03 08 248  2.3  4.1  5.73 16.67 12.79 999 1026.3   9.0  10.3 999.0 99.0
2000 03 03 09 209  1.8  2.9  5.78 20.00 12.96 999 1025.5   8.9  10.3 999.0 99.0
2000 03 03 10 213  2.5  4.4  6.14 16.67 13.55 999 1025.2   8.8  10.2 999.0 99.0
2000 03 03 11 206  2.7  4.2  5.64 16.67 12.75 999 1024.5   8.9  10.2 999.0 99.0
2000 03 03 12 192  3.7  4.8  6.16 16.67 13.23 999 1024.0   8.9  10.2 999.0 99.0
2000 03 03 13 184  3.6  4.8  5.63 16.67 12.96 999 1023.6   9.0  10.2 999.0 99.0
2000 03 03 14 190  3.9  5.2  5.70 16.67 12.73 999 1023.2   9.0  10.2 999.0 99.0
2000 03 03 15 186  4.5  5.9  5.26 16.67 12.52 999 1022.6   9.0  10.2 999.0 99.0
2000 03 03 16 159  6.4  8.7  5.86 16.67 12.36 999 1021.3   9.0  10.2 999.0 99.0
2000 03 03 17 178  6.1  7.2  4.72 16.67 11.28 999 1021.9   8.8  10.2 999.0 99.0
2000 03 03 18 172  6.7  8.5  5.55 16.67 11.72 999 1021.2   8.6  10.2 999.0 99.0
2000 03 03 19 169  7.1  9.1  4.93 16.67 11.11 999 1020.7   8.7  10.2 999.0 99.0
2000 03 03 20 166  7.2  8.7  4.97 16.67 11.05 999 1020.0   8.7  10.2 999.0 99.0
2000 03 03 21 177  7.1  8.2  4.04 16.67 10.07 999 1019.0   8.9  10.2 999.0 99.0
2000 03 03 22 202  6.9  8.3  4.51 16.67 10.75 999 1018.6   9.0  10.2 999.0 99.0
2000 03 03 23 199  6.9  8.5  4.18 16.67 10.22 999 1017.9   9.4  10.2 999.0 99.0
2000 03 04 00 199  6.4  7.6  3.60 16.67  9.61 999 1017.3   9.5  10.2 999.0 99.0
2000 03 04 01 193  6.2  7.3  3.70 14.29  9.67 999 1016.3   9.5  10.2 999.0 99.0
2000 03 04 02 183  6.7  8.0  3.80 16.67  9.94 999 1015.5   9.7  10.2 999.0 99.0
2000 03 04 03 184  7.0  8.6  3.76 16.67  9.74 999 1014.7   9.7  10.2 999.0 99.0
2000 03 04 04 190  7.0  8.6  4.13 14.29 10.11 999 1014.3   9.9  10.2 999.0 99.0
2000 03 04 05 193  7.1  8.5  3.87 14.29  9.92 999 1013.4   9.5  10.2 999.0 99.0
2000 03 04 06 180  6.9  8.6  4.09 14.29  9.51 999 1012.8   9.5  10.2 999.0 99.0
2000 03 04 07 187  6.3  7.4  3.74 12.50  9.29 999 1012.2   9.7  10.2 999.0 99.0
2000 03 04 08 212  5.6  7.0  3.60 16.67  9.13 999 1011.7   9.8  10.2 999.0 99.0
2000 03 04 09 342 10.2 12.9  3.71 14.29  9.28 999 1011.0   8.9  10.2 999.0 99.0
2000 03 04 10 347 12.3 15.5  3.28 14.29  8.08 999 1010.7   8.2  10.2 999.0 99.0
2000 03 04 11 346 13.2 15.9  3.71 14.29  7.69 999 1010.3   7.9  10.2 999.0 99.0
2000 03 04 12 345 14.3 16.9  3.68 16.67  6.98 999 1010.3   7.5  10.2 999.0 99.0
2000 03 04 13 348 14.1 17.2  4.14 14.29  7.47 999 1010.9   7.3  10.2 999.0 99.0
2000 03 04 14 345 13.3 16.0  4.07 14.29  7.77 999 1011.2   7.2  10.2 999.0 99.0
2000 03 04 15 345 12.4 14.8  4.18 14.29  7.50 999 1011.4   7.4  10.2 999.0 99.0
2000 03 04 16 352 10.2 12.0  4.10 14.29  7.50 999 1011.9   7.9  10.2 999.0 99.0
2000 03 04 17 334 12.0 14.3  3.97 14.29  7.62 999 1012.3   8.3  10.2 999.0 99.0
2000 03 04 18 334 12.0 14.6  4.00 12.50  7.45 999 1012.2   8.3  10.2 999.0 99.0
2000 03 04 19 333 11.2 13.3  3.91 14.29  7.58 999 1012.6   8.2  10.2 999.0 99.0
2000 03 04 20 335 11.0 13.5  4.14 14.29  7.75 999 1012.7   8.4  10.2 999.0 99.0
2000 03 04 21 325 11.7 13.7  4.43 14.29  8.08 999 1012.6   8.3  10.2 999.0 99.0
2000 03 04 22 331 10.8 13.8  4.24 12.50  7.97 999 1012.7   8.6  10.2 999.0 99.0
2000 03 04 23 336 10.7 14.0  3.94 14.29  7.65 999 1012.8   8.6  10.2 999.0 99.0
2000 03 05 00 335 10.7 13.0  4.52 12.50  8.06 999 1012.9   8.6  10.2 999.0 99.0
2000 03 05 01 340 10.7 12.4  4.39 14.29  8.49 999 1013.3   8.3  10.2 999.0 99.0
2000 03 05 02 338 10.9 13.3  4.31 14.29  7.92 999 1013.3   8.2  10.2 999.0 99.0
2000 03 05 03 346 10.4 12.2  4.35 14.29  8.43 999 1013.3   8.2  10.2 999.0 99.0
2000 03 05 04 338 10.1 12.8  4.88 16.67  8.94 999 1013.2   8.2  10.2 999.0 99.0
2000 03 05 05 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
2000 03 05 06 339 10.3 12.4  4.71 16.67  9.03 999 1013.2   7.9  10.2 999.0 99.0
2000 03 05 07 333 10.6 13.6  5.10 16.67  9.64 999 1013.0   7.9  10.2 999.0 99.0
2000 03 05 08 339 10.6 14.1  4.60 16.67  8.89 999 1012.6   7.8  10.2 999.0 99.0
2000 03 05 09 344 11.4 14.5  4.92 16.67  9.28 999 1012.1   7.8  10.2 999.0 99.0
2000 03 05 10 358 10.7 13.3  4.59 16.67  8.96 999 1011.9   7.9  10.2 999.0 99.0
2000 03 05 11 357  9.8 12.0  5.01 16.67  9.47 999 1011.4   8.2  10.2 999.0 99.0
2000 03 05 12 358 10.7 13.5  4.57 16.67  8.79 999 1011.1   8.2  10.2 999.0 99.0
2000 03 05 13 354 11.1 13.6  4.35 16.67  8.68 999 1010.8   7.9  10.1 999.0 99.0
2000 03 05 14 345 11.5 13.9  4.75 14.29  8.97 999 1010.3   8.2  10.0 999.0 99.0
2000 03 05 15 350 12.5 14.6  4.38 14.29  8.51 999 1010.2   7.9   9.9 999.0 99.0
2000 03 05 16 343 11.8 14.5  4.22 12.50  8.17 999 1010.4   7.8   9.9 999.0 99.0
2000 03 05 17 349 11.7 14.1  4.30 14.29  7.86 999 1010.4   7.8   9.9 999.0 99.0
2000 03 05 18 346 11.9 15.3  4.50 14.29  8.09 999 1010.2   7.5   9.8 999.0 99.0
2000 03 05 19 346 12.5 14.3  4.54 16.67  8.47 999 1009.8   7.8  10.0 999.0 99.0
2000 03 05 20 349 11.1 14.0  4.21 16.67  7.69 999 1009.5   7.8  10.2 999.0 99.0
2000 03 05 21 352 11.5 13.9  4.05 14.29  7.57 999 1009.1   8.2   9.8 999.0 99.0
2000 03 05 22 337 12.6 15.3  3.97 12.50  7.59 999 1008.7   8.0   9.8 999.0 99.0
2000 03 05 23 344 12.3 14.9  3.95 14.29  7.73 999 1008.4   8.2   9.8 999.0 99.0
2000 03 06 00 343 11.8 14.8  3.97 14.29  7.67 999 1008.6   8.2   9.8 999.0 99.0
2000 03 06 01 339 13.0 15.1  4.37 14.29  8.03 999 1008.2   7.9   9.8 999.0 99.0
2000 03 06 02 340 12.6 15.4  4.02 16.67  7.65 999 1008.8   8.2   9.8 999.0 99.0
2000 03 06 03 340 12.0 14.9  3.70 14.29  7.29 999 1009.6   8.2   9.8 999.0 99.0
2000 03 06 04 337 12.6 15.6  3.99 14.29  7.37 999 1009.5   8.1   9.8 999.0 99.0
2000 03 06 05 340 11.9 13.9  4.27 14.29  7.85 999 1009.8   7.9   9.8 999.0 99.0
2000 03 06 06 340 11.5 13.9  4.01 14.29  7.59 999 1009.6   7.9   9.9 999.0 99.0
2000 03 06 07 339 10.0 11.7  4.16 16.67  7.69 999 1010.0   7.9   9.9 999.0 99.0
2000 03 06 08 345  8.8 10.7  4.20 14.29  8.29 999 1010.0   7.9   9.8 999.0 99.0
2000 03 06 09 350  8.4 11.0  4.00 14.29  8.29 999 1010.2   7.5  10.0 999.0 99.0
2000 03 06 10 337  6.4  8.0  3.79 14.29  7.96 999 1010.8   7.1   9.9 999.0 99.0
2000 03 06 11 348  6.2  8.7  3.69 14.29  8.43 999 1010.7   7.6  10.0 999.0 99.0
2000 03 06 12 307  7.7  9.6  3.54 14.29  8.03 999 1011.0   7.6   9.9 999.0 99.0
2000 03 06 13 301  7.1  9.0  3.47 10.00  7.91 999 1011.0   7.2   9.8 999.0 99.0
2000 03 06 14 329  5.8  7.9  3.56 14.29  8.31 999 1010.7   7.4   9.8 999.0 99.0
2000 03 06 15 322  6.2  8.2  3.22 14.29  8.07 999 1011.0   7.4   9.9 999.0 99.0
2000 03 06 16 318  5.0  6.5  3.68 14.29  8.65 999 1011.3   7.4  10.0 999.0 99.0
2000 03 06 17 353  4.2  5.2  3.60 14.29  8.60 999 1011.8   6.8  10.0 999.0 99.0
2000 03 06 18 339  5.5  7.2  3.58 14.29  8.54 999 1011.9   7.0  10.1 999.0 99.0
2000 03 06 19  16  3.7  5.5  3.45 14.29  8.54 999 1011.9   7.0  10.2 999.0 99.0
2000 03 06 20 332  3.5  4.9  4.12 14.29  9.23 999 1011.9   7.4  10.2 999.0 99.0
2000 03 06 21 326  3.8  5.0  3.74 14.29  8.69 999 1011.7   7.5  10.2 999.0 99.0
2000 03 06 22 336  3.7  5.6  4.57 14.29  9.80 999 1011.3   7.4  10.2 999.0 99.0
2000 03 06 23 349  2.9  4.1  3.77 14.29  9.17 999 1011.2   7.6  10.2 999.0 99.0
2000 03 07 00 293  2.0  4.0  3.35 14.29  8.57 999 1011.2   7.8  10.2 999.0 99.0
2000 03 07 01 283  2.2  3.7  3.34 14.29  9.32 999 1011.0   7.9  10.2 999.0 99.0
2000 03 07 02 291  0.6  2.3  3.52 14.29  9.30 999 1011.3   7.5  10.2 999.0 99.0
2000 03 07 03  20  1.5  3.0  3.61 14.29  9.37 999 1011.4   7.2  10.2 999.0 99.0
2000 03 07 04  41  1.2  2.5  3.19 14.29  9.22 999 1011.3   7.1  10.2 999.0 99.0
2000 03 07 05  74  1.8  3.3  3.19 14.29  8.78 999 1010.8   7.1  10.2 999.0 99.0
2000 03 07 06  86  3.2  5.0  3.09 14.29  9.09 999 1010.4   7.4  10.2 999.0 99.0
2000 03 07 07 123  3.5  5.0  2.85 14.29  8.80 999 1009.9   7.4  10.2 999.0 99.0
2000 03 07 08 106  4.1  5.5  2.83 14.29  8.88 999 1009.1   7.4  10.2 999.0 99.0
2000 03 07 09 104  5.0  6.4  2.69 14.29  9.03 999 1008.6   7.4  10.2 999.0 99.0
2000 03 07 10 130  5.0  6.8  2.76 14.29  9.10 999 1008.6   7.3  10.2 999.0 99.0
2000 03 07 11 145  4.7  6.0  2.35 14.29  8.56 999 1008.3   7.6  10.2 999.0 99.0
2000 03 07 12 144  4.8  6.4  2.36 14.29  8.66 999 1008.0   7.5  10.2 999.0 99.0
2000 03 07 13 149  6.5  8.6  2.14 12.50  8.05 999 1007.8   7.9  10.0 999.0 99.0
2000 03 07 14 174  7.1  8.6  2.26 12.50  7.68 999 1007.5   7.9   9.8 999.0 99.0
2000 03 07 15 160  7.1  8.6  2.08 14.29  6.83 999 1007.7   8.2   9.8 999.0 99.0
2000 03 07 16 146  7.5  9.6  2.10 12.50  6.81 999 1007.9   8.3   9.8 999.0 99.0
2000 03 07 17 124  8.3 10.2  1.90 12.50  6.72 999 1007.9   8.3   9.8 999.0 99.0
2000 03 07 18 140  8.3 12.3  1.77 12.50  6.38 999 1007.7   9.1   9.8 999.0 99.0
2000 03 07 19 145  8.0 11.3  1.68 12.50  5.75 999 1007.5   9.0   9.8 999.0 99.0
2000 03 07 20 160 11.2 14.5  1.71 11.11  5.38 999 1007.6   9.3   9.8 999.0 99.0
2000 03 07 21 155  8.9 11.6  1.86 12.50  5.50 999 1007.7   9.0   9.8 999.0 99.0
2000 03 07 22 148  9.7 11.4  1.99  6.25  5.50 999 1007.6   8.6   9.8 999.0 99.0
2000 03 07 23 126  8.5 10.4  2.12  6.25  5.83 999 1007.9   8.3   9.8 999.0 99.0
2000 03 08 00 124  8.8 10.5  2.42  7.69  6.25 999 1008.1   8.2   9.8 999.0 99.0
2000 03 08 01 110  8.3 10.6  3.30  8.33  7.12 999 1007.9   8.2   9.8 999.0 99.0
2000 03 08 02 119  9.4 10.8  3.52  9.09  7.70 999 1008.1   8.3   9.8 999.0 99.0
2000 03 08 03 111  9.5 11.1  4.22 10.00  7.88 999 1008.3   8.7   9.8 999.0 99.0
2000 03 08 04 133  7.4  9.2  4.55 10.00  8.36 999 1008.7   8.7   9.8 999.0 99.0
2000 03 08 05 145  7.5  9.6  3.91 10.00  7.76 999 1009.0   8.7   9.8 999.0 99.0
2000 03 08 06 173  7.8  9.9  3.64 10.00  7.72 999 1009.4   8.6   9.8 999.0 99.0
2000 03 08 07 182  6.5  7.8  3.85 11.11  8.20 999 1009.7   8.1   9.8 999.0 99.0
2000 03 08 08 214  3.8  5.1  3.58 11.11  8.36 999 1010.3   7.8   9.7 999.0 99.0
2000 03 08 09 188  3.7  5.0  4.09 12.50  9.19 999 1011.0   7.6   9.7 999.0 99.0
2000 03 08 10 303  0.6  2.0  3.46 11.11  8.61 999 1011.3   7.1   9.7 999.0 99.0
2000 03 08 11 305  0.1  1.3  3.34 10.00  8.62 999 1011.7   7.4   9.7 999.0 99.0
2000 03 08 12 177  4.8  5.9  3.12 10.00  8.52 999 1011.9   8.3   9.7 999.0 99.0
2000 03 08 13 176  3.6  4.6  3.09 11.11  8.67 999 1012.3   8.3   9.7 999.0 99.0
2000 03 08 14 193  3.8  5.6  2.87 11.11  8.33 999 1012.4   8.6   9.7 999.0 99.0
2000 03 08 15 188  4.6  6.1  2.95 10.00  8.40 999 1012.6   8.4   9.7 999.0 99.0
2000 03 08 16 175  4.0  5.2  2.80 10.00  8.11 999 1012.8   8.5   9.7 999.0 99.0
2000 03 08 17 157  5.3  6.4  2.79 11.11  8.03 999 1012.8   8.3   9.7 999.0 99.0
2000 03 08 18 133  4.4  5.5  2.73 10.00  7.72 999 1012.7   8.2   9.8 999.0 99.0
2000 03 08 19 133  5.1  6.4  2.75  9.09  7.86 999 1013.0   8.3   9.8 999.0 99.0
2000 03 08 20 132  3.4  4.6  2.63 10.00  7.93 999 1012.8   8.6   9.8 999.0 99.0
2000 03 08 21 115  2.9  3.9  2.48  9.09  7.73 999 1012.4   8.7   9.8 999.0 99.0
2000 03 08 22 129  2.7  4.2  2.49 10.00  7.86 999 1011.9   9.0  10.1 999.0 99.0
2000 03 08 23 135  2.2  3.1  2.81  9.09  8.18 999 1011.9   9.4  10.2 999.0 99.0
2000 03 09 00 123  1.0  1.9  2.61  9.09  8.15 999 1011.7   9.8  10.2 999.0 99.0
2000 03 09 01 214  1.8  2.6  2.51  9.09  8.16 999 1011.5  10.3  10.1 999.0 99.0
2000 03 09 02  64  1.1  2.5  2.60 11.11  7.92 999 1011.5   9.7   9.8 999.0 99.0
2000 03 09 03  70  2.2  3.2  2.42 10.00  8.32 999 1011.7   9.4  10.2 999.0 99.0
2000 03 09 04  47  4.0  4.9  2.15 12.50  8.43 999 1011.6   9.4  10.2 999.0 99.0
2000 03 09 05  41  3.5  4.5  2.20 12.50  8.73 999 1011.6   9.4  10.2 999.0 99.0
2000 03 09 06  38  2.5  3.6  2.27 10.00  8.50 999 1011.8   9.4  10.1 999.0 99.0
2000 03 09 07  42  2.3  3.2  2.45 12.50  8.60 999 1011.6   9.4   9.9 999.0 99.0
2000 03 09 08  77  4.9  6.7  2.55 12.50  8.96 999 1011.4   9.3   9.8 999.0 99.0
2000 03 09 09 101  4.5  6.0  2.78 12.50  9.20 999 1011.1   8.9   9.8 999.0 99.0
2000 03 09 10 144  5.4  6.8  3.22 14.29  9.73 999 1011.7   9.0   9.8 999.0 99.0
2000 03 09 11 176  5.8  6.7  3.20 14.29  9.63 999 1011.8   8.6   9.8 999.0 99.0
2000 03 09 12 186  9.0 10.8  3.45 14.29  9.57 999 1012.4   7.8   9.8 999.0 99.0
2000 03 09 13 188  6.6  8.2  3.59 14.29  9.59 999 1013.1   8.2   9.8 999.0 99.0
2000 03 09 14 180  5.3  6.5  3.21 14.29  8.91 999 1013.8   8.2   9.8 999.0 99.0
2000 03 09 15 162  6.2  7.6  3.22 14.29  8.70 999 1014.5   8.2   9.8 999.0 99.0
2000 03 09 16 162  4.4  5.4  3.47 14.29  8.99 999 1015.4   8.6   9.8 999.0 99.0
2000 03 09 17 144  6.0  8.4  3.01 14.29  8.87 999 1016.0   8.6   9.8 999.0 99.0
2000 03 09 18 149  5.4  6.7  2.94 12.50  8.69 999 1016.6   8.8   9.8 999.0 99.0
2000 03 09 19 157  5.9  7.4  2.66 14.29  8.28 999 1017.3   9.0   9.8 999.0 99.0
2000 03 09 20 180  6.9  8.3  2.53 14.29  8.36 999 1018.0   9.4   9.8 999.0 99.0
2000 03 09 21 174  6.6  7.8  2.63 12.50  8.52 999 1018.6   9.4   9.8 999.0 99.0
2000 03 09 22 184  6.6  8.5  2.49 14.29  8.44 999 1019.2   9.7   9.8 999.0 99.0
2000 03 09 23 185  5.9  7.0  2.30 14.29  8.15 999 1019.8   9.7   9.9 999.0 99.0
2000 03 10 00 169  4.3  5.6  2.37 14.29  8.80 999 1020.0   9.8  10.1 999.0 99.0
2000 03 10 01 183  6.1  7.4  2.29 12.50  8.60 999 1020.8  10.0  10.1 999.0 99.0
2000 03 10 02 182  5.4  6.5  2.41 12.50  8.64 999 1021.2   9.8  10.0 999.0 99.0
2000 03 10 03 192  4.7  5.7  2.64 12.50  9.03 999 1021.9   9.7   9.8 999.0 99.0
2000 03 10 04 177  5.1  6.0  2.53 12.50  8.84 999 1022.1   9.8   9.8 999.0 99.0
2000 03 10 05 177  6.6  7.8  2.70 12.50  8.82 999 1022.6   9.8   9.8 999.0 99.0
2000 03 10 06 176  7.1  8.4  2.59 11.11  8.27 999 1022.8   9.8   9.8 999.0 99.0
2000 03 10 07 173  7.1  8.4  2.54 11.11  7.93 999 1022.7   9.8   9.8 999.0 99.0
2000 03 10 08 163  9.3 11.2  2.71 12.50  8.32 999 1022.3   9.7   9.8 999.0 99.0
2000 03 10 09 172  9.3 10.9  2.70 12.50  7.32 999 1022.0   9.4   9.8 999.0 99.0
2000 03 10 10 163  8.9 10.5  2.63 11.11  6.90 999 1021.9   9.7   9.8 999.0 99.0
2000 03 10 11 160  8.3  9.9  2.50 12.50  7.02 999 1021.1   9.8   9.8 999.0 99.0
2000 03 10 12 154  8.2 10.2  2.47 12.50  7.39 999 1020.9  10.1   9.8 999.0 99.0
2000 03 10 13 160  8.3  9.8  2.30 20.00  7.11 999 1020.8  10.2   9.8 999.0 99.0
2000 03 10 14 143  7.8 10.1  2.17 20.00  6.73 999 1020.2  10.2   9.8 999.0 99.0
2000 03 10 15 127  7.7  9.3  2.14 16.67  6.60 999 1019.6   9.5   9.8 999.0 99.0
2000 03 10 16 128  8.6 10.2  2.48 20.00  7.37 999 1019.2   9.5   9.8 999.0 99.0
2000 03 10 17 124  8.7 11.1  2.35 16.67  6.89 999 1018.5   9.9   9.8 999.0 99.0
2000 03 10 18 118  9.4 11.6  2.44 16.67  6.84 999 1017.3   9.7   9.8 999.0 99.0
2000 03 10 19 158 10.7 15.4  2.37 16.67  6.23 999 1016.7  10.5   9.8 999.0 99.0
2000 03 10 20 160  9.5 11.4  2.56 16.67  6.19 999 1015.8  10.2   9.8 999.0 99.0
2000 03 10 21 166 10.5 12.9  2.59  7.69  6.07 999 1014.9   9.8   9.8 999.0 99.0
2000 03 10 22 163 11.5 14.4  2.81  8.33  6.18 999 1014.6   9.4   9.8 999.0 99.0
2000 03 10 23 169 12.5 14.7  3.33  8.33  6.64 999 1014.2   9.4   9.8 999.0 99.0
2000 03 11 00 209 12.7 15.5  4.29 10.00  7.28 999 1014.8  10.5   9.8 999.0 99.0
2000 03 11 01 230 10.3 12.2  4.56 10.00  7.38 999 1016.3   9.7   9.8 999.0 99.0
2000 03 11 02 229 11.3 14.3  4.09 10.00  7.61 999 1017.4   9.8   9.8 999.0 99.0
2000 03 11 03 247 11.8 15.1  3.73 11.11  7.12 999 1018.7   9.4   9.8 999.0 99.0
2000 03 11 04 249 10.7 13.2  3.54 11.11  7.06 999 1020.4   8.7   9.8 999.0 99.0
2000 03 11 05 251 10.3 12.1  3.75 10.00  7.69 999 1022.1   9.0   9.8 999.0 99.0
2000 03 11 06 239 10.6 14.1  3.55 10.00  7.44 999 1023.5   9.0   9.8 999.0 99.0
2000 03 11 07 231  7.7  9.3  3.63 10.00  7.85 999 1024.9   8.7   9.8 999.0 99.0
2000 03 11 08 225  8.7 11.2  3.52 11.11  7.98 999 1025.1   9.5   9.8 999.0 99.0
2000 03 11 09 241  8.2 10.2  3.82 11.11  8.09 999 1026.0   9.0   9.8 999.0 99.0
2000 03 11 10 242  7.5  9.3  4.16 11.11  8.28 999 1026.8   9.2   9.8 999.0 99.0
2000 03 11 11 208  8.7 10.8  4.40 11.11  8.91 999 1027.3   8.7   9.8 999.0 99.0
2000 03 11 12 220  7.1 10.1  4.24 16.67  8.91 999 1027.6   8.9   9.8 999.0 99.0
2000 03 11 13 224  3.8  6.1  4.44 12.50  9.30 999 1028.4   8.7   9.8 999.0 99.0
2000 03 11 14 237  6.0  7.8  4.84 14.29  9.53 999 1028.9   9.3   9.8 999.0 99.0
2000 03 11 15 239  7.3  9.7  5.27 14.29  9.71 999 1029.6   9.4   9.8 999.0 99.0
2000 03 11 16 237  5.0  8.3  5.64 12.50  9.78 999 1029.9   9.4   9.8 999.0 99.0
2000 03 11 17 209  4.2  5.8  5.50 14.29  9.88 999 1030.3   9.3   9.8 999.0 99.0
2000 03 11 18 197  6.1  7.3  5.07 12.50  9.45 999 1030.4   9.1   9.8 999.0 99.0
2000 03 11 19 195  4.5  5.8  5.51 14.29 10.05 999 1030.9   9.0   9.8 999.0 99.0
2000 03 11 20 198  4.6  5.9  5.14 14.29  9.69 999 1031.3   9.4   9.8 999.0 99.0
2000 03 11 21 177  5.8  7.3  4.93 14.29  9.65 999 1030.9   8.7   9.8 999.0 99.0
2000 03 11 22 228  3.6  5.1  5.32 12.50  9.86 999 1030.4   9.1   9.8 999.0 99.0
2000 03 11 23 200  3.4  5.0  4.40 12.50  9.38 999 1030.3   9.4  10.1 999.0 99.0
2000 03 12 00 183  2.8  3.9  4.23 12.50  9.22 999 1030.2   9.4  10.2 999.0 99.0
2000 03 12 01 204  3.1  4.7  4.66 14.29  9.62 999 1030.2   9.6  10.2 999.0 99.0
2000 03 12 02 197  2.9  4.2  5.12 14.29 10.72 999 1030.1   9.4  10.2 999.0 99.0
2000 03 12 03 208  1.6  3.2  4.14 14.29  9.61 999 1030.0   9.0  10.1 999.0 99.0
2000 03 12 04 255  1.6  3.2  4.55 14.29 10.07 999 1030.4   9.0   9.9 999.0 99.0
2000 03 12 05 165  0.3  1.3  4.16 14.29  9.71 999 1030.1   9.0   9.8 999.0 99.0
2000 03 12 06 109  1.0  2.9  4.58 12.50  9.71 999 1029.7   9.0   9.8 999.0 99.0
2000 03 12 07  86  1.6  4.7  4.58 11.11  9.79 999 1029.0   8.7   9.8 999.0 99.0
2000 03 12 08 106  1.5  3.6  4.22 12.50  9.30 999 1028.6   8.7   9.8 999.0 99.0
2000 03 12 09 114  4.1  6.6  4.65 12.50  9.67 999 1027.6   8.7   9.8 999.0 99.0
2000 03 12 10 115  3.3  5.3  3.95 11.11  8.87 999 1027.5   8.4   9.8 999.0 99.0
2000 03 12 11 116  2.4  4.0  3.50 11.11  8.57 999 1027.1   8.2   9.8 999.0 99.0
2000 03 12 12 122  0.9  2.2  3.46 11.11  8.66 999 1026.8   8.2   9.8 999.0 99.0
2000 03 12 13 118  1.5  2.9  3.26 11.11  8.36 999 1026.7   7.9   9.8 999.0 99.0
2000 03 12 14 103  0.4  1.7  3.37 11.11  8.46 999 1026.7   7.9   9.8 999.0 99.0
2000 03 12 15 136  3.3  4.7  3.23 11.11  8.57 999 1026.0   8.1   9.8 999.0 99.0
2000 03 12 16 131  5.1  6.5  2.79 11.11  8.33 999 1025.4   8.2   9.8 999.0 99.0
2000 03 12 17 159  3.7  4.7  2.73 11.11  8.38 999 1025.5   8.2   9.8 999.0 99.0
2000 03 12 18 186  3.5  4.6  2.46 11.11  8.18 999 1025.6   8.9   9.8 999.0 99.0
2000 03 12 19 186  5.2  6.3  2.41 11.11  8.38 999 1025.0   9.4   9.9 999.0 99.0
