YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2003 01 08 04  60  5.5  7.2  3.10 16.67 10.12 999 1018.8  11.6  11.3 999.0 99.0 99.00
2003 01 08 05  64  5.9  8.0  3.49 14.29 10.47 999 1018.8  11.4  11.3 999.0 99.0 99.00
2003 01 08 06  72  6.2  8.5  2.83 14.29  9.15 999 1018.7  11.4  11.3 999.0 99.0 99.00
2003 01 08 07  63  5.6  8.4  3.10 14.29  9.61 999 1018.4  11.3  11.3 999.0 99.0 99.00
2003 01 08 08  51  4.7  6.9  2.97 12.50  9.56 999 1018.0  11.4  11.3 999.0 99.0 99.00
2003 01 08 09  61  4.8  6.7  2.92 14.29  9.81 999 1017.6  11.4  11.3 999.0 99.0 99.00
2003 01 08 10  66  5.3  7.0  3.32 14.29  9.86 999 1017.2  11.2  11.2 999.0 99.0 99.00
2003 01 08 11  75  5.9  8.2  2.68 14.29  9.48 999 1017.0  11.1  11.1 999.0 99.0 99.00
2003 01 08 12  53  4.8  6.2  2.60 14.29  9.09 999 1016.8  11.0  11.1 999.0 99.0 99.00
2003 01 08 13  53  4.1  5.8  2.53 12.50  9.56 999 1016.2  11.0  11.1 999.0 99.0 99.00
2003 01 08 14  66  3.4  4.7  2.54 12.50  9.67 999 1016.2  10.8  11.1 999.0 99.0 99.00
2003 01 08 15  72  6.6  8.2  2.93 12.50  9.76 999 1015.8  10.3  11.1 999.0 99.0 99.00
2003 01 08 16  75  5.2  7.5  2.65 12.50  9.31 999 1016.0  10.2  11.0 999.0 99.0 99.00
2003 01 08 17  91  5.8  6.9  2.47 12.50  9.18 999 1016.0  10.1  11.1 999.0 99.0 99.00
2003 01 08 18 106  5.6  7.0  2.38 12.50  8.77 999 1016.2  10.7  11.1 999.0 99.0 99.00
2003 01 08 19  92  4.5  6.1  2.66 12.50  9.55 999 1016.0  10.5  11.1 999.0 99.0 99.00
2003 01 08 20  55  1.7  2.6  2.53 12.50  9.53 999 1016.0  10.9  11.2 999.0 99.0 99.00
2003 01 08 21  85  1.5  2.3  2.72 12.50  9.48 999 1015.1  11.4  11.2 999.0 99.0 99.00
2003 01 08 22  76  3.0  4.2  2.55 12.50  9.54 999 1014.5  11.2  11.3 999.0 99.0 99.00
2003 01 08 23  86  3.3  4.6  2.86 12.50 10.26 999 1014.2  11.8  11.3 999.0 99.0 99.00
2003 01 09 00  51  2.5  3.8  2.47 12.50  9.65 999 1014.3  11.6  11.3 999.0 99.0 99.00
2003 01 09 01  55  4.1  5.0  2.21 11.11  9.36 999 1013.7  11.6  11.3 999.0 99.0 99.00
2003 01 09 02  79  7.6  9.5  2.28 12.50  9.50 999 1013.8  11.6  11.2 999.0 99.0 99.00
2003 01 09 03  70  6.8  8.5  2.10 12.50  8.11 999 1014.0  11.0  11.2 999.0 99.0 99.00
2003 01 09 04  86  5.3  6.9  2.11 12.50  8.10 999 1014.2  10.8  11.2 999.0 99.0 99.00
2003 01 09 05  95  4.0  5.0  1.99 12.50  8.12 999 1014.5  10.8  11.1 999.0 99.0 99.00
2003 01 09 06  99  3.1  4.0  1.87 11.11  7.76 999 1014.8  10.9  11.0 999.0 99.0 99.00
2003 01 09 07  99  3.4  4.4  1.84 12.50  8.20 999 1014.8  10.7  11.0 999.0 99.0 99.00
2003 01 09 08  86  5.3  6.5  2.08 12.50  8.97 999 1014.5  10.4  11.0 999.0 99.0 99.00
2003 01 09 09  82  5.9  7.0  1.87 12.50  7.93 999 1014.2   9.8  11.0 999.0 99.0 99.00
2003 01 09 10  83  6.3  7.7  1.80 11.11  7.34 999 1014.2   9.5  11.0 999.0 99.0 99.00
2003 01 09 11  79  6.2  7.6  1.89 14.29  7.75 999 1014.5   9.3  11.0 999.0 99.0 99.00
2003 01 09 12  82  6.7  8.3  1.95 11.11  7.85 999 1014.4   9.1  11.0 999.0 99.0 99.00
2003 01 09 13  94  5.0  6.3  2.02 11.11  8.35 999 1014.5   9.1  11.0 999.0 99.0 99.00
2003 01 09 14  98  5.3  6.1  1.89 12.50  8.12 999 1014.2   9.3  11.0 999.0 99.0 99.00
2003 01 09 15  97  6.1  7.0  1.86 11.11  7.69 999 1014.0   9.3  11.0 999.0 99.0 99.00
2003 01 09 16  90  4.9  6.0  1.85 10.00  7.47 999 1013.9   9.3  11.0 999.0 99.0 99.00
2003 01 09 17 102  3.9  5.0  1.84 14.29  7.51 999 1014.0   9.4  11.0 999.0 99.0 99.00
2003 01 09 18 107  4.6  5.7  1.69 14.29  7.69 999 1014.6   9.4  11.0 999.0 99.0 99.00
2003 01 09 19 109  6.1  7.4  1.73 14.29  7.82 999 1015.0   9.6  11.0 999.0 99.0 99.00
2003 01 09 20  99  6.0  7.1  1.58 12.50  6.94 999 1014.7   9.7  11.0 999.0 99.0 99.00
2003 01 09 21  92  5.8  7.2  1.59 12.50  7.44 999 1013.8   9.8  11.0 999.0 99.0 99.00
2003 01 09 22  94  6.4  7.7  1.51 12.50  6.95 999 1013.1  10.1  11.0 999.0 99.0 99.00
2003 01 09 23  99  6.8  7.9  1.61 12.50  6.77 999 1012.8  10.6  11.0 999.0 99.0 99.00
2003 01 10 00 100  7.6  9.2  1.60 12.50  6.54 999 1013.1  10.6  11.0 999.0 99.0 99.00
2003 01 10 01  98  8.8 10.6  1.74 14.29  6.67 999 1012.9  10.5  11.1 999.0 99.0 99.00
2003 01 10 02 105  8.0  9.3  1.57 14.29  6.11 999 1012.6  10.3  11.1 999.0 99.0 99.00
2003 01 10 03 103  7.9  9.1  1.53 12.50  5.79 999 1012.5  10.1  11.1 999.0 99.0 99.00
2003 01 10 04 104  6.7  7.9  1.55 12.50  6.18 999 1012.6  10.2  11.0 999.0 99.0 99.00
2003 01 10 05  98  7.1  8.6  1.47 12.50  5.79 999 1012.5  10.4  11.0 999.0 99.0 99.00
2003 01 10 06  99  7.1  8.3  1.62 12.50  6.14 999 1012.7  10.4  11.0 999.0 99.0 99.00
2003 01 10 07 102  6.7  7.9  1.60 12.50  6.48 999 1012.7  10.2  11.0 999.0 99.0 99.00
2003 01 10 08  91  6.7  8.0  1.63 12.50  6.21 999 1012.6  10.0  11.0 999.0 99.0 99.00
2003 01 10 09  95  6.9  8.0  1.49 12.50  5.78 999 1012.4   9.9  11.0 999.0 99.0 99.00
2003 01 10 10  91  7.6  9.0  1.53 12.50  5.99 999 1012.1   9.6  11.0 999.0 99.0 99.00
2003 01 10 11  88  8.3  9.7  1.47 12.50  5.50 999 1012.0   9.4  11.0 999.0 99.0 99.00
2003 01 10 12  91  8.3  9.5  1.45 12.50  5.67 999 1011.7   9.3  10.9 999.0 99.0 99.00
2003 01 10 13  87  8.4  9.9  1.78 14.29  6.42 999 1011.3   9.2  10.9 999.0 99.0 99.00
2003 01 10 14  88  8.9 10.3  1.50 14.29  5.96 999 1011.4   9.1  10.9 999.0 99.0 99.00
2003 01 10 15  81  9.2 10.6  1.65 14.29  6.33 999 1011.4   8.8  10.9 999.0 99.0 99.00
2003 01 10 16  86  8.9 10.3  1.74 14.29  6.23 999 1011.2   8.9  10.9 999.0 99.0 99.00
2003 01 10 17  90  9.7 11.5  1.81 14.29  5.99 999 1011.5   8.7  10.9 999.0 99.0 99.00
2003 01 10 18  85  9.0 10.9  1.83 14.29  6.17 999 1011.9   8.8  10.9 999.0 99.0 99.00
2003 01 10 19  88  9.0 10.5  1.80 12.50  6.00 999 1012.1   9.0  10.9 999.0 99.0 99.00
2003 01 10 20  96  6.9  8.6  1.72 14.29  5.99 999 1011.9   9.6  10.9 999.0 99.0 99.00
2003 01 10 21  92  5.1  6.3  1.83 14.29  6.77 999 1011.5  10.2  10.9 999.0 99.0 99.00
2003 01 10 22  94  5.2  6.1  1.80 14.29  7.11 999 1011.1  10.6  11.0 999.0 99.0 99.00
