#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 04 10 50  31  6.6  7.7  2.52 12.90  7.99 280 1026.6   7.2   9.0 999.0 99.0 99.00
2014 01 04 11 50  46  6.7  8.4  2.26 12.12  7.51 294 1026.6   7.1   9.0 999.0 99.0 99.00
2014 01 04 12 50  70  6.5  7.8  2.24 12.12  7.57 308 1026.6   6.3   9.0 999.0 99.0 99.00
2014 01 04 13 50  63  5.1  6.5  2.15 12.12  7.31 303 1026.7   6.2   8.9 999.0 99.0 99.00
2014 01 04 14 50  61  4.6  6.2  1.96 10.81  7.13 298 1027.1   6.1   8.8 999.0 99.0 99.00
2014 01 04 15 50  44  8.5 10.0  2.07 11.43  7.38 290 1027.2   6.8   8.8 999.0 99.0 99.00
2014 01 04 16 50  60  7.2  9.0  2.18 11.43  7.06 296 1028.0   6.7   8.8 999.0 99.0 99.00
2014 01 04 17 50  67  6.9  8.3  2.16 12.12  7.28 275 1027.9   6.2   8.8 999.0 99.0 99.00
2014 01 04 18 50  55  6.2  7.6  2.33 12.12  7.45 300 1027.6   6.3   8.7 999.0 99.0 99.00
2014 01 04 19 50  41  4.3  5.7  1.94 11.43  7.06 309 1027.1   6.5   8.7 999.0 99.0 99.00
2014 01 04 20 50  38  6.0  7.0  1.89 12.12  7.07 297 1025.9   6.9   8.7 999.0 99.0 99.00
2014 01 04 21 50  38  6.4  7.4  1.91 10.81  6.72 304 1025.5   7.5   8.6 999.0 99.0 99.00
2014 01 04 22 50  46  6.6  7.4  1.65 11.43  6.23 309 1025.2   8.4   8.7 999.0 99.0 99.00
2014 01 04 23 50  51  5.3  5.9  1.65 12.12  6.44 266 1025.0   8.4   8.7 999.0 99.0 99.00
2014 01 05 00 50  44  4.3  5.1  1.57 11.43  6.55 319 1025.1   8.5   8.8 999.0 99.0 99.00
2014 01 05 01 50  65  4.7  5.7  1.51 11.43  6.51 304 1025.2   8.9   8.8 999.0 99.0 99.00
2014 01 05 02 50  68  3.5  5.3  1.37 11.43  6.34 293 1025.4   8.6   8.8 999.0 99.0 99.00
2014 01 05 03 50  68  5.5  6.3  1.32 10.00  6.43 316 1025.8   8.5   8.9 999.0 99.0 99.00
2014 01 05 04 50  84  5.3  6.4  1.21 10.81  5.69 299 1025.9   8.5   8.9 999.0 99.0 99.00
2014 01 05 05 50  77  3.7  4.7  1.28 11.43  5.76 337 1026.2   8.4   8.9 999.0 99.0 99.00
2014 01 05 06 50  92  4.0  4.9  1.22 10.81  5.62 315 1026.4   8.6   8.9 999.0 99.0 99.00
2014 01 05 07 50  76  5.9  7.2  1.14 10.81  5.53 327 1026.0   8.8   8.8 999.0 99.0 99.00
2014 01 05 08 50  78  6.0  7.0  1.08 12.12  5.22 307 1026.0   8.8   8.8 999.0 99.0 99.00
2014 01 05 09 50  73  4.6  6.0  1.07 12.12  5.18 341 1026.0   8.6   8.8 999.0 99.0 99.00
2014 01 05 10 50  72  4.7  6.1  1.14 10.81  5.27 307 1026.4   8.5   8.6 999.0 99.0 99.00
2014 01 05 11 50  74  6.5  7.9  1.17 10.81  5.18 295 1026.1   8.7   8.5 999.0 99.0 99.00
2014 01 05 12 50  87  6.5  7.8  1.17 10.00  5.17 325 1026.1   8.7   8.5 999.0 99.0 99.00
2014 01 05 13 50  93  8.0  9.6  1.11 10.00  5.01 320 1025.9   8.6   8.4 999.0 99.0 99.00
2014 01 05 14 50  94  7.7  9.2  1.07 10.00  4.66 316 1025.8   8.5   8.4 999.0 99.0 99.00
2014 01 05 15 50  90  9.2 10.6  1.16 10.81  4.67 300 1025.8   8.5   8.5 999.0 99.0 99.00
2014 01 05 16 50  95  9.4 11.7  1.19 17.39  4.51 273 1025.9   8.9   8.5 999.0 99.0 99.00
2014 01 05 17 50  98  7.7  9.4  1.13 16.00  4.47 238 1026.3   8.8   8.5 999.0 99.0 99.00
2014 01 05 18 50  87  5.2  6.4  1.04 16.00  4.58 268 1026.2   8.9   8.6 999.0 99.0 99.00
2014 01 05 19 50  63  5.9  6.8  0.96 16.00  5.13 335 1025.4   9.1   8.6 999.0 99.0 99.00
2014 01 05 20 50  81  5.2  5.8  0.88 16.00  4.95 336 1024.4  10.1   8.6 999.0 99.0 99.00
2014 01 05 21 50  64  2.8  3.4  0.96 16.00  5.60 276 1023.6   9.6   8.6 999.0 99.0 99.00
2014 01 05 22 50  55  4.5  5.2  0.93 16.00  5.82 274 1023.2   9.7   8.6 999.0 99.0 99.00
2014 01 05 23 50  76  2.9  3.4  0.93 16.00  6.61 281 1022.8   9.8   8.6 999.0 99.0 99.00
2014 01 06 00 50  76  5.1  6.1  0.81 16.00  6.10 290 1022.4  11.1   8.6 999.0 99.0 99.00
2014 01 06 01 50  91  6.5  7.5  0.78 14.81  5.73 317 1022.0  10.2   8.6 999.0 99.0 99.00
2014 01 06 02 50  95  8.2  9.9  0.82 16.00  4.97 347 1021.6  10.1   8.6 999.0 99.0 99.00
2014 01 06 03 50  87  7.3  8.6  0.92 14.81  4.76 222 1021.6   9.9   8.5 999.0 99.0 99.00
2014 01 06 04 50  99  7.8  9.2  0.90 14.81  5.13 164 1021.4  10.0   8.5 999.0 99.0 99.00
2014 01 06 05 50 105  6.1  7.2  0.94 14.81  4.97 287 1021.3   9.5   8.5 999.0 99.0 99.00
2014 01 06 06 50 145  3.5  4.3  0.90 14.81  5.34 261 1021.7   9.2   8.4 999.0 99.0 99.00
2014 01 06 07 50 145  3.5  4.1  0.89 14.81  5.62 297 1021.5   8.9   8.4 999.0 99.0 99.00
2014 01 06 08 50 132  4.7  5.5  1.06 14.81  6.65  61 1021.1   9.1   8.5 999.0 99.0 99.00
2014 01 06 09 50 124  5.3  6.1  0.88 13.79  5.51 297 1021.2   9.2   8.5 999.0 99.0 99.00
2014 01 06 10 50 130  5.0  5.9  0.94 11.43  5.78 237 1021.4   9.2   8.5 999.0 99.0 99.00
2014 01 06 11 50 125  4.9  5.6  0.91 13.79  5.98 304 1021.2   9.0   8.5 999.0 99.0 99.00
2014 01 06 12 50 128  4.2  4.9  0.92 12.12  5.72 248 1021.3   8.7   8.5 999.0 99.0 99.00
2014 01 06 13 50 168  6.7  7.8  1.04 11.43  6.96 252 1021.6   9.8   8.5 999.0 99.0 99.00
2014 01 06 14 50 183  8.5 10.2  1.19 13.79  6.11 286 1022.2   8.7   8.5 999.0 99.0 99.00
2014 01 06 15 50 169  7.8  9.5  1.20 10.81  5.13 236 1022.4   8.5   8.4 999.0 99.0 99.00
2014 01 06 16 50 149  9.0 11.2  1.33 10.81  5.75 253 1022.2   8.3   8.5 999.0 99.0 99.00
2014 01 06 17 50 165  8.7 10.4  1.32 10.81  5.40 257 1022.7   8.5   8.5 999.0 99.0 99.00
2014 01 06 18 50 188  8.6 10.5  1.43 10.81  4.98 226 1023.2   8.5   8.5 999.0 99.0 99.00
2014 01 06 19 50 176  8.7 10.5  1.38 11.43  5.07 226 1022.3   8.5   8.5 999.0 99.0 99.00
2014 01 06 20 50 174  8.4 10.0  1.54 10.81  5.37 239 1021.4   8.4   8.5 999.0 99.0 99.00
2014 01 06 21 50 183  7.4  8.6  1.55 13.79  5.30 278 1021.1   8.4   8.5 999.0 99.0 99.00
2014 01 06 22 50 180  5.9  7.2  1.52 10.81  5.70 242 1021.3   8.5   8.5 999.0 99.0 99.00
2014 01 06 23 50 191  5.1  6.3  1.33 12.90  5.53 276 1021.2   8.6   8.5 999.0 99.0 99.00
2014 01 07 00 50 182  7.3  8.5  1.33 10.81  6.03 250 1021.3   8.7   8.6 999.0 99.0 99.00
2014 01 07 01 50 175  5.1  6.1  1.35 11.43  6.39 250 1021.6   8.8   8.6 999.0 99.0 99.00
2014 01 07 02 50 178  6.6  7.8  1.33 11.43  5.98 252 1021.7   9.0   8.6 999.0 99.0 99.00
2014 01 07 03 50 174  7.0  8.1  1.39 10.81  6.11 245 1021.7   8.9   8.6 999.0 99.0 99.00
2014 01 07 04 50 160  7.9  9.2  1.35 11.43  5.93 238 1021.4   8.5   8.6 999.0 99.0 99.00
2014 01 07 05 50 155  8.1  9.8  1.40 12.90  5.66 291 1021.2   8.4   8.6 999.0 99.0 99.00
2014 01 07 06 50 165  7.8  9.3  1.52 11.43  5.84 240 1021.2   8.4   8.5 999.0 99.0 99.00
2014 01 07 07 50 136  6.0  7.1  1.52 11.43  5.88 267 1020.4   7.9   8.5 999.0 99.0 99.00
2014 01 07 08 50 115  6.9  8.1  1.41 10.81  5.96 267 1019.3   8.1   8.5 999.0 99.0 99.00
2014 01 07 09 50 121  5.8  7.6  1.44 10.81  6.54 258 1019.1   7.9   8.5 999.0 99.0 99.00
2014 01 07 10 50 132  6.0  7.0  1.34 11.43  6.15 267 1018.9   8.7   8.5 999.0 99.0 99.00
2014 01 07 11 50 129  5.4  6.4  1.21 10.81  5.93 262 1018.2   8.8   8.4 999.0 99.0 99.00
2014 01 07 12 50 151  4.1  5.3  1.16 10.00  6.33 255 1018.1   9.2   8.5 999.0 99.0 99.00
2014 01 07 13 50 170  6.3  7.2  1.29 10.81  6.68 252 1017.5   9.7   8.4 999.0 99.0 99.00
2014 01 07 14 50 177  7.0  8.0  1.30 11.43  5.83 282 1017.2   9.8   8.5 999.0 99.0 99.00
2014 01 07 15 50 173  8.3  9.6  1.29 10.00  5.34 251 1016.7   9.6   8.4 999.0 99.0 99.00
2014 01 07 16 50 171  7.8  9.4  1.38 11.43  5.60 257 1017.0   9.4   8.5 999.0 99.0 99.00
2014 01 07 18 50 175  7.9  9.0  1.44 10.81  5.58 241 1017.4   8.8   8.5 999.0 99.0 99.00
2014 01 07 19 50 180  7.1  8.3  1.49 12.12  5.50 262 1017.1   8.6   8.5 999.0 99.0 99.00
2014 01 07 20 50 206  6.4  7.6  1.45 11.43  5.70 253 1016.6   9.3   8.5 999.0 99.0 99.00
2014 01 07 21 50 204  4.7  5.4  1.53 11.43  5.87 280 1016.4   9.3   8.5 999.0 99.0 99.00
2014 01 07 22 50 209  5.2  6.0  1.49 11.43  6.09 257 1016.6   9.3   8.6 999.0 99.0 99.00
2014 01 07 23 50 196  5.2  6.0  1.60 11.43  5.98 271 1016.9   9.2   8.6 999.0 99.0 99.00
2014 01 08 00 50 207  4.9  5.7  1.61 11.43  6.30 256 1017.0   9.3   8.7 999.0 99.0 99.00
2014 01 08 01 50 194  6.4  7.4  1.68 11.43  6.43 239 1017.0   9.2   8.7 999.0 99.0 99.00
2014 01 08 02 50 199  6.2  7.4  1.73 10.00  6.12 232 1017.1   9.2   8.7 999.0 99.0 99.00
2014 01 08 03 50 205  5.8  7.0  1.70 10.00  6.18 230 1017.4   9.2   8.7 999.0 99.0 99.00
2014 01 08 04 50 210  5.6  6.5  1.78 10.81  6.07 248 1017.8   9.3   8.7 999.0 99.0 99.00
2014 01 08 05 50 211  6.0  7.3  1.59 10.00  6.02 247 1018.4   9.3   8.7 999.0 99.0 99.00
2014 01 08 06 50 213  5.7  6.7  1.54 10.81  5.93 267 1018.7   9.4   8.7 999.0 99.0 99.00
2014 01 08 07 50 210  5.5  6.4  1.70 10.00  6.42 256 1018.7   9.5   8.7 999.0 99.0 99.00
2014 01 08 08 50 198  4.6  5.3  1.75 12.12  6.70 283 1018.4   9.3   8.8 999.0 99.0 99.00
2014 01 08 09 50 210  4.7  5.7  1.59  9.09  6.70 243 1018.3   9.1   8.8 999.0 99.0 99.00
2014 01 08 10 50 207  5.4  6.4  1.76 16.00  7.24 303 1018.6   8.9   8.9 999.0 99.0 99.00
2014 01 08 11 50 206  4.2  5.5  1.88 11.43  7.27 272 1018.2   8.8   8.8 999.0 99.0 99.00
2014 01 08 12 50 208  4.6  5.3  1.81 16.00  7.12 282 1018.0   8.9   8.9 999.0 99.0 99.00
2014 01 08 13 50 188  5.8  6.6  1.75 16.00  7.20 285 1017.4   8.9   8.9 999.0 99.0 99.00
2014 01 08 14 50 182  7.3  8.9  1.69 16.00  6.85 248 1015.9   8.9   8.9 999.0 99.0 99.00
2014 01 08 15 50 178  8.0  9.7  1.72 16.00  6.54 260 1015.1   8.9   8.9 999.0 99.0 99.00
2014 01 08 16 50 189  8.7 10.3  1.65 16.00  5.89 237 1015.6   9.1   8.9 999.0 99.0 99.00
2014 01 08 17 50 191 10.3 12.4  1.77 14.81  5.75 251 1015.5   9.0   8.7 999.0 99.0 99.00
2014 01 08 18 50 193 12.8 15.2  1.85 10.00  5.47 255 1014.6   9.0   8.8 999.0 99.0 99.00
2014 01 08 19 50 191 12.9 15.2  2.21 10.00  5.41 250 1013.4   9.0   9.0 999.0 99.0 99.00
2014 01 08 20 50 198 11.4 14.1  2.61 14.81  5.97 289 1012.2   9.4   9.0 999.0 99.0 99.00
2014 01 08 21 50 208 12.5 15.0  2.78  6.25  5.88 198 1011.2   9.6   8.9 999.0 99.0 99.00
2014 01 08 22 50 225  9.8 12.4  2.94  6.67  6.25 206 1011.5  10.2   8.9 999.0 99.0 99.00
2014 01 08 23 50 231  8.9 10.6  2.86  7.14  6.25 213 1012.2  10.2   9.0 999.0 99.0 99.00
2014 01 09 00 50 223 10.1 11.8  2.78  7.14  6.38 214 1012.5  10.2   9.1 999.0 99.0 99.00
2014 01 09 01 50 250 10.0 12.9  2.64  6.67  6.04 213 1012.8  10.1   9.1 999.0 99.0 99.00
2014 01 09 02 50 263 10.5 12.9  2.73  7.14  6.22 211 1013.6   9.0   9.2 999.0 99.0 99.00
2014 01 09 03 50 272  9.1 10.7  2.59 12.12  6.53 282 1014.4   9.9   9.2 999.0 99.0 99.00
2014 01 09 04 50 278  7.9  9.1  2.61  7.14  6.43 197 1015.7   9.8   9.2 999.0 99.0 99.00
2014 01 09 05 50 284  7.4  8.9  2.44  6.67  6.47 202 1016.6   9.4   9.1 999.0 99.0 99.00
2014 01 09 06 50 269  6.8  8.1  2.60  8.33  6.88 256 1017.6   9.4   9.0 999.0 99.0 99.00
2014 01 09 07 50 279  4.9  5.8  2.38 10.81  6.87 278 1018.5   9.5   8.9 999.0 99.0 99.00
2014 01 09 08 50 259  4.1  5.2  2.60  7.69  7.02 244 1019.0   9.4   8.8 999.0 99.0 99.00
2014 01 09 09 50 240  4.6  5.5  2.62 12.12  7.37 266 1019.5   9.4   8.8 999.0 99.0 99.00
2014 01 09 10 50 255  5.7  7.1  2.78  9.09  7.45 249 1019.9   9.4   8.8 999.0 99.0 99.00
2014 01 09 11 50 231  4.5  5.8  3.13 10.81  8.17 264 1020.0   9.4   8.9 999.0 99.0 99.00
2014 01 09 12 50 225  5.9  7.1  3.09 10.00  8.08 265 1019.5   9.3   8.9 999.0 99.0 99.00
2014 01 09 13 50 218  5.6  6.7  3.21 10.81  8.16 261 1019.4   9.3   9.0 999.0 99.0 99.00
2014 01 09 14 50 218  6.6  7.9  2.99 10.81  8.03 267 1019.4   9.5   9.1 999.0 99.0 99.00
2014 01 09 15 50 207  8.1  9.8  3.30 10.81  7.93 260 1018.5   9.5   9.1 999.0 99.0 99.00
2014 01 09 16 50 210  8.3 11.1  3.47 12.12  8.13 270 1018.9   9.4   9.1 999.0 99.0 99.00
2014 01 09 17 50 210  7.8  9.8  3.50 12.90  7.89 274 1019.1   8.9   9.1 999.0 99.0 99.00
2014 01 09 18 50 208  9.6 12.0  3.35 11.43  8.12 270 1018.8   8.7   9.1 999.0 99.0 99.00
2014 01 09 19 50 194 11.4 13.7  3.59 11.43  8.07 273 1017.2   8.4   9.1 999.0 99.0 99.00
2014 01 09 20 50 183 13.9 17.3  3.46 11.43  7.26 275 1015.1   8.1   9.1 999.0 99.0 99.00
2014 01 09 21 50 192 15.8 19.5  3.65 12.12  7.11 278 1014.2   8.5   9.0 999.0 99.0 99.00
2014 01 09 22 50 200 13.1 16.1  3.60 13.79  6.88 257 1014.4   9.2   9.1 999.0 99.0 99.00
2014 01 09 23 50 212  9.6 12.4  3.61 12.90  7.23 281 1015.2  10.1   9.1 999.0 99.0 99.00
2014 01 10 00 50 226  7.4  9.0  3.49 12.90  7.32 281 1016.2  10.3   9.1 999.0 99.0 99.00
2014 01 10 01 50 225  7.6  8.9  3.48 13.79  7.74 279 1017.1  10.3   9.1 999.0 99.0 99.00
2014 01 10 02 50 227  7.6  8.9  3.50 12.12  7.81 283 1017.3  10.1   9.1 999.0 99.0 99.00
2014 01 10 03 50 245  7.3  9.0  3.29 12.12  7.62 279 1018.1  10.3   9.2 999.0 99.0 99.00
2014 01 10 04 50 233  6.7  8.1  3.59 11.43  8.00 279 1019.0   9.9   9.2 999.0 99.0 99.00
2014 01 10 05 50 236  6.5  8.9  4.06 12.90  8.70 286 1019.4   9.8   9.2 999.0 99.0 99.00
2014 01 10 06 50 247  7.5  9.0  3.94 12.90  8.64 283 1020.4  10.0   9.2 999.0 99.0 99.00
2014 01 10 07 50 240  7.0  8.5  3.94 13.79  8.57 298 1020.6   9.9   9.2 999.0 99.0 99.00
2014 01 10 08 50 232  5.9  7.5  3.92 12.90  8.34 299 1021.3   9.7   9.2 999.0 99.0 99.00
2014 01 10 09 50 233  6.3  7.7  4.02 12.90  8.19 286 1021.5   9.8   9.2 999.0 99.0 99.00
2014 01 10 10 50 234  5.8  7.2  3.70 12.12  8.17 288 1022.2   9.9   9.2 999.0 99.0 99.00
2014 01 10 11 50 212  6.2  7.3  3.96 12.90  8.57 299 1022.2   9.6   9.3 999.0 99.0 99.00
2014 01 10 12 50 221  4.5  5.8  3.70 12.90  8.42 288 1022.6   9.5   9.3 999.0 99.0 99.00
