#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2011 02 15 00 50 223 13.1 15.8 99.00 99.00 99.00 999 1001.5   9.8 999.0 999.0 99.0 99.00
2011 02 15 01 50 231 12.6 15.5  5.36 10.81  7.56 206 1002.4   9.8 999.0 999.0 99.0 99.00
2011 02 15 02 50 235 12.7 15.9  5.01 10.00  7.44 212 1003.5   9.9 999.0 999.0 99.0 99.00
2011 02 15 03 50 223 10.9 14.0  4.94 10.81  7.72 224 1004.3   9.6 999.0 999.0 99.0 99.00
2011 02 15 04 50 221 11.7 14.2 99.00 99.00 99.00 999 1004.9   9.9 999.0 999.0 99.0 99.00
2011 02 15 05 50 225  9.2 11.9  4.98 10.81  7.87 218 1005.2   9.9 999.0 999.0 99.0 99.00
2011 02 15 06 50 223  7.9  9.8  4.13 10.81  7.39 200 1005.0   9.3 999.0 999.0 99.0 99.00
2011 02 15 07 50 202  6.9  9.6  4.64 10.00  7.97 209 1004.7   9.7 999.0 999.0 99.0 99.00
2011 02 15 08 50 191  7.4  9.9  3.93 10.81  7.67 212 1003.3   9.2 999.0 999.0 99.0 99.00
2011 02 15 09 50 146  9.6 12.5  4.49 10.00  7.99 219 1002.9   8.1 999.0 999.0 99.0 99.00
2011 02 15 10 50 160 13.1 16.7  4.34 12.12  7.41 263 1001.7   8.2 999.0 999.0 99.0 99.00
2011 02 15 11 50 154 11.9 14.8  5.23 11.43  8.11 263 1001.7   7.7 999.0 999.0 99.0 99.00
2011 02 15 12 50 152 12.8 16.5  5.00 10.00  8.01 225 1000.5   7.5 999.0 999.0 99.0 99.00
2011 02 15 13 50 157 11.7 14.9  4.72 12.12  7.68 279 1000.1   7.4 999.0 999.0 99.0 99.00
2011 02 15 14 50 220  7.7 12.2  4.53 10.00  7.36 212  999.9   7.5 999.0 999.0 99.0 99.00
2011 02 15 15 50 187 11.7 14.6  5.21 10.00  7.88 240  999.8   8.8 999.0 999.0 99.0 99.00
2011 02 15 16 50 181 12.3 16.2  4.46 11.43  7.39 247 1000.3   8.1 999.0 999.0 99.0 99.00
2011 02 15 17 50 221 11.2 13.7  4.95 10.81  8.03 226 1000.7   9.9 999.0 999.0 99.0 99.00
2011 02 15 18 50 219 11.3 14.4  4.44 10.81  7.30 233 1001.1   9.6 999.0 999.0 99.0 99.00
2011 02 15 19 50 240 11.9 15.3 99.00 99.00 99.00 999 1001.5   8.2 999.0 999.0 99.0 99.00
2011 02 15 20 50 213  8.7 10.5  4.44 10.81  7.46 229 1001.4   8.4 999.0 999.0 99.0 99.00
2011 02 15 21 50 207 12.4 15.8  4.36 10.81  7.63 228 1000.2   8.9 999.0 999.0 99.0 99.00
2011 02 15 22 50 229 12.0 15.5  4.60 11.43  7.60 271 1000.1   9.0 999.0 999.0 99.0 99.00
2011 02 15 23 50 227 12.9 15.9  4.78 10.00  7.65 237 1000.3   8.6 999.0 999.0 99.0 99.00
2011 02 16 00 50 230 10.3 12.8  4.43 11.43  7.47 259 1000.5   8.6 999.0 999.0 99.0 99.00
2011 02 16 01 50 229 10.1 12.1  4.59 11.43  7.68 277 1000.8   8.4 999.0 999.0 99.0 99.00
2011 02 16 02 50 235 11.6 13.9 99.00 99.00 99.00 999 1001.0   8.2 999.0 999.0 99.0 99.00
2011 02 16 03 50 239 10.4 12.3  4.08 10.81  7.04 262 1001.2   8.0 999.0 999.0 99.0 99.00
2011 02 16 04 50 237  9.0 10.9  4.28 10.00  7.70 234 1001.5   8.0 999.0 999.0 99.0 99.00
2011 02 16 05 50 233  8.2  9.7  4.41 10.00  7.77 238 1001.5   8.0 999.0 999.0 99.0 99.00
2011 02 16 06 50 226  5.7  7.2  4.35 10.00  7.78 242 1001.4   7.5 999.0 999.0 99.0 99.00
2011 02 16 07 50 234  7.4  9.5  4.12 10.81  7.82 264 1000.9   7.9 999.0 999.0 99.0 99.00
2011 02 16 08 50 233  6.5  8.3  3.78 10.00  7.65 245 1000.4   7.5 999.0 999.0 99.0 99.00
2011 02 16 09 50 227  5.4  6.9  3.83 13.79  7.81 295 1000.1   7.4 999.0 999.0 99.0 99.00
2011 02 16 10 50 161 10.2 12.5  3.81 13.79  8.17 298  999.4   5.8 999.0 999.0 99.0 99.00
2011 02 16 11 50 253  5.1  8.7  3.58 13.79  7.61 307  999.7   5.2 999.0 999.0 99.0 99.00
2011 02 16 12 50 281  4.8  6.1  3.42 10.00  7.56 241  999.7   5.7 999.0 999.0 99.0 99.00
2011 02 16 13 50 279  7.4  9.7  4.02 12.90  8.40 290  999.8   5.1 999.0 999.0 99.0 99.00
2011 02 16 14 50 248  3.6  5.4  4.01 12.90  8.69 295 1000.0   5.7 999.0 999.0 99.0 99.00
2011 02 16 15 50 216  3.9  5.2  4.17 14.81  8.80 288 1000.1   6.1 999.0 999.0 99.0 99.00
2011 02 16 16 50 229  6.0  7.7  4.06 13.79  8.99 288 1000.4   6.7 999.0 999.0 99.0 99.00
2011 02 16 17 50 188  8.0 10.1  3.85 14.81  9.31 294 1000.5   6.8 999.0 999.0 99.0 99.00
2011 02 16 18 50 211  7.4  9.1  3.99 13.79  8.87 298 1000.8   7.3 999.0 999.0 99.0 99.00
2011 02 16 19 50 195  9.4 11.7  3.65 13.79  8.62 276 1001.1   6.7 999.0 999.0 99.0 99.00
2011 02 16 20 50 223  7.5  9.8  3.69 14.81  8.17 288 1000.9   7.2 999.0 999.0 99.0 99.00
2011 02 16 21 50 245  8.3  9.9  3.85 13.79  8.15 295 1001.2   7.2 999.0 999.0 99.0 99.00
2011 02 16 22 50 248  7.6  9.1  3.81 13.79  7.94 291 1001.5   7.1 999.0 999.0 99.0 99.00
2011 02 16 23 50 251  5.6  7.5  3.52 13.79  8.12 285 1002.1   7.0 999.0 999.0 99.0 99.00
2011 02 17 00 50 259  4.2  7.1  3.57 14.81  8.26 290 1002.2   7.0 999.0 999.0 99.0 99.00
2011 02 17 01 50 286  5.3  6.9  3.37 13.79  8.12 302 1002.5   6.6 999.0 999.0 99.0 99.00
2011 02 17 02 50 284  2.6  4.1  3.07 12.90  7.78 305 1002.9   6.4 999.0 999.0 99.0 99.00
2011 02 17 03 50 176  3.9  6.0  3.10 13.79  7.91 291 1003.4   5.2 999.0 999.0 99.0 99.00
2011 02 17 04 50 211  2.5  3.6  3.16 13.79  8.10 302 1003.7   6.4 999.0 999.0 99.0 99.00
2011 02 17 05 50 199  7.9  9.6  3.09 13.79  7.82 298 1004.4   5.4 999.0 999.0 99.0 99.00
2011 02 17 06 50 240  8.2 10.0  3.57 13.79  7.79 273 1004.8   4.6 999.0 999.0 99.0 99.00
2011 02 17 07 50 187  5.4  7.3  3.25 12.90  7.66 298 1005.3   4.7 999.0 999.0 99.0 99.00
2011 02 17 08 50 150  5.3  7.0  3.21 12.90  8.03 289 1005.5   5.4 999.0 999.0 99.0 99.00
2011 02 17 09 50 214  4.9  7.0  3.06 12.12  7.82 303 1005.8   6.1 999.0 999.0 99.0 99.00
2011 02 17 10 50 174  4.0  6.6  2.91 11.43  7.85 290 1006.0   5.5 999.0 999.0 99.0 99.00
2011 02 17 11 50 219  5.6  8.1  3.19 12.90  7.93 295 1006.1   5.0 999.0 999.0 99.0 99.00
2011 02 17 12 50 193  2.7  4.0  2.95 12.90  7.58 293 1006.1   6.1 999.0 999.0 99.0 99.00
2011 02 17 13 50 173  7.8 10.1  2.98 12.90  7.81 301 1005.8   6.0 999.0 999.0 99.0 99.00
2011 02 17 14 50 188  6.7  8.8  2.85 12.12  7.33 288 1006.3   4.7 999.0 999.0 99.0 99.00
2011 02 17 15 50 153  3.0  5.4  3.13 12.12  7.79 287 1006.8   4.3 999.0 999.0 99.0 99.00
2011 02 17 16 50 210  5.8  7.0  2.86 11.43  7.57 291 1007.1   5.6 999.0 999.0 99.0 99.00
2011 02 17 17 50 206  2.5  3.7  2.61 12.12  7.62 303 1007.6   6.2 999.0 999.0 99.0 99.00
2011 02 17 18 50 178  2.8  4.1  3.10 12.90  8.36 291 1007.9   6.5 999.0 999.0 99.0 99.00
2011 02 17 19 50 206  3.7  4.9  2.72 11.43  8.04 289 1008.2   7.1 999.0 999.0 99.0 99.00
2011 02 17 20 50 214  2.7  4.0  2.78 12.90  8.00 281 1007.8   7.1 999.0 999.0 99.0 99.00
2011 02 17 21 50 218  3.3  4.4  2.68 12.12  7.81 280 1007.6   7.3 999.0 999.0 99.0 99.00
2011 02 17 22 50 198  2.6  3.8  2.55  9.09  7.56 281 1007.7   7.4 999.0 999.0 99.0 99.00
2011 02 17 23 50 241  2.5  3.9  2.50 12.12  7.59 292 1007.6   7.5 999.0 999.0 99.0 99.00
2011 02 18 00 50 261  2.3  3.5  2.31 10.81  7.41 272 1007.5   7.6 999.0 999.0 99.0 99.00
2011 02 18 01 50 260  1.3  2.4  2.57 10.81  7.63 293 1007.4   7.1 999.0 999.0 99.0 99.00
2011 02 18 02 50 299  3.6  4.8  2.58 11.43  7.91 290 1007.6   6.7 999.0 999.0 99.0 99.00
2011 02 18 03 50 236  0.9  2.0  2.59 11.43  8.24 286 1007.6   6.9 999.0 999.0 99.0 99.00
2011 02 18 04 50 237  3.7  5.5  2.18 11.43  7.52 285 1007.7   7.2 999.0 999.0 99.0 99.00
2011 02 18 05 50 244  4.3  5.8  2.24 12.12  7.60 292 1007.8   7.3 999.0 999.0 99.0 99.00
2011 02 18 06 50 233  5.0  6.7  2.11 11.43  7.48 298 1007.7   7.4 999.0 999.0 99.0 99.00
2011 02 18 07 50 272  4.4 11.9  2.11 10.81  7.37 298 1007.7   6.7 999.0 999.0 99.0 99.00
2011 02 18 08 50 249  8.7 13.1  2.29 10.81  7.32 292 1007.6   6.4 999.0 999.0 99.0 99.00
2011 02 18 09 50 220  8.1 10.1  2.26 10.00  6.76 288 1007.5   7.3 999.0 999.0 99.0 99.00
2011 02 18 10 50 207  8.4  9.8  2.30 10.81  6.38 287 1007.6   6.8 999.0 999.0 99.0 99.00
2011 02 18 11 50 226  6.0  7.8  2.12 10.81  6.09 293 1007.7   6.3 999.0 999.0 99.0 99.00
2011 02 18 12 50 247 10.0 12.2  2.18 11.43  6.16 288 1007.6   6.1 999.0 999.0 99.0 99.00
2011 02 18 13 50 257  8.6 11.5  2.27 11.43  5.77 284 1007.9   5.5 999.0 999.0 99.0 99.00
2011 02 18 14 50 255  7.3 10.0  1.97 10.81  5.51 286 1008.3   4.3 999.0 999.0 99.0 99.00
2011 02 18 15 50 267  7.0  8.4  2.21  9.09  6.24 280 1008.6   5.9 999.0 999.0 99.0 99.00
2011 02 18 16 50 273  5.1  7.0  2.20 10.00  5.86 295 1009.2   5.7 999.0 999.0 99.0 99.00
2011 02 18 17 50 265  5.3  7.0  2.31 10.81  6.41 291 1009.6   6.4 999.0 999.0 99.0 99.00
2011 02 18 18 50 255  5.0  8.0  2.23 10.00  6.13 290 1010.4   6.2 999.0 999.0 99.0 99.00
2011 02 18 19 50 246  5.5  7.5  2.17  9.09  6.04 282 1010.7   6.6 999.0 999.0 99.0 99.00
2011 02 18 20 50 236  4.9  6.6  2.19 10.00  6.34 308 1010.6   6.8 999.0 999.0 99.0 99.00
2011 02 18 21 50 245  5.6  7.8  2.35  9.09  6.75 293 1010.7   6.7 999.0 999.0 99.0 99.00
2011 02 18 22 50 208  2.7  5.0  2.42 10.81  6.88 294 1011.0   6.6 999.0 999.0 99.0 99.00
2011 02 18 23 50 216  4.6  8.1  2.55 10.81  7.06 303 1011.5   5.6 999.0 999.0 99.0 99.00
2011 02 19 00 50 280  2.3  3.5  3.03 10.81  7.85 297 1011.6   6.4 999.0 999.0 99.0 99.00
2011 02 19 01 50 131  2.3  5.9  3.38 11.43  8.47 302 1011.9   6.2 999.0 999.0 99.0 99.00
2011 02 19 02 50 140  2.9  4.6  3.60 10.00  8.62 307 1011.9   5.8 999.0 999.0 99.0 99.00
2011 02 19 03 50 204  3.7  5.1  3.61 12.90  8.62 296 1012.0   5.0 999.0 999.0 99.0 99.00
2011 02 19 04 50 317  1.3  2.8  3.40 11.43  8.76 287 1011.8   4.9 999.0 999.0 99.0 99.00
2011 02 19 05 50  69  5.0  7.3 99.00 99.00 99.00 999 1011.4   6.0 999.0 999.0 99.0 99.00
2011 02 19 06 50  49  5.0  6.8  3.61 13.79  9.60 304 1010.8   6.0 999.0 999.0 99.0 99.00
2011 02 19 07 50  29  7.9  9.5  3.69 12.90  9.36 301 1010.0   6.3 999.0 999.0 99.0 99.00
2011 02 19 08 50  20 10.3 12.5  3.68 12.90  8.98 310 1009.2   6.4 999.0 999.0 99.0 99.00
2011 02 19 09 50  23  9.5 11.7  4.07 12.90  8.83 304 1008.9   6.4 999.0 999.0 99.0 99.00
2011 02 19 10 50  23  9.5 11.9  4.28 13.79  8.89 297 1008.4   6.6 999.0 999.0 99.0 99.00
2011 02 19 11 50  22 10.8 13.1  3.85 12.12  8.04 322 1007.7   6.6 999.0 999.0 99.0 99.00
2011 02 19 12 50  33 11.0 14.0  3.73 12.12  7.82 299 1007.5   7.0 999.0 999.0 99.0 99.00
2011 02 19 13 50  29 11.6 14.4  3.24 10.81  7.31 322 1007.6   7.0 999.0 999.0 99.0 99.00
2011 02 19 14 50  31 12.8 15.1  3.54 12.12  7.36 316 1007.7   7.4 999.0 999.0 99.0 99.00
2011 02 19 15 50  33 12.4 14.8  4.11 12.90  8.01 304 1008.1   7.8 999.0 999.0 99.0 99.00
2011 02 19 16 50  24 11.4 14.0  3.57 12.12  7.20 317 1008.3   8.2 999.0 999.0 99.0 99.00
2011 02 19 17 50  29 11.5 14.1  3.37 12.12  6.90 310 1008.6   8.0 999.0 999.0 99.0 99.00
2011 02 19 18 50  25 10.2 12.6  3.64 12.90  7.61 319 1009.1   8.2 999.0 999.0 99.0 99.00
2011 02 19 19 50  11 10.6 12.8  3.54 11.43  7.51 318 1009.1   8.0 999.0 999.0 99.0 99.00
2011 02 19 20 50   7 10.5 12.0  3.30 11.43  6.90 306 1009.1   8.2 999.0 999.0 99.0 99.00
2011 02 19 21 50   1 10.2 12.6  3.45 10.81  7.25 310 1009.4   8.3 999.0 999.0 99.0 99.00
2011 02 19 22 50   4  8.3 10.3  3.61 12.12  7.39 312 1009.7   8.5 999.0 999.0 99.0 99.00
2011 02 19 23 50 360  9.4 11.2  3.30 11.43  7.25 319 1010.2   8.3 999.0 999.0 99.0 99.00
2011 02 20 00 50 356  9.8 11.7  3.55 11.43  7.52 310 1010.7   8.3 999.0 999.0 99.0 99.00
2011 02 20 01 50 359 10.0 11.7  3.17 11.43  7.04 318 1011.4   8.2 999.0 999.0 99.0 99.00
2011 02 20 02 50 357  9.2 11.3  3.27 11.43  7.10 311 1012.2   8.4 999.0 999.0 99.0 99.00
2011 02 20 03 50 357 10.0 12.2  3.12 10.81  6.39 309 1012.8   8.2 999.0 999.0 99.0 99.00
2011 02 20 04 50 348  8.2  9.7  3.05 11.43  6.72 306 1013.5   8.2 999.0 999.0 99.0 99.00
2011 02 20 05 50 344  6.8  8.4  3.03 10.81  6.84 305 1013.8   8.1 999.0 999.0 99.0 99.00
2011 02 20 06 50 337  5.9  7.4  2.69 10.81  6.78 302 1014.1   7.9 999.0 999.0 99.0 99.00
2011 02 20 07 50 323  5.9  7.4  2.90 11.43  7.38 311 1014.4   7.8 999.0 999.0 99.0 99.00
2011 02 20 08 50 330  6.8  8.8  2.66 10.81  7.04 295 1014.9   7.7 999.0 999.0 99.0 99.00
2011 02 20 09 50 333  6.4  8.6  2.67 10.81  6.63 304 1015.3   7.5 999.0 999.0 99.0 99.00
2011 02 20 10 50 330  7.0  8.9  2.39 10.81  6.67 305 1015.7   7.5 999.0 999.0 99.0 99.00
2011 02 20 11 50 332  6.4  8.1  2.43  7.69  6.53 310 1015.9   7.6 999.0 999.0 99.0 99.00
2011 02 20 12 50 308  6.9  9.3  2.32 10.81  6.95 303 1016.1   7.8 999.0 999.0 99.0 99.00
2011 02 20 13 50 313  6.2  7.9  2.17 10.81  6.55 298 1016.6   7.8 999.0 999.0 99.0 99.00
2011 02 20 14 50 314  4.8  8.9 99.00 99.00 99.00 999 1016.9   7.4 999.0 999.0 99.0 99.00
2011 02 20 15 50 310  3.6  5.5  2.09 13.79  6.47 302 1017.5   7.4 999.0 999.0 99.0 99.00
2011 02 20 16 50 305  5.4  7.3  1.90  7.69  6.14 307 1017.8   7.4 999.0 999.0 99.0 99.00
2011 02 20 17 50 316  6.9  8.2  1.84 10.00  6.10 304 1018.3   7.0 999.0 999.0 99.0 99.00
2011 02 20 18 50 277  7.3  8.8  1.74 10.00  6.02 308 1018.6   7.2 999.0 999.0 99.0 99.00
2011 02 20 19 50 264  5.7  7.0  1.68 12.90  6.11 284 1018.7   7.5 999.0 999.0 99.0 99.00
2011 02 20 20 50 252  5.9  7.4  1.66  9.09  6.07 295 1018.1   7.6 999.0 999.0 99.0 99.00
2011 02 20 21 50 243  5.5  6.7  1.81 10.00  6.20 304 1017.8   7.5 999.0 999.0 99.0 99.00
2011 02 20 22 50 240  4.6  5.7  1.66 10.00  6.02 311 1017.6   7.4 999.0 999.0 99.0 99.00
2011 02 20 23 50 214  5.5  6.5  1.63  9.09  6.28 299 1017.2   7.7 999.0 999.0 99.0 99.00
2011 02 21 00 50 205  5.4  6.9  1.49 10.00  6.00 306 1016.9   7.8 999.0 999.0 99.0 99.00
2011 02 21 01 50 210  7.3  8.6  1.43 10.00  5.67 320 1016.6   7.8 999.0 999.0 99.0 99.00
2011 02 21 02 50 205  9.1 11.3  1.38 10.00  5.11 305 1016.5   6.8 999.0 999.0 99.0 99.00
2011 02 21 03 50 209  7.9 10.1  1.42  9.09  5.16 316 1015.8   7.1 999.0 999.0 99.0 99.00
2011 02 21 04 50 220  7.8 10.6  1.44  9.09  4.85 303 1015.6   6.9 999.0 999.0 99.0 99.00
2011 02 21 05 50 195  9.0 10.7  1.55  9.09  5.04 284 1015.3   7.0 999.0 999.0 99.0 99.00
2011 02 21 06 50 239  6.6  7.8  1.61  4.55  4.75 220 1015.3   6.0 999.0 999.0 99.0 99.00
2011 02 21 07 50 199  7.1  8.9  1.57  4.76  4.85 205 1014.7   6.7 999.0 999.0 99.0 99.00
2011 02 21 08 50 186  6.1  7.7  1.36  4.76  4.76 190 1014.5   6.4 999.0 999.0 99.0 99.00
2011 02 21 09 50 221  4.7  5.8  1.49  4.55  4.98 203 1014.6   6.4 999.0 999.0 99.0 99.00
2011 02 21 10 50 180  5.8  7.2  1.38  9.09  5.11 291 1014.6   6.5 999.0 999.0 99.0 99.00
2011 02 21 11 50 167  8.3 10.1  1.45  5.26  4.82 188 1014.7   6.2 999.0 999.0 99.0 99.00
2011 02 21 12 50 159  7.7  9.8  1.45  5.00  4.85 188 1014.8   6.2 999.0 999.0 99.0 99.00
2011 02 21 13 50 141  6.7  8.0  1.43  5.00  4.94 207 1015.4   6.3 999.0 999.0 99.0 99.00
2011 02 21 14 50 135  6.3  7.3  1.30  5.26  4.72 202 1015.5   6.1 999.0 999.0 99.0 99.00
2011 02 21 15 50 113  7.1  8.2  1.26  5.26  4.72 213 1015.9   6.5 999.0 999.0 99.0 99.00
2011 02 21 16 50 109  5.4  6.6  1.33  5.26  4.77 195 1016.6   6.6 999.0 999.0 99.0 99.00
2011 02 21 17 50  85  3.4  4.5  1.26  5.00  4.98 198 1017.5   6.2 999.0 999.0 99.0 99.00
2011 02 21 18 50  72  2.3  3.2  1.44  5.88  5.20 212 1017.9   6.8 999.0 999.0 99.0 99.00
2011 02 21 19 50  58  1.7  2.5  1.44  6.67  5.42 194 1017.8   7.1 999.0 999.0 99.0 99.00
2011 02 21 20 50  15  1.5  2.3  1.57 14.81  5.73 299 1017.4   7.4 999.0 999.0 99.0 99.00
2011 02 21 21 50  12  2.2  3.3  1.40  5.88  5.71 213 1017.4   7.5 999.0 999.0 99.0 99.00
2011 02 21 22 50 351  2.2  3.3  1.50  6.25  6.24 215 1017.5   7.4 999.0 999.0 99.0 99.00
2011 02 21 23 50 339  2.4  4.6  1.82  9.09  7.19 295 1017.9   7.5 999.0 999.0 99.0 99.00
2011 02 22 00 50 322  2.0  3.5  2.04  9.09  7.36 298 1017.7   7.7 999.0 999.0 99.0 99.00
2011 02 22 01 50 327  6.8  9.8  2.25 10.00  7.76 303 1017.8   8.1 999.0 999.0 99.0 99.00
2011 02 22 02 50 316  6.8  9.0  2.48 10.00  7.59 305 1018.2   8.4 999.0 999.0 99.0 99.00
2011 02 22 03 50 308  7.4  9.4  2.69 10.00  7.11 312 1018.2   8.1 999.0 999.0 99.0 99.00
2011 02 22 04 50 298  5.7  6.9  2.37 10.00  6.81 297 1018.5   7.3 999.0 999.0 99.0 99.00
2011 02 22 05 50 290  6.2  7.9  2.32 10.00  6.76 305 1018.4   7.8 999.0 999.0 99.0 99.00
2011 02 22 06 50 324  8.1 10.3  2.44 10.81  6.59 300 1018.3   7.0 999.0 999.0 99.0 99.00
2011 02 22 07 50 315  8.0 10.0  2.74 10.00  6.82 303 1018.0   7.7 999.0 999.0 99.0 99.00
2011 02 22 08 50 309  9.7 11.8  2.79 10.00  6.57 312 1017.8   7.7 999.0 999.0 99.0 99.00
2011 02 22 09 50 311  8.7 11.0  2.91  9.09  6.69 302 1017.8   7.3 999.0 999.0 99.0 99.00
2011 02 22 10 50 291  9.7 11.3  3.10 12.12  7.19 310 1017.5   7.4 999.0 999.0 99.0 99.00
2011 02 22 11 50 286  9.8 12.2  3.73 12.12  7.85 315 1017.2   7.3 999.0 999.0 99.0 99.00
2011 02 22 12 50 296  9.0 10.7 99.00 99.00 99.00 999 1017.5   7.4 999.0 999.0 99.0 99.00
2011 02 22 13 50 299  8.5 10.9  3.21 10.00  7.29 308 1017.8   7.9 999.0 999.0 99.0 99.00
2011 02 22 14 50 313 10.4 12.6  3.45 12.90  7.14 302 1018.1   7.3 999.0 999.0 99.0 99.00
2011 02 22 15 50 300  8.5 10.9  3.39 11.43  6.81 294 1018.7   7.5 999.0 999.0 99.0 99.00
2011 02 22 16 50 287  7.0  8.5 99.00 99.00 99.00 999 1019.5   6.9 999.0 999.0 99.0 99.00
2011 02 22 17 50 319  8.7 10.6  3.30 11.43  6.72 305 1019.9   7.6 999.0 999.0 99.0 99.00
2011 02 22 18 50 302  7.2  9.6  3.25 12.12  6.73 306 1020.5   6.9 999.0 999.0 99.0 99.00
2011 02 22 19 50 313  9.6 11.3  3.51 12.12  6.93 297 1020.3   7.4 999.0 999.0 99.0 99.00
2011 02 22 20 50 287  7.2  8.9  3.50  8.33  6.99 304 1020.4   6.8 999.0 999.0 99.0 99.00
2011 02 22 21 50 308  9.6 16.3  3.73  8.33  7.31 306 1020.3   5.5 999.0 999.0 99.0 99.00
2011 02 22 22 50 301  7.8 10.2  3.74 11.43  7.40 305 1020.5   7.0 999.0 999.0 99.0 99.00
2011 02 22 23 50 304 10.0 11.9 99.00 99.00 99.00 999 1020.7   7.3 999.0 999.0 99.0 99.00
2011 02 23 00 50 306  8.0 10.0  3.89 12.12  7.66 323 1020.8   7.6 999.0 999.0 99.0 99.00
2011 02 23 01 50 291  8.3 10.8  3.82 11.43  7.61 313 1021.1   7.2 999.0 999.0 99.0 99.00
2011 02 23 02 50 324  9.0 11.3  3.45 12.12  7.52 309 1021.7   6.6 999.0 999.0 99.0 99.00
2011 02 23 03 50 303  6.2  9.6  3.87 11.43  7.60 313 1021.8   7.2 999.0 999.0 99.0 99.00
2011 02 23 04 50 305  5.9  7.5  3.51 12.12  7.65 318 1022.0   7.1 999.0 999.0 99.0 99.00
2011 02 23 05 50 340  5.6  7.5  3.80 12.12  7.73 305 1022.1   6.6 999.0 999.0 99.0 99.00
2011 02 23 06 50 329  3.9  5.2  3.55 11.43  7.37 317 1022.0   5.5 999.0 999.0 99.0 99.00
2011 02 23 07 50 290  8.0  9.9 99.00 99.00 99.00 999 1021.4   6.6 999.0 999.0 99.0 99.00
2011 02 23 08 50 292  7.7  9.5  3.47 10.00  7.60 311 1021.4   6.7 999.0 999.0 99.0 99.00
2011 02 23 09 50 285  6.8  8.9  3.92 11.43  7.96 315 1021.1   6.4 999.0 999.0 99.0 99.00
2011 02 23 10 50 277  5.5  8.0  3.64 11.43  7.66 317 1020.6   6.6 999.0 999.0 99.0 99.00
2011 02 23 11 50 282 10.6 12.9  3.67 12.12  7.99 319 1019.7   6.8 999.0 999.0 99.0 99.00
2011 02 23 12 50 300  4.9  6.7  3.52 12.12  7.57 316 1019.7   6.2 999.0 999.0 99.0 99.00
2011 02 23 13 50 277  6.5 11.4  3.60 11.43  7.74 318 1019.5   5.7 999.0 999.0 99.0 99.00
2011 02 23 14 50 294  8.9 11.2  3.34 12.12  7.22 310 1018.8   6.6 999.0 999.0 99.0 99.00
2011 02 23 15 50 293  8.7 11.4  3.60 11.43  7.40 312 1018.5   6.9 999.0 999.0 99.0 99.00
2011 02 23 16 50 296  7.5 10.1  3.66 12.12  7.47 318 1018.8   4.1 999.0 999.0 99.0 99.00
2011 02 23 17 50 295  6.1  8.1  3.29 12.12  7.40 319 1018.1   6.1 999.0 999.0 99.0 99.00
2011 02 23 18 50 271  8.5 10.6  3.41 12.12  7.48 318 1017.6   6.1 999.0 999.0 99.0 99.00
2011 02 23 19 50 251  8.2 10.1  3.42 11.43  7.40 309 1016.8   5.9 999.0 999.0 99.0 99.00
2011 02 23 20 50 287 10.6 12.8  3.50 12.12  7.15 312 1016.1   5.8 999.0 999.0 99.0 99.00
2011 02 23 21 50 260  7.5  9.3 99.00 99.00 99.00 999 1015.3   5.4 999.0 999.0 99.0 99.00
2011 02 23 22 50 263  8.7 10.7  3.31 10.81  7.10 319 1015.0   5.3 999.0 999.0 99.0 99.00
2011 02 23 23 50 291  9.6 11.4 99.00 99.00 99.00 999 1014.4   6.1 999.0 999.0 99.0 99.00
2011 02 24 00 50 272  9.4 11.7 99.00 99.00 99.00 999 1014.0   5.3 999.0 999.0 99.0 99.00
2011 02 24 01 50 290  9.1 11.8  3.96 12.12  7.49 314 1013.8   6.0 999.0 999.0 99.0 99.00
2011 02 24 02 50 307 11.4 99.0  3.91 12.12  7.54 309 1014.1   4.7 999.0 999.0 99.0 99.00
2011 02 24 03 50 315  7.7 10.4  3.84 12.90  6.93 305 1014.3   4.4 999.0 999.0 99.0 99.00
2011 02 24 04 50 290  6.1  8.4  4.29 12.12  7.73 308 1014.5   4.4 999.0 999.0 99.0 99.00
2011 02 24 05 50 264  7.9  9.2  3.98 12.12  7.76 310 1014.6   4.6 999.0 999.0 99.0 99.00
2011 02 24 06 50 331  8.4 11.0  4.08 11.43  7.80 315 1014.7   3.8 999.0 999.0 99.0 99.00
2011 02 24 07 50 273  7.1  9.9 99.00 99.00 99.00 999 1014.6   5.5 999.0 999.0 99.0 99.00
2011 02 24 08 50 275  7.1 99.0 99.00 99.00 99.00 999 9999.0   5.4 999.0 999.0 99.0 99.00
2011 02 24 09 50 268 11.7 15.8 99.00 99.00 99.00 999 1014.7   3.0 999.0 999.0 99.0 99.00
2011 02 24 10 50 236  3.7  6.0  3.83 12.90  7.89 317 1014.7   2.6 999.0 999.0 99.0 99.00
2011 02 24 11 50 303  6.9  8.7  3.20 12.90  7.52 316 1013.9   4.1 999.0 999.0 99.0 99.00
2011 02 24 12 50 308  9.1 12.2  3.76 12.90  7.63 315 1013.5   4.3 999.0 999.0 99.0 99.00
2011 02 24 13 50 304  7.6 10.1 99.00 99.00 99.00 999 1014.2   2.2 999.0 999.0 99.0 99.00
2011 02 24 14 50 304  7.3  9.7  3.70 12.12  7.76 314 1014.3   3.9 999.0 999.0 99.0 99.00
