YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 01 03 20 122  7.5  9.2  2.70  7.69  6.27 999  994.6   7.7  12.2 999.0 99.0
98 01 03 21 158  9.6 12.0  2.70  8.33  6.51 999  993.6   7.8  12.2 999.0 99.0
98 01 03 22 139  7.4  8.8  2.73  8.33  6.53 999  993.9   7.6  12.2 999.0 99.0
98 01 03 23 138  8.7 11.3  2.53  9.09  6.46 999  992.5   7.2  12.3 999.0 99.0
98 01 04 00 150  8.9 11.8  2.86  9.09  6.47 999  992.9   7.8  12.2 999.0 99.0
98 01 04 01 169  6.7 11.7  2.63  9.09  6.31 999  992.3   7.5  12.2 999.0 99.0
98 01 04 02 162 12.1 14.9  2.81  9.09  6.38 999  991.6   7.7  12.1 999.0 99.0
98 01 04 03 167  7.1  8.6  3.01  9.09  6.46 999  992.3   7.8  12.1 999.0 99.0
98 01 04 04 211  4.1  6.8  2.68  9.09  6.26 999  993.0   6.3  12.1 999.0 99.0
98 01 04 05 226 12.2 15.4  2.78  8.33  6.54 999  992.9   6.2  12.1 999.0 99.0
98 01 04 06 188  6.4  7.5  2.53  9.09  6.61 999  994.6   7.2  12.0 999.0 99.0
98 01 04 07 215 10.4 12.9  2.57  8.33  6.50 999  994.5   7.9  12.0 999.0 99.0
98 01 04 08 228 11.8 14.2  2.74  9.09  6.08 999  994.7   8.3  12.1 999.0 99.0
98 01 04 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 04 10 233  9.6 12.2  2.53  8.33  6.07 999  996.2   8.4  12.1 999.0 99.0
98 01 04 11 194  8.2 10.3  2.55  8.33  6.03 999  997.1   8.0  12.2 999.0 99.0
98 01 04 12 220  6.8  8.7  2.72  9.09  6.40 999  997.8   8.2  12.1 999.0 99.0
98 01 04 13 256  6.8  9.1  2.61  8.33  6.52 999  998.0   8.1  12.1 999.0 99.0
98 01 04 14 257  5.7  7.0  2.51  8.33  6.40 999  999.1   7.9  12.1 999.0 99.0
98 01 04 15 222  4.6  6.5  2.65  9.09  6.96 999 1000.1   8.2  12.1 999.0 99.0
98 01 04 16 242  4.5  8.7  2.80  9.09  7.08 999 1001.0   8.0  12.1 999.0 99.0
98 01 04 17 227  3.3  5.0  2.62  9.09  6.99 999 1002.2   7.3  12.1 999.0 99.0
98 01 04 18 311  2.1  3.3  2.82 14.29  7.78 999 1003.9   6.3  12.1 999.0 99.0
98 01 04 19 234  7.4  9.0  2.96 11.11  7.29 999 1004.3   9.1  12.1 999.0 99.0
98 01 04 20 270  9.0 13.4  2.79 12.50  7.08 999 1004.7   8.6  12.1 999.0 99.0
98 01 04 21 216  7.8  9.4  3.15 12.50  7.58 999 1005.1   9.8  12.2 999.0 99.0
98 01 04 22 242  9.9 12.6  3.11 12.50  7.23 999 1005.6  10.2  12.2 999.0 99.0
98 01 04 23 225  9.9 12.2  3.17 12.50  7.19 999 1006.2  10.2  12.1 999.0 99.0
98 01 05 00 223  7.5  9.9  3.13 12.50  7.33 999 1007.1   8.9  12.1 999.0 99.0
98 01 05 01 234  7.3  8.8  3.14 12.50  7.18 999 1007.8   9.3  12.1 999.0 99.0
98 01 05 02 247  8.8 10.3  3.02 12.50  7.23 999 1008.3  10.0  12.1 999.0 99.0
98 01 05 03 224  7.7  9.8  2.87 10.00  6.99 999 1009.2   9.2  12.1 999.0 99.0
98 01 05 04 233  8.5 11.3  3.17 12.50  7.18 999 1009.4   9.8  12.1 999.0 99.0
98 01 05 05 232 10.1 12.1  3.11 12.50  7.19 999 1009.6  10.2  12.1 999.0 99.0
98 01 05 06 236 12.2 16.9  3.11 11.11  6.93 999 1009.9   9.8  12.1 999.0 99.0
98 01 05 07 221 10.7 13.5  3.40 12.50  7.33 999 1010.4  10.3  12.2 999.0 99.0
98 01 05 08 231 12.2 16.4  3.84 12.50  7.47 999 1010.3  10.2  12.2 999.0 99.0
98 01 05 09 216 12.7 15.1  3.25 11.11  6.57 999 1010.1  10.0  12.5 999.0 99.0
98 01 05 10 221 12.9 15.7  3.36 11.11  6.66 999 1010.0  10.1  12.5 999.0 99.0
98 01 05 11 219 12.6 15.5  3.48 11.11  6.69 999 1010.3  10.5  12.5 999.0 99.0
98 01 05 12 224 12.1 15.3  3.47  8.33  6.53 999 1010.5  10.5  12.5 999.0 99.0
98 01 05 13 227 11.6 13.3  3.63 10.00  6.65 999 1010.9  10.1  12.5 999.0 99.0
98 01 05 14 218 10.8 13.1  3.34  9.09  6.52 999 1011.3   9.9  12.5 999.0 99.0
98 01 05 15 226 11.7 14.7  3.52  9.09  6.67 999 1011.7  10.6  12.5 999.0 99.0
98 01 05 16 227 11.9 14.7  3.63 11.11  6.86 999 1012.1  10.4  12.2 999.0 99.0
98 01 05 17 228 12.0 14.7  3.96 10.00  6.98 999 1012.6  10.1  12.2 999.0 99.0
98 01 05 18 221 11.1 14.3  4.29 10.00  7.30 999 1013.5  10.5  12.2 999.0 99.0
98 01 05 19 225 12.3 16.0  4.79 11.11  7.71 999 1014.2  10.7  12.1 999.0 99.0
98 01 05 20 235 12.5 15.8  5.01 10.00  8.01 999 1014.1   9.8  12.1 999.0 99.0
98 01 05 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 05 22 222 11.6 13.7  4.88 11.11  7.89 999 1014.2  10.2  12.1 999.0 99.0
98 01 05 23 217 11.7 13.8  4.43 12.50  7.62 999 1014.5  10.5  12.1 999.0 99.0
98 01 06 00 223 11.8 14.3  4.51 11.11  7.83 999 1014.6  10.9  12.1 999.0 99.0
98 01 06 01 213 10.7 13.9  4.40 12.50  7.83 999 1015.0  10.4  12.1 999.0 99.0
98 01 06 02 232 12.6 15.4  4.43 12.50  7.71 999 1014.8   9.7  12.1 999.0 99.0
98 01 06 03 211 11.1 13.4  4.00 12.50  7.49 999 1015.1  11.0  12.1 999.0 99.0
98 01 06 04 219  9.8 11.8  4.30 12.50  8.04 999 1015.6   9.2  12.1 999.0 99.0
98 01 06 05 211 10.8 12.9  4.72 14.29  8.16 999 1015.2  10.9  12.1 999.0 99.0
98 01 06 06 224 11.0 14.6  4.21 12.50  7.78 999 1015.5  11.0  12.1 999.0 99.0
98 01 06 07 199 10.9 15.3  4.20 14.29  7.86 999 1015.6  10.5  12.1 999.0 99.0
98 01 06 08 206 11.3 13.6  4.21 12.50  7.42 999 1015.3  11.4  12.1 999.0 99.0
98 01 06 09 212 10.6 18.5  4.19 14.29  7.58 999 1015.2  10.9  12.1 999.0 99.0
98 01 06 10 205 10.8 12.7  4.27 12.50  7.92 999 1014.6  11.0  12.1 999.0 99.0
98 01 06 11 196 13.0 17.6  4.16 12.50  7.69 999 1014.0  11.0  12.1 999.0 99.0
98 01 06 12 192 11.1 13.5  4.04 12.50  7.40 999 1013.6  10.9  12.1 999.0 99.0
98 01 06 13 172 11.9 17.5  4.08  7.69  7.13 999 1012.6  10.6  12.1 999.0 99.0
98 01 06 14 169 11.1 14.0  3.84 12.50  6.92 999 1012.3  10.6  12.2 999.0 99.0
98 01 06 15 175 10.8 14.0  4.16  7.69  7.13 999 1012.6  10.3  12.2 999.0 99.0
98 01 06 16 149 10.4 12.4  3.79  7.69  6.87 999 1012.5   9.0  12.2 999.0 99.0
98 01 06 17 162 14.1 17.1  3.87  7.69  6.96 999 1011.6   9.5  12.5 999.0 99.0
98 01 06 18 153 12.0 15.4  3.57  8.33  6.62 999 1012.0   9.3  12.5 999.0 99.0
98 01 06 19 142 11.1 13.6  3.77  9.09  7.12 999 1011.8   9.0  12.5 999.0 99.0
98 01 06 20 140 11.4 14.0  3.79 12.50  7.24 999 1010.5   9.0  12.5 999.0 99.0
98 01 06 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 06 22 151 12.9 15.6  3.76 10.00  6.86 999 1008.0   9.5  12.2 999.0 99.0
98 01 06 23 150 12.8 15.9  3.93 10.00  7.14 999 1007.5   9.0  12.1 999.0 99.0
98 01 07 00 176 16.3 20.1  5.88 11.11  8.59 999 1006.6  10.2  12.1 999.0 99.0
98 01 07 01 176 16.4 20.0  6.61 11.11  8.47 999 1006.7  11.0  12.2 999.0 99.0
98 01 07 02 180 14.6 20.2  6.39 11.11  8.61 999 1007.2  11.3  12.1 999.0 99.0
98 01 07 03 197 14.0 18.7  5.74 11.11  8.36 999 1007.3  11.7  12.1 999.0 99.0
98 01 07 04 194 14.4 17.4  6.01 12.50  8.33 999 1007.2  11.7  12.5 999.0 99.0
98 01 07 05 224  9.9 13.1  5.55 11.11  8.18 999 1008.2  12.1  12.6 999.0 99.0
98 01 07 06 270  5.5  7.4  5.09 11.11  8.23 999 1009.9  10.9  12.6 999.0 99.0
98 01 07 07 306  7.9 10.5  4.59 11.11  8.18 999 1011.2  10.7  12.5 999.0 99.0
98 01 07 08 308  7.3  9.9  4.43 11.11  7.72 999 1012.8  10.6  12.5 999.0 99.0
98 01 07 09 325  7.2  8.9  4.18 11.11  7.93 999 1013.6  10.5  12.5 999.0 99.0
98 01 07 10 298  6.7  8.9  3.97 11.11  7.72 999 1014.5   9.8  12.5 999.0 99.0
98 01 07 11 315  6.4  7.7  3.57 11.11  7.89 999 1015.7   9.7  12.5 999.0 99.0
98 01 07 12 320  8.4 10.7  3.27 11.11  7.60 999 1015.4   9.8  12.5 999.0 99.0
98 01 07 13 316  7.4  9.1  3.18 10.00  7.52 999 1015.7   9.5  12.5 999.0 99.0
98 01 07 14 306  5.9  7.6  3.39 11.11  7.90 999 1016.1   9.4  12.5 999.0 99.0
98 01 07 15 322  5.9  7.8  3.14 10.00  7.55 999 1016.4   9.0  12.5 999.0 99.0
98 01 07 16 307  5.6  7.9  3.16 11.11  7.62 999 1017.5   9.0  12.5 999.0 99.0
98 01 07 17 308  5.0  6.5  3.17 10.00  7.54 999 1018.3   8.9  12.5 999.0 99.0
98 01 07 18 305  5.3  8.1  3.09 10.00  7.40 999 1019.3   9.0  12.5 999.0 99.0
98 01 07 19 314  5.6  7.4  2.68 10.00  6.88 999 1020.1   9.0  12.5 999.0 99.0
98 01 07 20 310  5.2  6.7  2.59 10.00  6.87 999 1019.6   9.0  12.2 999.0 99.0
98 01 07 21 342  3.0  4.7  2.81 10.00  7.32 999 1019.2   9.4  12.2 999.0 99.0
98 01 07 22 325  3.3  4.8  2.84 10.00  7.34 999 1019.2   9.4  12.2 999.0 99.0
98 01 07 23 346  1.8  3.1  2.62 10.00  7.34 999 1019.0   9.7  12.2 999.0 99.0
98 01 08 00   2  2.5  4.3  2.39 10.00  7.58 999 1019.4   9.5  12.2 999.0 99.0
98 01 08 01 349  2.3  4.0  2.21 10.00  7.36 999 1019.6   9.0  12.2 999.0 99.0
98 01 08 02  13  2.8  4.1  2.17 10.00  7.47 999 1019.4   9.0  12.2 999.0 99.0
98 01 08 03 350  2.7  4.3  2.06 10.00  7.36 999 1019.4   9.0  12.2 999.0 99.0
98 01 08 04 350  2.9  4.2  2.05 10.00  7.69 999 1019.5   9.0  12.2 999.0 99.0
98 01 08 05   4  1.8  2.9  2.16 10.00  7.74 999 1019.0   9.0  12.4 999.0 99.0
98 01 08 06 331  1.0  2.0  2.07  9.09  7.77 999 1019.0   8.9  12.5 999.0 99.0
98 01 08 07 350  1.7  3.9  1.77 10.00  7.44 999 1018.9   9.0  12.5 999.0 99.0
98 01 08 08 354  2.5  3.8  2.09 10.00  7.98 999 1019.0   9.0  12.5 999.0 99.0
98 01 08 09 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 08 10 332  5.0  6.4  2.15  9.09  7.85 999 1018.5   8.9  12.5 999.0 99.0
98 01 08 11 356  3.4  4.3  2.15 10.00  7.92 999 1018.8   8.7  12.5 999.0 99.0
98 01 08 12  94  2.5  4.1  1.97 10.00  7.52 999 1018.1   8.6  12.5 999.0 99.0
98 01 08 13  77  3.3  4.7  1.91  9.09  7.44 999 1017.3   8.3  12.5 999.0 99.0
98 01 08 14  79  3.2  5.4  1.94 10.00  7.35 999 1016.4   8.2  12.5 999.0 99.0
98 01 08 15  77  4.4  5.6  1.72  9.09  7.15 999 1016.4   8.3  12.5 999.0 99.0
98 01 08 16  84  5.5  6.7  1.92 10.00  7.26 999 1016.2   7.9  12.5 999.0 99.0
98 01 08 17  71  5.9  7.6  1.73  9.09  6.92 999 1016.3   8.2  12.5 999.0 99.0
98 01 08 18 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 08 19  58  6.0  8.0  1.57 10.00  6.20 999 1016.2   8.6  12.5 999.0 99.0
98 01 08 20  74  5.5  6.6  1.61  9.09  6.55 999 1015.7   8.7  12.5 999.0 99.0
98 01 08 21  54  6.0  7.5  1.53 10.00  6.59 999 1014.8   9.0  12.5 999.0 99.0
98 01 08 22  59  6.2  7.8  1.51  9.09  6.62 999 1014.2   9.0  12.5 999.0 99.0
98 01 08 23  55  5.3  6.8  1.37 10.00  6.47 999 1014.0   9.0  12.5 999.0 99.0
98 01 09 00  46  5.7  7.3  1.53 11.11  7.04 999 1013.5   9.4  12.5 999.0 99.0
98 01 09 01  55  5.8  6.9  1.43  9.09  6.84 999 1013.0   9.5  12.2 999.0 99.0
98 01 09 02  69  6.2  7.6  1.37  9.09  6.39 999 1012.6   9.4  12.2 999.0 99.0
98 01 09 03  83  6.3  7.5  1.37  8.33  5.88 999 1012.1   9.0  12.2 999.0 99.0
98 01 09 04  98  5.6  7.2  1.33  9.09  6.01 999 1011.6   8.7  12.2 999.0 99.0
98 01 09 05  91  6.2  7.5  1.36  9.09  5.79 999 1010.8   8.7  12.2 999.0 99.0
98 01 09 06  95  6.4  7.8  1.35  9.09  5.54 999 1010.7   8.7  12.2 999.0 99.0
98 01 09 07 102  6.3  7.3  1.32  8.33  5.21 999 1010.5   8.8  12.2 999.0 99.0
98 01 09 08 109  5.3  6.7  1.26  8.33  5.42 999 1010.5   8.7  12.2 999.0 99.0
98 01 09 09  91  5.7  7.0  1.27 10.00  5.44 999 1009.8   8.7  12.2 999.0 99.0
98 01 09 10  92  5.2  6.3  1.28  8.33  5.43 999 1009.8   8.7  12.2 999.0 99.0
98 01 09 11  96  5.3  6.4  1.18 10.00  5.38 999 1009.6   8.7  12.2 999.0 99.0
98 01 09 12 102  5.6  6.5  1.15 20.00  5.52 999 1009.2   8.9  12.2 999.0 99.0
98 01 09 13  97  5.8  6.9  1.10 20.00  5.24 999 1008.4   8.6  12.2 999.0 99.0
98 01 09 14  92  4.8  6.1  1.26 20.00  5.96 999 1008.3   8.2  12.2 999.0 99.0
98 01 09 15  95  5.3  6.5  1.17 20.00  5.43 999 1007.9   8.4  12.2 999.0 99.0
98 01 09 16 105  4.5  5.4  1.32 20.00  5.90 999 1007.9   8.6  12.2 999.0 99.0
98 01 09 17  92  4.6  5.7  1.22 20.00  5.78 999 1008.1   8.2  12.2 999.0 99.0
98 01 09 18 100  5.1  6.4  1.31 20.00  6.05 999 1008.1   8.4  12.2 999.0 99.0
98 01 09 19 106  5.1  6.1  1.50 20.00  6.62 999 1008.1   8.6  12.2 999.0 99.0
98 01 09 20  92  4.7  5.8  1.56 20.00  7.30 999 1007.9   8.6  12.2 999.0 99.0
98 01 09 21  87  4.6  5.8  1.99 20.00  8.65 999 1007.2   8.6  12.2 999.0 99.0
98 01 09 22  95  4.9  6.2  2.13 12.50  8.82 999 1007.0   8.9  12.2 999.0 99.0
98 01 09 23  96  4.3  5.6  2.21 12.50  9.02 999 1006.8   9.3  12.2 999.0 99.0
98 01 10 00  93  3.5  4.8  2.13 11.11  8.96 999 1006.8   9.5  12.1 999.0 99.0
98 01 10 01  90  4.2  5.9  1.98 16.67  8.72 999 1006.6   9.7  12.2 999.0 99.0
98 01 10 02  90  4.1  5.2  2.10 16.67  9.00 999 1006.4   9.7  12.5 999.0 99.0
98 01 10 03  87  3.6  4.8  2.28 16.67  9.69 999 1006.2   9.5  12.5 999.0 99.0
98 01 10 04  88  3.0  4.3  1.87 16.67  8.91 999 1006.0   9.5  12.5 999.0 99.0
98 01 10 05 109  2.3  3.5  2.47 12.50 10.08 999 1005.9   9.7  12.2 999.0 99.0
98 01 10 06  88  2.2  3.2  2.05 16.67  9.58 999 1005.7   9.7  12.2 999.0 99.0
98 01 10 07 100  2.4  3.7  2.38 11.11  9.76 999 1005.8   9.5  12.2 999.0 99.0
98 01 10 08  82  2.2  3.1  2.20 16.67  9.50 999 1005.8   9.4  12.2 999.0 99.0
98 01 10 09  97  1.8  3.1  2.20 12.50  9.19 999 1005.9   9.1  12.2 999.0 99.0
98 01 10 10  82  1.4  2.5  2.41 11.11  9.48 999 1006.2   9.0  12.2 999.0 99.0
98 01 10 11  72   .7  1.5  2.38 11.11  9.55 999 1006.4   9.0  12.2 999.0 99.0
98 01 10 12  93   .1  1.2  2.27 11.11  9.42 999 1006.4   9.0  12.2 999.0 99.0
98 01 10 13  84   .8  2.0  2.26 11.11  9.55 999 1006.2   9.1  12.4 999.0 99.0
98 01 10 14  58   .8  1.7  2.31 11.11  9.64 999 1006.3   9.4  12.5 999.0 99.0
98 01 10 15  70  1.2  2.2  2.18 16.67 10.05 999 1006.3   9.4  12.2 999.0 99.0
98 01 10 16 106  1.6  2.6  2.35 11.11  9.80 999 1006.4   9.4  12.5 999.0 99.0
98 01 10 17 111  1.2  2.3  2.22 16.67 10.09 999 1007.0   9.4  12.5 999.0 99.0
98 01 10 18 129  2.3  3.1  2.33 16.67  9.64 999 1007.2   9.6  12.5 999.0 99.0
98 01 10 19 142  2.3  2.9  2.05 11.11  9.36 999 1007.8  10.0  12.5 999.0 99.0
98 01 10 20 149  2.8  4.1  2.22 14.29  9.65 999 1007.2  10.2  12.5 999.0 99.0
98 01 10 21 138  2.2  3.3  2.44 16.67 10.31 999 1007.0   9.7  12.5 999.0 99.0
98 01 10 22 131  3.0  3.8  2.25 14.29 10.19 999 1006.8   9.7  12.5 999.0 99.0
98 01 10 23 182  2.4  3.2  2.24 14.29  9.83 999 1006.9  10.6  12.5 999.0 99.0
98 01 11 00 243  5.8  7.2  2.39 16.67 10.01 999 1007.0  11.4  12.2 999.0 99.0
98 01 11 01 244  6.8  8.3  2.37 14.29  9.51 999 1007.1  11.7  12.2 999.0 99.0
98 01 11 02 240  6.9  8.4  2.01 14.29  7.49 999 1007.1  11.7  12.1 999.0 99.0
98 01 11 03 242  8.4 10.0  2.07 11.11  6.92 999 1007.0  11.8  12.2 999.0 99.0
98 01 11 04 243  9.1 10.5  2.23 12.50  6.84 999 1007.1  12.1  12.2 999.0 99.0
98 01 11 05 242  9.8 12.3  2.22 14.29  6.58 999 1006.9  11.7  12.2 999.0 99.0
98 01 11 06 243  7.6  9.4  2.36 14.29  6.11 999 1007.2  11.0  12.5 999.0 99.0
98 01 11 07 226  7.1  8.7  2.18 12.50  6.59 999 1007.1  11.3  12.5 999.0 99.0
98 01 11 08 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 11 09 204  8.8 11.0  2.19 12.50  6.43 999 1006.3  11.1  12.5 999.0 99.0
98 01 11 10 177  8.1  9.7  2.31 14.29  6.77 999 1005.0  11.0  12.5 999.0 99.0
98 01 11 11 177 11.3 13.7  2.33 11.11  6.18 999 1003.1  11.7  12.5 999.0 99.0
98 01 11 12 190 12.6 15.4  2.76 11.11  6.06 999 1001.4  12.1  12.5 999.0 99.0
98 01 11 13 250 11.5 14.0  3.23 11.11  6.51 999 1001.4  11.8  12.5 999.0 99.0
98 01 11 14 265 12.5 16.7  3.23 11.11  6.49 999 1001.6  11.8  12.5 999.0 99.0
98 01 11 15 261 12.3 15.0  3.18 11.11  6.35 999 1002.6  11.6  12.5 999.0 99.0
98 01 11 16 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 01 11 17 254 11.1 13.0  3.23 11.11  6.44 999 1004.5  11.7  12.5 999.0 99.0
98 01 11 18 260 11.5 13.8  3.48  6.67  6.39 999 1005.7  11.7  12.5 999.0 99.0
98 01 11 19 261 10.9 13.3  2.94  7.14  6.18 999 1006.9  11.7  12.5 999.0 99.0
98 01 11 20 257  9.1 10.9  2.95  8.33  6.26 999 1007.4  11.7  12.5 999.0 99.0
98 01 11 21 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
