YY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
98 05 15 23 229  4.3  5.7  4.13 12.50  8.98 999 1019.4  12.1  12.1 999.0 99.0
98 05 16 00 219  3.7  4.8  3.86 12.50  8.44 999 1019.3  11.9  12.1 999.0 99.0
98 05 16 01 214  3.6  4.9  3.33 12.50  8.03 999 1019.0  12.3  12.1 999.0 99.0
98 05 16 02 221  2.4  3.7  3.17 12.50  8.03 999 1018.6  11.4  12.3 999.0 99.0
98 05 16 03 245  1.8  3.0  3.31 11.11  8.48 999 1018.3  10.8  12.6 999.0 99.0
98 05 16 04 308   .9  2.0  3.05 12.50  8.15 999 1018.1  10.5  12.6 999.0 99.0
98 05 16 05 157  4.3  5.8  2.75 11.11  7.95 999 1018.2  10.2  12.6 999.0 99.0
98 05 16 06 197  5.0  6.4  2.82 11.11  8.15 999 1018.0   9.9  12.5 999.0 99.0
98 05 16 07 221  3.1  4.0  2.82 11.11  8.19 999 1017.7   9.8  12.6 999.0 99.0
98 05 16 08 225  1.2  2.2  2.42 11.11  8.06 999 1017.3   9.7  12.5 999.0 99.0
98 05 16 09 182  4.9  6.2  2.52 11.11  7.72 999 1016.8   9.4  12.3 999.0 99.0
98 05 16 10 179  3.1  4.0  2.32 11.11  7.92 999 1016.3   9.6  12.1 999.0 99.0
98 05 16 11  41  4.3  5.3  2.57 11.11  8.28 999 1016.0   9.6  12.1 999.0 99.0
98 05 16 12  23  1.9  2.8  2.31 11.11  7.93 999 1015.8   9.5  12.2 999.0 99.0
98 05 16 13  20   .1   .6  2.29 11.11  8.27 999 1015.4   9.4  12.1 999.0 99.0
98 05 16 14  17   .9  1.5  2.24 10.00  7.61 999 1015.6   9.9  12.1 999.0 99.0
98 05 16 15 359  1.5  2.4  2.20 10.00  7.98 999 1015.5   9.9  12.0 999.0 99.0
98 05 16 16  75  2.0  3.2  2.32 10.00  8.17 999 1015.4   8.8  12.0 999.0 99.0
98 05 16 17  86  2.6  3.5  1.98 10.00  7.59 999 1015.5   8.2  12.0 999.0 99.0
98 05 16 18  40  2.5  3.2  2.04 10.00  7.52 999 1015.5   9.2  12.0 999.0 99.0
98 05 16 19  29  1.8  2.6  2.34 10.00  7.83 999 1015.6  10.1  12.0 999.0 99.0
98 05 16 20 312  1.8  3.0  2.03 10.00  7.50 999 1015.6   9.7  12.1 999.0 99.0
98 05 16 21 289  3.3  5.1  2.09 10.00  7.40 999 1015.3   9.8  12.2 999.0 99.0
98 05 16 22 283  4.3  5.3  1.90 10.00  7.02 999 1015.4   9.0  12.4 999.0 99.0
98 05 16 23 261  5.9  7.2  1.90 10.00  7.14 999 1015.3   9.8  12.3 999.0 99.0
98 05 17 00 301  5.9  7.3  1.84 10.00  7.09 999 1015.3   9.9  12.4 999.0 99.0
98 05 17 01 297  6.1  7.5  1.76 10.00  6.69 999 1015.4   9.3  12.3 999.0 99.0
98 05 17 02 330  3.5  4.5  1.82 11.11  6.84 999 1015.5   9.2  12.3 999.0 99.0
98 05 17 03 315  2.7  3.7  1.92 10.00  7.04 999 1015.7   9.4  12.3 999.0 99.0
98 05 17 04 349  5.1  6.2  1.81 10.00  6.82 999 1015.9   9.6  12.2 999.0 99.0
98 05 17 05 345  5.4  6.2  1.78 10.00  7.06 999 9999.0 999.0  12.3 999.0 99.0
98 05 17 06 359  2.1  2.8  1.73 10.00  7.28 999 1017.3   9.4  12.4 999.0 99.0
98 05 17 07  44   .3   .7  1.74 10.00  7.32 999 1017.5   9.4  12.4 999.0 99.0
98 05 17 08 210  2.5  3.6  1.84  9.09  7.17 999 1017.8   9.6  12.3 999.0 99.0
98 05 17 09 210  2.2  2.8  1.82  9.09  6.87 999 1018.1   9.5  12.3 999.0 99.0
98 05 17 10 214  4.4  5.3  1.94 10.00  6.97 999 1018.1   9.9  12.3 999.0 99.0
98 05 17 11 232  2.7  3.6  1.99  9.09  6.37 999 1018.5  10.3  12.4 999.0 99.0
98 05 17 12 318  6.3  8.4  2.02  9.09  5.97 999 1018.6  11.7  12.3 999.0 99.0
98 05 17 13 319  6.4  7.6  2.12 10.00  5.77 999 1019.0  11.3  12.3 999.0 99.0
98 05 17 14 319  5.9  7.1  2.02 10.00  5.89 999 1020.0  11.5  12.3 999.0 99.0
98 05 17 15 290  5.8  7.3  2.01  9.09  5.89 999 1020.7  11.1  12.2 999.0 99.0
98 05 17 16 274  5.7  6.7  1.95  9.09  6.18 999 1021.5  12.6  12.4 999.0 99.0
98 05 17 17 300  6.8  8.8  1.91  9.09  6.23 999 1022.3  10.3  12.5 999.0 99.0
98 05 17 18 285  7.0  8.7  1.81  8.33  6.17 999 1022.8  11.1  12.5 999.0 99.0
98 05 17 19 250  3.6  5.2  1.70  8.33  6.48 999 1023.4  12.4  12.5 999.0 99.0
98 05 17 20 260  4.2  6.2  1.70  9.09  6.48 999 1023.7  12.4  12.3 999.0 99.0
98 05 17 21 288  6.4  8.1  1.98  6.67  6.47 999 1024.0  12.4  12.3 999.0 99.0
98 05 17 22 283  5.1  6.3  2.04  7.69  6.33 999 1024.3  12.7  12.4 999.0 99.0
98 05 17 23 260  4.2  5.2  2.01  8.33  6.25 999 1024.6  12.5  12.4 999.0 99.0
98 05 18 00 265  3.9  5.0  2.03  7.69  6.22 999 1024.6  12.1  12.4 999.0 99.0
98 05 18 01 264  4.2  4.9  1.81  8.33  6.33 999 1024.6  13.0  12.5 999.0 99.0
98 05 18 02 243  5.0  5.8  1.88  8.33  6.22 999 1024.6  13.1  12.6 999.0 99.0
98 05 18 03 258  4.6  5.6  1.82  7.69  6.31 999 1024.8  11.9  12.6 999.0 99.0
98 05 18 04 252  3.6  4.9  1.77  7.69  6.12 999 1024.9  11.8  12.5 999.0 99.0
98 05 18 05 254  2.7  3.4  1.83  8.33  6.20 999 1025.2  11.6  12.5 999.0 99.0
98 05 18 06 255  2.0  2.8  1.71  7.69  6.32 999 1025.4  11.5  12.3 999.0 99.0
98 05 18 07 256  2.4  3.3  1.74  7.69  6.37 999 1025.4  11.4  12.3 999.0 99.0
98 05 18 08 229  1.8  2.4  1.74  8.33  6.47 999 1025.2  11.3  12.3 999.0 99.0
98 05 18 09 217  2.4  2.9  1.84 16.67  7.08 999 1024.9  11.4  12.4 999.0 99.0
98 05 18 10 248  1.5  2.1  1.74 16.67  6.62 999 1024.5  11.2  12.3 999.0 99.0
98 05 18 11 301  1.3  2.1  1.78 16.67  6.73 999 1024.1  11.2  12.2 999.0 99.0
98 05 18 12 246  2.5  3.6  1.76 16.67  6.79 999 1023.7  10.2  12.3 999.0 99.0
98 05 18 13 243  1.0  1.5  1.57 16.67  6.79 999 1023.6  11.1  12.3 999.0 99.0
98 05 18 14 218   .8  1.5  1.88 16.67  8.23 999 1023.6  11.8  12.2 999.0 99.0
98 05 18 15 341  1.4  2.0  1.70 16.67  7.61 999 1023.5  13.8  12.2 999.0 99.0
98 05 18 16  54   .7  1.3  1.69 16.67  8.18 999 1023.3  13.3  12.3 999.0 99.0
98 05 18 17 129  2.2  2.9  1.93 16.67  8.64 999 1023.4  12.5  12.7 999.0 99.0
98 05 18 18 102  1.3  2.1  1.99 16.67  8.67 999 1023.0  12.3  12.9 999.0 99.0
98 05 18 19  53  1.1  1.9  1.96 14.29  9.10 999 1022.7  11.9  13.4 999.0 99.0
98 05 18 20 337  2.4  3.8  1.95 14.29  8.65 999 1022.1  12.2  13.6 999.0 99.0
98 05 18 21 329  4.4  5.5  2.37 14.29  9.76 999 1021.6  12.7  13.4 999.0 99.0
98 05 18 22 344  6.7  7.7  2.20 14.29  9.10 999 1020.9  13.4  13.2 999.0 99.0
98 05 18 23 338  7.8  9.2  2.50 14.29  9.40 999 1020.2  13.4  13.5 999.0 99.0
98 05 19 00 359  7.9  9.1  2.34 14.29  7.87 999 1019.6  13.3  13.4 999.0 99.0
98 05 19 01  10  8.5 10.0  2.73 14.29  8.22 999 1019.1  13.3  13.5 999.0 99.0
98 05 19 02 356  8.9 10.5  2.90 14.29  8.32 999 1018.4  13.4  13.4 999.0 99.0
98 05 19 03 347  9.7 11.0  2.51 14.29  7.49 999 1017.9  12.9  13.1 999.0 99.0
98 05 19 04 352  9.1 11.5  2.69 14.29  7.04 999 1017.7  12.3  13.0 999.0 99.0
98 05 19 05 354  9.4 11.0  2.82 14.29  7.15 999 1017.7  12.3  13.0 999.0 99.0
98 05 19 06 354  9.9 11.3  2.86 12.50  7.37 999 1017.5  12.3  12.9 999.0 99.0
98 05 19 07 351  9.6 11.7  2.64 14.29  6.96 999 1016.8  12.2  12.7 999.0 99.0
98 05 19 08 350  9.7 11.6  2.68 12.50  7.16 999 1016.4  12.2  12.7 999.0 99.0
98 05 19 09   7 10.0 12.0  2.77 14.29  7.36 999 1015.9  11.1  12.6 999.0 99.0
98 05 19 10 355  9.5 11.2  2.51 12.50  6.74 999 1015.3  11.8  12.5 999.0 99.0
98 05 19 11 353  9.2 11.4  2.56 14.29  7.01 999 1015.2  11.8  12.5 999.0 99.0
98 05 19 12 356  8.3  9.7  2.55 14.29  6.94 999 1015.1  11.8  12.4 999.0 99.0
98 05 19 13 360  8.0  9.2  2.53 12.50  7.03 999 1015.1  11.7  12.3 999.0 99.0
98 05 19 14 356  6.8  8.5  2.44 14.29  7.40 999 1015.6  11.8  12.3 999.0 99.0
98 05 19 15   2  5.0  6.3  2.50 14.29  7.59 999 1016.1  11.6  12.2 999.0 99.0
98 05 19 16 343  4.8  5.8  2.19 14.29  6.73 999 1016.2  12.2  12.2 999.0 99.0
98 05 19 17 339  4.8  5.8  2.20 14.29  7.18 999 1016.3  12.7  12.2 999.0 99.0
98 05 19 18 347  3.7  4.6  2.10 14.29  6.61 999 1016.5  13.9  12.3 999.0 99.0
98 05 19 19 345  5.1  6.1  2.17 12.50  6.84 999 1016.8  13.6  12.4 999.0 99.0
98 05 19 20 337  4.2  5.5  2.08 14.29  6.92 999 1016.9  13.0  12.5 999.0 99.0
98 05 19 21 333  5.2  6.2  2.17 12.50  6.53 999 1016.5  13.2  12.7 999.0 99.0
98 05 19 22 356  5.1  5.9  1.86 14.29  6.67 999 1016.6  13.5  12.8 999.0 99.0
98 05 19 23 352  7.3  8.4  1.93 12.50  6.51 999 1016.4  13.4  12.7 999.0 99.0
98 05 20 00   6  7.8  9.1  2.33 12.50  6.93 999 1016.4  13.0  12.7 999.0 99.0
98 05 20 01 344  8.2  9.6  2.18 12.50  6.79 999 1016.2  13.1  12.7 999.0 99.0
98 05 20 02 347  8.4 10.2  2.05 12.50  6.51 999 1015.8  13.8  12.7 999.0 99.0
98 05 20 03 346  8.2 10.1  2.24 12.50  6.76 999 1015.9  12.2  12.5 999.0 99.0
98 05 20 04 341  7.7  9.6  2.05 11.11  6.36 999 1015.9  12.0  12.3 999.0 99.0
98 05 20 05 354  8.3  9.8  2.02 10.00  6.21 999 1016.1  12.0  12.3 999.0 99.0
98 05 20 06 351  8.0  9.4  2.31 12.50  6.25 999 1016.1  12.0  12.3 999.0 99.0
98 05 20 07 344  7.2  8.6  2.25  7.14  6.22 999 1015.6  12.0  12.1 999.0 99.0
98 05 20 08 327  7.4  8.9  1.97 10.00  5.86 999 1015.1  11.9  12.0 999.0 99.0
98 05 20 09 328  7.6  9.0  2.00  6.67  6.06 999 1014.6  11.8  11.9 999.0 99.0
98 05 20 10 325  7.5  8.8  1.99  7.14  5.86 999 1014.2  11.8  11.9 999.0 99.0
98 05 20 11 326  8.1 10.4  1.99  6.67  5.58 999 1014.1  11.4  11.8 999.0 99.0
98 05 20 12 324  9.1 11.3  2.10  6.25  5.60 999 1013.6  11.1  11.8 999.0 99.0
98 05 20 13 318 10.1 12.0  2.27  6.67  5.56 999 1013.3  10.8  11.8 999.0 99.0
98 05 20 14 318  9.7 12.2  1.88  7.14  5.38 999 1013.4  11.0  11.8 999.0 99.0
98 05 20 15 320 10.9 13.0  2.10  6.25  5.44 999 1013.2  10.7  11.8 999.0 99.0
98 05 20 16 331 11.1 13.2  2.32  6.25  5.61 999 1013.3  11.1  11.9 999.0 99.0
98 05 20 17 340 10.6 12.1  2.50  6.67  5.64 999 1013.4  11.6  12.1 999.0 99.0
98 05 20 18 337 10.3 12.3  2.26  7.14  5.56 999 1013.7  11.4  12.1 999.0 99.0
98 05 20 19 336 10.2 11.9  2.40  7.69  5.65 999 1014.1  11.3  11.9 999.0 99.0
98 05 20 20 332  9.9 11.6  2.17  7.69  5.90 999 1014.4  11.3  11.9 999.0 99.0
98 05 20 21 326  8.6 10.4  2.35  7.69  6.08 999 1014.8  11.4  11.9 999.0 99.0
98 05 20 22 326  8.7 10.7  2.21  7.69  6.30 999 1015.1  11.2  11.8 999.0 99.0
98 05 20 23 315  8.6 10.1  2.30  7.69  6.12 999 1015.3  11.1  11.7 999.0 99.0
98 05 21 00 314  7.9  9.4  2.06  7.69  5.79 999 1015.7  11.0  11.5 999.0 99.0
98 05 21 01 307  7.3  9.3  2.46  7.69  6.21 999 1016.2  10.9  11.4 999.0 99.0
98 05 21 02 313  8.7 10.6  2.43  7.69  6.16 999 1016.2  10.9  11.2 999.0 99.0
98 05 21 03 303  8.2 10.0  2.31  7.69  5.85 999 1016.6  10.9  11.2 999.0 99.0
98 05 21 04 309  7.6  9.4  2.32  7.69  5.87 999 1017.1  10.8  11.2 999.0 99.0
98 05 21 05 305  7.9  9.3  2.38  7.69  5.96 999 1017.6  10.9  11.2 999.0 99.0
98 05 21 06 302  7.7  9.2  2.39  7.14  5.97 999 1018.0  10.8  11.3 999.0 99.0
98 05 21 07 297  8.9 10.9  2.35  7.69  5.78 999 1018.0  10.6  11.3 999.0 99.0
98 05 21 08 307  7.5  9.0  2.31  7.14  5.76 999 1018.8  10.6  11.4 999.0 99.0
98 05 21 09 303  6.0  7.4  2.20  7.14  6.06 999 1018.9  10.5  11.4 999.0 99.0
98 05 21 10 293  5.9  6.8  2.13  7.69  6.11 999 1019.3  10.4  11.5 999.0 99.0
98 05 21 11 274  5.7  6.9  1.99 11.11  6.42 999 1019.6  10.3  11.6 999.0 99.0
98 05 21 12 291  5.1  6.2  1.98 11.11  6.46 999 1020.1  10.1  11.7 999.0 99.0
98 05 21 13 261  4.3  5.3  1.95  7.69  6.59 999 1019.9  10.2  11.7 999.0 99.0
98 05 21 14 265  2.8  3.4  1.91 10.00  6.82 999 1020.2  11.0  11.7 999.0 99.0
98 05 21 15 254  3.4  4.7  2.02 10.00  7.08 999 1020.8  11.4  11.7 999.0 99.0
98 05 21 16 245  2.8  3.4  1.96 10.00  7.13 999 1021.3  12.0  11.7 999.0 99.0
98 05 21 17 234  3.4  4.1  1.82  9.09  7.03 999 1021.3  12.4  11.6 999.0 99.0
98 05 21 18 229  2.7  3.4  1.84 10.00  6.87 999 1021.7  14.2  11.7 999.0 99.0
98 05 21 19 208  3.0  3.9  1.84 11.11  6.80 999 1021.8  13.9  11.9 999.0 99.0
98 05 21 20 220  3.6  4.3  1.74 11.11  6.62 999 1022.1  13.8  12.1 999.0 99.0
98 05 21 21 200  3.5  4.2  1.65 11.11  6.66 999 1022.0  12.7  12.2 999.0 99.0
98 05 21 22 221  4.0  4.8  1.88 11.11  6.92 999 1022.0  12.3  12.4 999.0 99.0
98 05 21 23 219  4.4  5.5  1.61 11.11  6.39 999 1021.9  12.3  12.4 999.0 99.0
98 05 22 00 208  3.5  4.4  1.56 11.11  6.57 999 1022.1  12.8  12.4 999.0 99.0
98 05 22 01 200  3.2  3.9  1.65 11.11  7.06 999 1022.0  12.6  12.5 999.0 99.0
98 05 22 02 193  2.7  3.4  1.72 11.11  7.57 999 1021.9  12.2  12.7 999.0 99.0
98 05 22 03 177  2.7  3.2  1.61 11.11  7.22 999 1021.9  12.0  12.7 999.0 99.0
98 05 22 04 169  3.4  4.5  1.68 11.11  7.49 999 1021.6  11.9  12.7 999.0 99.0
98 05 22 05 182  3.8  4.7  1.46 11.11  7.36 999 1021.3  11.9  12.6 999.0 99.0
98 05 22 06 195  3.7  4.5  1.29 12.50  7.06 999 1021.1  11.8  12.6 999.0 99.0
98 05 22 07 204  4.3  5.1  1.44 11.11  7.29 999 1020.9  11.8  12.6 999.0 99.0
98 05 22 08 200  5.1  6.2  1.53 11.11  7.29 999 1020.5  11.7  12.4 999.0 99.0
98 05 22 09 200  4.4  5.4  1.44 11.11  6.79 999 1020.3  11.5  12.6 999.0 99.0
98 05 22 10 193  4.9  5.7  1.44 11.11  6.76 999 1020.0  11.4  12.3 999.0 99.0
98 05 22 11 174  5.3  6.5  1.28 11.11  6.18 999 1019.5  11.5  12.3 999.0 99.0
98 05 22 12 183  5.4  6.2  1.27 11.11  6.07 999 1019.4  11.7  12.4 999.0 99.0
98 05 22 13 171  5.8  7.1  1.25 11.11  6.21 999 1019.2  11.6  12.3 999.0 99.0
98 05 22 14 166  6.4  7.7  1.34 11.11  6.10 999 1019.1  11.0  12.3 999.0 99.0
98 05 22 15 182  7.5  8.9  1.50 11.11  6.37 999 1018.8  10.7  12.3 999.0 99.0
98 05 22 16 178  6.9  8.2  1.45 10.00  5.95 999 1018.8  10.7  12.4 999.0 99.0
98 05 22 17 174  7.6  8.9  1.64 11.11  5.96 999 1018.8  11.0  12.4 999.0 99.0
98 05 22 18 184  7.5  9.5  1.54 10.00  5.66 999 1018.7  11.6  12.4 999.0 99.0
98 05 22 19 180  7.4  8.7  1.49 11.11  5.47 999 1018.6  11.9  12.4 999.0 99.0
98 05 22 20 178  7.2  8.5  1.53 11.11  5.99 999 1018.6  12.5  12.4 999.0 99.0
98 05 22 21 182  6.6  8.1  1.39 11.11  5.74 999 1018.4  12.5  12.4 999.0 99.0
98 05 22 22 190  6.8  7.8  1.32 10.00  5.77 999 1018.2  12.7  12.3 999.0 99.0
98 05 22 23 207  6.2  7.3  1.29 11.11  5.95 999 1018.1  12.8  12.3 999.0 99.0
98 05 23 00 203  6.1  7.7  1.43 11.11  6.52 999 1017.7  12.2  12.5 999.0 99.0
98 05 23 01 202  5.1  6.1  1.44 11.11  6.83 999 1017.3  12.6  12.6 999.0 99.0
98 05 23 02 204  4.9  5.9  1.31 11.11  6.32 999 1017.1  12.0  12.6 999.0 99.0
98 05 23 03 210  4.8  5.6  1.51 11.11  6.64 999 1016.9  11.9  12.4 999.0 99.0
98 05 23 04 198  4.3  5.5  1.49 10.00  6.59 999 1016.8  11.6  12.4 999.0 99.0
98 05 23 05 186  4.4  5.5  1.53 11.11  6.73 999 1016.7  11.7  12.1 999.0 99.0
98 05 23 06 181  5.0  6.0  1.64 10.00  7.14 999 1016.4  11.7  12.1 999.0 99.0
98 05 23 07 185  5.2  6.2  1.68  9.09  7.02 999 1016.2  11.7  12.1 999.0 99.0
98 05 23 08 187  5.7  6.7  1.78 11.11  7.01 999 1016.0  11.6  12.2 999.0 99.0
98 05 23 09 184  5.8  7.0  1.73 10.00  6.82 999 1015.6  11.6  12.2 999.0 99.0
98 05 23 10 182  5.3  6.2  1.64 10.00  6.42 999 1015.5  11.7  12.3 999.0 99.0
98 05 23 11 193  5.4  6.3  1.58 10.00  6.65 999 1015.3  11.9  12.2 999.0 99.0
98 05 23 12 192  5.2  6.3  1.76 11.11  7.11 999 1015.2  11.9  12.0 999.0 99.0
98 05 23 13 180  5.5  6.5  1.73 10.00  6.78 999 1015.1  12.0  12.0 999.0 99.0
98 05 23 14 183  6.2  7.8  1.69 10.00  6.56 999 1015.2  12.0  12.0 999.0 99.0
98 05 23 15 181  6.0  7.3  1.68 10.00  6.44 999 1015.4  11.9  12.3 999.0 99.0
98 05 23 16 179  6.6  8.1  1.63 10.00  6.23 999 1015.4  12.5  12.3 999.0 99.0
98 05 23 17 182  6.7  8.1  1.65 10.00  6.03 999 1015.5  12.5  12.3 999.0 99.0
98 05 23 18 178  8.3 10.2  1.68  9.09  5.84 999 1015.3  13.2  12.2 999.0 99.0
98 05 23 19 181  7.5  9.5  1.70 10.00  5.74 999 1015.6  13.4  12.2 999.0 99.0
98 05 23 20 180  8.0  9.6  1.63  9.09  5.64 999 1015.6  13.8  12.2 999.0 99.0
98 05 23 21 183  8.0  9.8  1.64 10.00  5.61 999 1015.6  13.7  12.4 999.0 99.0
98 05 23 22 186  7.6  9.0  1.81  9.09  5.69 999 1015.6  13.8  12.5 999.0 99.0
98 05 23 23 192  7.3  8.7  1.77  9.09  5.69 999 1015.5  13.6  12.6 999.0 99.0
98 05 24 00 181  7.2  8.8  1.79  9.09  5.66 999 1015.4  13.7  12.7 999.0 99.0
98 05 24 01 175  6.9  7.8  1.61  9.09  5.72 999 1015.1  13.2  12.6 999.0 99.0
98 05 24 02 187  5.3  6.5  1.65 10.00  5.86 999 1014.7  12.7  12.6 999.0 99.0
98 05 24 03 176  5.6  6.5  1.54  9.09  5.86 999 1014.7  13.0  12.6 999.0 99.0
98 05 24 04 170  6.3  7.4  1.58  9.09  5.76 999 1014.5  12.6  12.6 999.0 99.0
98 05 24 05 161  5.9  7.5  1.59  9.09  5.94 999 1014.3  12.6  12.5 999.0 99.0
98 05 24 06 175  8.4  9.9  1.60  9.09  5.73 999 1013.9  12.8  12.5 999.0 99.0
98 05 24 07 187  7.2  8.9  1.69  9.09  5.45 999 1013.5  12.2  12.4 999.0 99.0
98 05 24 08 180  8.2 10.6  1.60 10.00  5.41 999 1013.1  12.6  12.4 999.0 99.0
98 05 24 09 182  8.9 10.8 99.00 99.00 99.00 999 1012.6 999.0  12.4 999.0 99.0
98 05 24 10 179  9.6 11.6  1.72  9.09  5.36 999 1012.2  12.2  12.3 999.0 99.0
98 05 24 11 181  9.5 11.1  1.98  9.09  5.50 999 1011.8  12.2  12.3 999.0 99.0
98 05 24 12 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0
98 05 24 13 188 12.7 15.1  2.29  5.56  5.42 999 1011.3  11.7  12.3 999.0 99.0
98 05 24 14 280  7.4  8.7  2.51  6.25  5.82 999 1012.0  11.2  12.3 999.0 99.0
98 05 24 15 291  6.8  8.4  2.57  7.69  5.99 999 1012.6  10.8  12.3 999.0 99.0
98 05 24 16 284  5.2  6.8  2.48  7.14  6.13 999 1013.5  10.0  12.3 999.0 99.0
98 05 24 17 281  2.4  3.3  2.31  7.14  6.11 999 1013.5  11.6  12.3 999.0 99.0
98 05 24 18 244  2.5  3.5  2.23  7.14  6.27 999 1014.0  11.9  12.4 999.0 99.0
98 05 24 19 231  2.2  3.4  2.23 10.00  6.78 999 1014.4  13.4  12.5 999.0 99.0
98 05 24 20 196  3.5  4.2  2.32 11.11  7.40 999 1014.7  12.5  12.6 999.0 99.0
98 05 24 21 244  2.4  5.2  2.32 16.67  7.85 999 1015.0  11.0  12.6 999.0 99.0
98 05 24 22 244  3.0  4.1  2.76 14.29  9.14 999 1014.8  13.2  12.7 999.0 99.0
98 05 24 23 242  3.6  4.6  3.13 14.29  9.91 999 1014.8  13.0  12.8 999.0 99.0
98 05 25 00 225  4.4  5.5  3.34 12.50  9.73 999 1014.8  12.8  12.7 999.0 99.0
98 05 25 01 216  3.1  4.8  3.74 14.29 10.15 999 1014.7  12.8  12.7 999.0 99.0
98 05 25 02 197  5.7  6.7  3.36 14.29  9.31 999 1014.5  11.9  12.8 999.0 99.0
98 05 25 03 223  5.2  6.7  3.92 14.29  9.74 999 1014.5  12.2  12.7 999.0 99.0
98 05 25 04 226  5.5  6.9  4.29 14.29  9.92 999 1014.4  11.4  12.7 999.0 99.0
98 05 25 05 224  6.3  7.6  4.27 12.50  9.42 999 1014.6  11.3  12.7 999.0 99.0
98 05 25 06 240  5.4  6.9  4.00 12.50  8.90 999 1014.4  11.0  12.5 999.0 99.0
98 05 25 07 234  4.4  6.0  3.57 14.29  8.52 999 1014.4  10.8  12.4 999.0 99.0
98 05 25 08 227  4.3  5.7  3.88 12.50  8.89 999 1014.2  11.1  12.4 999.0 99.0
98 05 25 09 263  4.6  6.5  3.11 14.29  8.06 999 1014.0  10.9  12.4 999.0 99.0
98 05 25 10 218  2.8  4.1  3.00 12.50  8.44 999 1013.9   9.9  12.4 999.0 99.0
98 05 25 11 255  5.2  7.2  2.74 12.50  8.76 999 1013.6  10.6  12.5 999.0 99.0
98 05 25 12 269  5.3  7.1  2.70 12.50  9.06 999 1013.4  10.7  12.5 999.0 99.0
98 05 25 13 265  4.2  5.8  2.58 12.50  8.94 999 1013.8  10.8  12.5 999.0 99.0
98 05 25 14 263  2.7  4.4  2.77 12.50  9.26 999 1013.9  12.2  12.6 999.0 99.0
98 05 25 15 267  3.1  4.8  3.34 12.50  9.89 999 1013.9  12.0  12.6 999.0 99.0
98 05 25 16  69  1.6  3.5  2.79 12.50  9.02 999 1014.0  10.5  12.6 999.0 99.0
98 05 25 17  32   .9  2.2  3.15 12.50  9.33 999 1014.1  11.5  12.9 999.0 99.0
98 05 25 18 188  2.0  4.7  2.93 12.50  8.60 999 1014.2   9.8  12.7 999.0 99.0
98 05 25 19 232  2.3  3.5  2.85 10.00  8.11 999 1014.2  12.8  12.8 999.0 99.0
98 05 25 20 215  1.9  3.1  2.92 12.50  7.79 999 1014.3  12.6  12.9 999.0 99.0
98 05 25 21 196  2.3  4.2  3.37 11.11  7.98 999 1014.7  10.2  12.5 999.0 99.0
98 05 25 22 220  3.2  4.2  2.99 11.11  7.61 999 1014.7  11.8  12.6 999.0 99.0
98 05 25 23 223  2.7  5.8  2.59 11.11  7.11 999 1014.7  12.4  12.7 999.0 99.0
98 05 26 00 310  2.2  3.4  2.76 11.11  7.30 999 1014.8  11.5  12.7 999.0 99.0
98 05 26 01 178  5.4  7.6  2.45 11.11  7.13 999 1014.8  10.8  12.8 999.0 99.0
98 05 26 02 142  1.6  2.7  2.66 11.11  7.66 999 1014.5  11.3  12.9 999.0 99.0
98 05 26 03 186   .5  1.9  2.44 11.11  7.59 999 1014.6  10.8  13.0 999.0 99.0
98 05 26 04 132  1.1  2.0  2.36 11.11  7.62 999 1014.6  10.2  12.9 999.0 99.0
98 05 26 05 150  1.2  2.2  2.21 11.11  7.72 999 1014.6  10.4  13.0 999.0 99.0
98 05 26 06 170  1.2  2.0  2.08 11.11  7.78 999 1014.3  10.4  13.0 999.0 99.0
98 05 26 07 189  1.3  2.5  2.18 11.11  8.40 999 1014.1  10.2  12.9 999.0 99.0
98 05 26 08 120  1.0  2.3  2.19 11.11  8.52 999 1013.8  10.2  12.9 999.0 99.0
98 05 26 09 134   .9  2.1  1.93 11.11  8.08 999 1013.6  10.2  12.8 999.0 99.0
98 05 26 10 109  1.6  3.1  2.07 11.11  8.34 999 1013.3  10.3  12.6 999.0 99.0
98 05 26 11 128  2.4  3.6  1.99 11.11  8.18 999 1013.3  10.1  12.6 999.0 99.0
98 05 26 12 122   .9  2.0  2.06 10.00  8.25 999 1013.1   9.6  12.6 999.0 99.0
98 05 26 13  84  1.0  2.2  2.05 10.00  8.12 999 1012.9   9.8  12.4 999.0 99.0
98 05 26 14 108  2.1  3.3  2.17 11.11  8.51 999 1012.6  11.8  12.4 999.0 99.0
98 05 26 15 106   .9  2.2  2.12 11.11  8.04 999 1012.2  12.9  12.4 999.0 99.0
98 05 26 16  55  1.0  2.1  2.17 10.00  7.90 999 1012.0  12.1  12.5 999.0 99.0
98 05 26 17 100  1.9  3.1  2.16 10.00  7.27 999 1012.0  12.4  12.7 999.0 99.0
98 05 26 18  90  1.0  2.0  2.05 10.00  7.21 999 1011.8  12.2  12.9 999.0 99.0
98 05 26 19   5   .5  1.5  2.11 10.00  7.58 999 1011.7  12.9  13.2 999.0 99.0
98 05 26 20 313  5.9  7.0  2.05 10.00  7.45 999 1011.7  11.7  13.6 999.0 99.0
98 05 26 21 285  4.1  5.0  1.79 11.11  7.56 999 1011.6  12.5  13.5 999.0 99.0
