#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 04 17 07 50   9  8.0  9.4  1.81 11.43  6.46 299 1028.1   9.5  10.0 999.0 99.0 99.00
2008 04 17 08 50  14  7.8  9.3  1.95 10.81  6.52 307 1028.1   9.4   9.9 999.0 99.0 99.00
2008 04 17 09 50  17  7.7  9.5  1.89 10.00  6.42 290 1027.7   9.4   9.9 999.0 99.0 99.00
2008 04 17 10 50   1  7.9  9.3  2.11  9.09  6.62 298 1027.6   9.2   9.9 999.0 99.0 99.00
2008 04 17 11 50  20  7.5  9.1  1.96 10.81  6.30 309 1027.6   9.3   9.9 999.0 99.0 99.00
2008 04 17 12 50  24  8.2  9.4  2.01 10.81  6.48 305 1027.3   9.4   9.9 999.0 99.0 99.00
2008 04 17 13 50  20  7.6  8.7  1.88 10.81  6.27 292 1027.3   9.5   9.8 999.0 99.0 99.00
2008 04 17 14 50  27  6.4  7.4  1.93 10.00  6.46 294 1027.5   9.4   9.8 999.0 99.0 99.00
2008 04 17 15 50  27  5.7  6.5  1.98 10.00  6.75 300 1027.7   9.2   9.9 999.0 99.0 99.00
2008 04 17 16 50  18  5.4  6.4  1.83 11.43  6.73 298 1027.7   9.5   9.9 999.0 99.0 99.00
2008 04 17 17 50 355  6.1  7.5  1.87 10.81  7.22 301 1028.0   9.1   9.8 999.0 99.0 99.00
2008 04 17 18 50   1  8.0  9.2  1.89 10.81  6.40 300 1027.6   8.7   9.8 999.0 99.0 99.00
2008 04 17 19 50   6  8.0  9.5  1.93  9.09  6.00 298 1027.4   8.7   9.8 999.0 99.0 99.00
2008 04 17 20 50 359  8.1  9.3  2.04 10.00  6.21 312 1027.0   9.3   9.9 999.0 99.0 99.00
2008 04 17 21 50   2  9.0 10.6  2.01  9.09  6.16 305 1027.1   9.2  10.0 999.0 99.0 99.00
2008 04 17 22 50 360  9.8 11.8  2.12 11.43  6.20 310 1026.7   8.9  10.0 999.0 99.0 99.00
2008 04 17 23 50   3  9.3 10.9  2.32 11.43  6.35 307 1026.4   9.0   9.9 999.0 99.0 99.00
2008 04 18 00 50   5  9.4 11.4  2.12 11.43  6.32 312 1025.9   9.3   9.8 999.0 99.0 99.00
2008 04 18 01 50   5 10.1 12.1  2.16 10.81  6.15 303 1025.4   9.0   9.6 999.0 99.0 99.00
2008 04 18 02 50   1  9.0 11.0  2.26 12.12  5.95 308 1025.1   9.0   9.5 999.0 99.0 99.00
2008 04 18 03 50 348  8.8 10.4  2.17 10.81  6.08 297 1025.1   9.0   9.4 999.0 99.0 99.00
2008 04 18 04 50 354  8.5 10.1 99.00 99.00 99.00 999 1025.4   8.9   9.4 999.0 99.0 99.00
2008 04 18 05 50 352  6.7  7.8 99.00 99.00 99.00 999 1025.2   8.8   9.4 999.0 99.0 99.00
2008 04 18 06 50 360  6.7  7.8  2.48 11.43  6.97 305 1025.2   7.3   9.3 999.0 99.0 99.00
2008 04 18 07 50 339  9.8 12.0  2.27 12.12  6.42 309 1024.7   8.1   9.3 999.0 99.0 99.00
2008 04 18 08 50 343  9.1 11.2  2.64 10.81  6.64 304 1024.5   8.0   9.2 999.0 99.0 99.00
2008 04 18 09 50 345  8.8 10.6  2.60 10.00  6.39 318 1024.6   7.5   9.2 999.0 99.0 99.00
2008 04 18 10 50 333  8.9 11.1  2.71 10.81  6.50 316 1024.3   7.2   9.2 999.0 99.0 99.00
2008 04 18 11 50 346  9.5 11.3  2.33 10.81  6.40 312 1024.1   7.3   9.1 999.0 99.0 99.00
2008 04 18 12 50 325  5.3  7.4  2.35 10.81  6.42 311 1024.0   7.2   9.1 999.0 99.0 99.00
2008 04 18 13 50 353  7.0  8.5  2.37 11.43  6.24 311 1024.2   7.1   9.1 999.0 99.0 99.00
2008 04 18 14 50  15  6.8  8.5  2.42 11.43  6.25 316 1024.6   6.6   9.1 999.0 99.0 99.00
2008 04 18 15 50 308  4.3  6.1  2.50 12.12  6.72 309 1024.6   6.9   9.0 999.0 99.0 99.00
2008 04 18 16 50 316  6.8  8.7  2.56 11.43  6.83 304 1024.1   6.9   9.1 999.0 99.0 99.00
2008 04 18 17 50 323  6.9  8.8  2.78 12.12  7.21 317 1023.9   7.1   9.1 999.0 99.0 99.00
2008 04 18 18 50 273  4.9  6.1  2.47 11.43  6.87 307 1023.8   7.3   9.1 999.0 99.0 99.00
2008 04 18 19 50 286  5.0  6.3  2.75 12.90  7.50 322 1023.5   7.2   9.4 999.0 99.0 99.00
2008 04 18 20 50 287 11.3 13.4  3.03 12.12  7.63 306 1022.8   6.7   9.5 999.0 99.0 99.00
2008 04 18 21 50 286  7.6 11.0  2.98 11.43  7.34 311 1022.7   6.0   9.5 999.0 99.0 99.00
2008 04 18 22 50 341  5.3  7.9  3.16 12.12  7.64 321 1022.2   6.5   9.5 999.0 99.0 99.00
2008 04 18 23 50 317 10.0 12.6  3.58 11.43  7.81 318 1021.2   7.2   9.5 999.0 99.0 99.00
2008 04 19 00 50 311 10.0 11.8 99.00 99.00 99.00 999 1020.9   7.2   9.5 999.0 99.0 99.00
2008 04 19 01 50 321  8.5 10.5  3.60 10.81  7.29 319 1020.4   7.3   9.4 999.0 99.0 99.00
2008 04 19 02 50 326  8.3 10.1  3.84 13.79  7.59 324 1020.1   7.3   9.3 999.0 99.0 99.00
2008 04 19 03 50 326  9.4 12.3  3.82 11.43  7.53 304 1019.8   6.9   9.0 999.0 99.0 99.00
2008 04 19 04 50 331  8.2 10.2 99.00 99.00 99.00 999 1019.7   7.0   9.0 999.0 99.0 99.00
2008 04 19 05 50 299  6.0  7.7 99.00 99.00 99.00 999 1019.2   6.4   9.0 999.0 99.0 99.00
2008 04 19 06 50 260  4.8  6.4  3.81 12.90  8.06 326 1018.6   6.3   8.9 999.0 99.0 99.00
2008 04 19 07 50 307  7.7 10.4 99.00 99.00 99.00 999 1017.8   6.8   8.9 999.0 99.0 99.00
2008 04 19 08 50 312 11.2 14.0  4.04 12.90  8.40 317 1017.3   5.8   8.9 999.0 99.0 99.00
2008 04 19 09 50 255  6.9  9.9  3.99 12.90  8.28 313 1016.9   5.5   8.9 999.0 99.0 99.00
2008 04 19 10 50 276  6.6  8.0  4.18 11.43  8.54 313 1016.2   6.5   8.8 999.0 99.0 99.00
2008 04 19 11 50 335  8.3 10.3  4.50 12.12  8.59 321 1015.6   6.5   8.7 999.0 99.0 99.00
2008 04 19 12 50 313  9.0 10.9  4.89 12.12  8.64 316 1015.3   6.2   8.5 999.0 99.0 99.00
2008 04 19 13 50 335  8.6 10.6  4.88 11.43  8.65 309 1015.5   5.7   8.4 999.0 99.0 99.00
2008 04 19 14 50 303  4.6  7.2  5.37 12.90  9.13 324 1015.5   5.2   8.4 999.0 99.0 99.00
2008 04 19 15 50 325  7.0  8.6  4.56 12.90  8.37 316 1015.1   5.8   8.4 999.0 99.0 99.00
2008 04 19 16 50 313  5.2  7.5  4.36 10.81  8.46 316 1014.9   6.2   8.5 999.0 99.0 99.00
2008 04 19 17 50 276  6.9  8.3  4.35 12.90  8.68 325 1015.0   7.0   8.6 999.0 99.0 99.00
2008 04 19 18 50 300  8.6 10.8  4.01 12.90  8.25 319 1014.9   6.2   8.6 999.0 99.0 99.00
2008 04 19 19 50 276  7.2  9.3  4.04 11.43  8.26 322 1014.7   6.8   8.8 999.0 99.0 99.00
2008 04 19 20 50 282  7.8  9.5  3.66 10.81  7.82 316 1014.5   6.6   8.9 999.0 99.0 99.00
2008 04 19 21 50 277  9.0 11.0  3.62 11.43  7.76 329 1014.6   6.2   8.9 999.0 99.0 99.00
2008 04 19 22 50 279  6.3  8.3  3.70 12.12  8.10 319 1014.9   6.1   9.0 999.0 99.0 99.00
2008 04 19 23 50 297  4.9  6.5  3.99 11.43  8.02 323 1015.1   6.0   9.0 999.0 99.0 99.00
2008 04 20 00 50 301  4.8  6.8  3.45 11.43  7.73 322 1015.1   6.3   9.0 999.0 99.0 99.00
2008 04 20 01 50 298  8.2 10.5  3.41 10.00  7.68 311 1014.7   7.0   8.9 999.0 99.0 99.00
2008 04 20 02 50   5  3.2  4.6  3.42 10.00  7.50 326 1014.9   5.5   8.9 999.0 99.0 99.00
2008 04 20 03 50 315  3.8  7.9  3.44 12.12  7.75 323 1015.3   4.8   8.9 999.0 99.0 99.00
2008 04 20 04 50 317  6.6  8.7  3.37 10.81  7.75 317 1015.1   6.5   8.8 999.0 99.0 99.00
2008 04 20 05 50   6  2.3  3.6  3.10 10.81  7.43 318 1015.0   5.7   8.8 999.0 99.0 99.00
2008 04 20 06 50 278  3.5  4.7  3.47 11.43  8.02 314 1015.0   4.9   8.8 999.0 99.0 99.00
2008 04 20 07 50 211  1.7  3.0  3.00 12.12  7.75 305 1015.0   5.3   8.8 999.0 99.0 99.00
2008 04 20 08 50 156  4.1  6.0  3.23 11.43  8.01 321 1014.9   5.2   8.7 999.0 99.0 99.00
2008 04 20 09 50 232  7.4  9.0  3.27 10.81  8.01 314 1014.8   5.2   8.6 999.0 99.0 99.00
2008 04 20 10 50 276  5.1  7.9  3.24 10.00  7.72 320 1014.8   4.1   8.6 999.0 99.0 99.00
2008 04 20 11 50 282  3.8  5.8  3.37 11.43  7.94 316 1015.0   4.3   8.6 999.0 99.0 99.00
2008 04 20 12 50 314  6.3  7.8  3.47 11.43  7.87 313 1015.2   4.2   8.6 999.0 99.0 99.00
2008 04 20 13 50 333  5.7  7.8  2.99 11.43  7.53 309 1015.8   4.1   8.6 999.0 99.0 99.00
2008 04 20 14 50 329  5.0  6.3  3.26 11.43  8.01 310 1016.3   4.5   8.6 999.0 99.0 99.00
2008 04 20 15 50 320  5.0  6.5  3.08 11.43  8.25 312 1016.9   5.1   8.7 999.0 99.0 99.00
2008 04 20 16 50 325  3.7  5.1  3.15 10.81  8.46 314 1017.5   5.2   8.7 999.0 99.0 99.00
2008 04 20 17 50 292  4.0  5.4  2.82 11.43  8.28 314 1018.2   5.3   8.8 999.0 99.0 99.00
2008 04 20 18 50 277  3.0  4.2  2.52 10.81  7.74 314 1018.6   5.7   9.1 999.0 99.0 99.00
2008 04 20 19 50 241  3.2  4.5  2.58 11.43  7.91 316 1018.8   5.8   9.0 999.0 99.0 99.00
2008 04 20 20 50 195  3.5  4.4  2.68 11.43  8.12 307 1019.0   5.8   9.2 999.0 99.0 99.00
2008 04 20 21 50 194  2.6  4.3  2.52 10.81  7.74 327 1019.3   6.6   9.3 999.0 99.0 99.00
2008 04 20 22 50 281  7.3  9.0  2.78 10.00  7.77 315 1019.4   7.2   9.4 999.0 99.0 99.00
2008 04 20 23 50 288  7.2  9.0  2.64 10.81  7.38 326 1019.8   7.1   9.4 999.0 99.0 99.00
2008 04 21 00 50 269  5.9  7.3  2.65 10.81  7.24 320 1020.1   7.0   9.1 999.0 99.0 99.00
2008 04 21 01 50 281  5.6  6.7  2.50 10.00  7.18 316 1020.1   6.7   9.2 999.0 99.0 99.00
2008 04 21 02 50 232  7.3  8.8  2.91 10.81  7.42 307 1019.9   6.3   9.2 999.0 99.0 99.00
2008 04 21 03 50 219  4.4  5.5  2.39  9.09  6.69 323 1019.8   6.1   9.2 999.0 99.0 99.00
2008 04 21 04 50 241  5.9  9.5 99.00 99.00 99.00 999 1020.0   5.2   9.2 999.0 99.0 99.00
2008 04 21 05 50 258  2.5  3.8  2.28 10.00  7.05 320 1019.8   5.2   9.2 999.0 99.0 99.00
2008 04 21 06 50 232  1.9  2.7  2.07  9.09  6.89 321 1019.4   5.7   9.2 999.0 99.0 99.00
2008 04 21 07 50 241  0.8  1.5  2.10 10.00  7.06 318 1019.2   6.0   9.2 999.0 99.0 99.00
2008 04 21 08 50 265  5.5  7.1  1.95 10.00  6.61 316 1018.5   6.5   9.2 999.0 99.0 99.00
2008 04 21 09 50 232  5.2  6.4  1.93 10.00  6.24 317 1018.2   5.4   9.1 999.0 99.0 99.00
2008 04 21 10 50 225  5.2  6.3  1.80 10.00  6.08 314 1018.1   5.8   9.2 999.0 99.0 99.00
2008 04 21 11 50 225  4.4  5.6  1.72  9.09  6.16 317 1018.1   5.7   9.1 999.0 99.0 99.00
2008 04 21 12 50 203  4.3  5.9  1.73 10.00  6.37 318 1017.6   6.0   9.1 999.0 99.0 99.00
2008 04 21 13 50 217 11.3 13.8  1.48  9.09  5.82 319 1017.0   5.3   9.2 999.0 99.0 99.00
2008 04 21 14 50 184  7.1  8.5  1.68  8.33  5.66 323 1017.6   5.2   9.2 999.0 99.0 99.00
2008 04 21 15 50 163  8.7 10.4  1.65  9.09  5.85 324 1017.6   5.4   9.1 999.0 99.0 99.00
2008 04 21 16 50 161  8.5 10.5  1.61  9.09  5.60 321 1017.4   5.8   9.2 999.0 99.0 99.00
2008 04 21 17 50 159  7.8  9.6  1.65  9.09  5.41 328 1017.6   5.6   9.2 999.0 99.0 99.00
2008 04 21 18 50 193  7.7  9.3  1.64  8.33  5.42 317 1017.8   6.6   9.3 999.0 99.0 99.00
2008 04 21 19 50 193  8.2 10.0  1.60  9.09  5.25 328 1017.6   6.1   9.3 999.0 99.0 99.00
2008 04 21 20 50 200  8.1 10.4  1.56  8.33  5.31 315 1017.6   6.9   9.3 999.0 99.0 99.00
2008 04 21 21 50 208  9.3 11.4  1.73  7.69  5.53 318 1018.0   7.0   9.4 999.0 99.0 99.00
2008 04 21 22 50 227  9.0 12.1  1.55  8.33  5.06 326 1017.9   6.9   9.4 999.0 99.0 99.00
2008 04 21 23 50 202  9.2 12.3  1.63  9.09  5.23 322 1017.5   7.0   9.4 999.0 99.0 99.00
2008 04 22 00 50 242  7.8  9.8  1.57  8.33  5.16 327 1017.5   6.3   9.3 999.0 99.0 99.00
2008 04 22 01 50 206  6.8  8.4  1.52  5.56  5.36 221 1017.2   7.0   9.3 999.0 99.0 99.00
2008 04 22 02 50 201  6.4  7.6  1.64  7.69  5.61 308 1016.7   6.6   9.3 999.0 99.0 99.00
2008 04 22 03 50 202  2.6  4.5  1.52  6.67  5.81 293 1016.5   6.4   9.3 999.0 99.0 99.00
2008 04 22 04 50 173  2.6  3.5  1.81  7.14  5.90 186 1016.2   6.3   9.2 999.0 99.0 99.00
2008 04 22 05 50 175  6.6  8.5  1.78  7.14  6.09 179 1015.4   6.9   9.3 999.0 99.0 99.00
2008 04 22 06 50 155  8.4 11.8  1.53  7.14  5.42 220 1014.3   7.0   9.3 999.0 99.0 99.00
2008 04 22 07 50 158  9.9 11.7  2.24  7.14  5.51 177 1013.5   7.0   9.4 999.0 99.0 99.00
2008 04 22 08 50 141  9.3 11.7  2.04  6.67  5.30 180 1012.2   6.7   9.3 999.0 99.0 99.00
2008 04 22 09 50 131  9.7 11.4  1.96  7.69  5.40 199 1011.1   6.4   9.3 999.0 99.0 99.00
2008 04 22 10 50 144 10.9 14.0  1.94  7.69  5.22 196 1010.0   7.0   9.3 999.0 99.0 99.00
2008 04 22 11 50 161 11.8 14.1  2.93  8.33  6.07 200 1009.4   7.4   9.2 999.0 99.0 99.00
2008 04 22 12 50 180 14.6 18.5  3.72  9.09  6.56 201 1008.5   8.6   9.1 999.0 99.0 99.00
2008 04 22 13 50 176 13.6 16.7  4.24 10.00  6.80 199 1008.5   8.7   9.0 999.0 99.0 99.00
2008 04 22 14 50 176 13.1 16.1  4.69 10.00  7.32 204 1008.5   9.0   8.9 999.0 99.0 99.00
2008 04 22 15 50 176 11.7 14.8  3.57 10.00  6.58 206 1008.2   9.0   8.9 999.0 99.0 99.00
2008 04 22 16 50 152  8.6 10.6  3.31 10.00  6.62 198 1007.7   8.4   8.9 999.0 99.0 99.00
2008 04 22 17 50 138  8.7 10.4  3.22 10.00  7.17 199 1007.3   8.0   8.9 999.0 99.0 99.00
2008 04 22 18 50 140  7.9  9.9  2.72 10.00  6.77 193 1007.1   8.4   8.9 999.0 99.0 99.00
2008 04 22 19 50 151  8.5 10.5  2.89  9.09  7.21 190 1006.6   8.5   9.0 999.0 99.0 99.00
2008 04 22 20 50 158  6.8 10.5  2.79 10.00  7.11 192 1006.5   8.5   9.0 999.0 99.0 99.00
2008 04 22 21 50 198  3.1  5.6  2.72  9.09  7.18 189 1006.4   8.6   9.0 999.0 99.0 99.00
2008 04 22 22 50 195  4.2  5.3  2.83 10.00  6.96 195 1006.1   8.7   9.0 999.0 99.0 99.00
2008 04 22 23 50 159  7.2  8.8  2.54 10.00  6.85 194 1005.5   8.7   8.9 999.0 99.0 99.00
2008 04 23 00 50 170  9.4 11.8  2.55  9.09  6.65 194 1005.3   9.1   9.0 999.0 99.0 99.00
2008 04 23 01 50 169  9.5 11.8  2.40  9.09  6.07 188 1004.8   8.9   9.0 999.0 99.0 99.00
2008 04 23 02 50 192  8.9 11.0  2.62  8.33  6.35 196 1005.0   8.2   9.1 999.0 99.0 99.00
2008 04 23 03 50 179  7.9  9.5  2.44  9.09  5.94 195 1005.6   8.7   9.0 999.0 99.0 99.00
2008 04 23 04 50 188 10.6 13.5  2.31  9.09  5.79 201 1006.0   8.6   9.0 999.0 99.0 99.00
2008 04 23 05 50 178 11.3 13.9  2.50  9.09  5.61 194 1005.7   8.7   8.9 999.0 99.0 99.00
2008 04 23 06 50 176 14.4 17.0  2.61  8.33  5.33 208 1005.1   8.6   8.8 999.0 99.0 99.00
2008 04 23 07 50 181 16.0 18.6  3.08  7.69  5.42 203 1004.7   8.4   8.8 999.0 99.0 99.00
2008 04 23 08 50 181 16.6 20.6  3.60  7.69  5.99 196 1004.1   8.5   8.9 999.0 99.0 99.00
2008 04 23 09 50 198 15.8 19.9  4.81  8.33  6.63 202 1004.2   7.7   8.9 999.0 99.0 99.00
2008 04 23 10 50 208 12.1 14.9  4.39 10.00  6.82 218 1005.1   7.6   8.9 999.0 99.0 99.00
2008 04 23 11 50 206 11.5 13.7  3.84  9.09  6.74 215 1005.6   7.9   8.9 999.0 99.0 99.00
2008 04 23 12 50 211 11.7 15.0  3.81 10.00  7.05 212 1005.7   8.2   8.9 999.0 99.0 99.00
2008 04 23 13 50 209 12.0 14.6  3.42 10.00  6.57 225 1006.2   8.6   8.8 999.0 99.0 99.00
2008 04 23 14 50 213 12.2 15.4  3.56  9.09  6.69 203 1006.7   8.3   8.8 999.0 99.0 99.00
2008 04 23 15 50 212 14.0 17.4  3.27  9.09  6.28 192 1006.9   8.7   8.8 999.0 99.0 99.00
2008 04 23 16 50 200 14.1 17.3  3.45  9.09  6.58 198 1007.0   8.5   8.8 999.0 99.0 99.00
2008 04 23 17 50 197 14.9 18.1  3.78  8.33  6.54 219 1007.4   8.4   8.8 999.0 99.0 99.00
2008 04 23 18 50 199 13.9 16.7  3.88  8.33  6.61 222 1008.5   8.2   8.8 999.0 99.0 99.00
2008 04 23 19 50 207 12.8 15.8  4.09  9.09  6.70 221 1009.1   7.4   8.8 999.0 99.0 99.00
2008 04 23 20 50 213  9.1 11.1  3.68  9.09  6.58 229 1010.2   7.5   8.8 999.0 99.0 99.00
2008 04 23 21 50 213  8.5  9.9  3.37  8.33  6.49 221 1010.9   8.2   8.8 999.0 99.0 99.00
2008 04 23 22 50 249  6.4  7.9  3.13  8.33  6.48 219 1011.8   8.4   8.8 999.0 99.0 99.00
2008 04 23 23 50 262  8.1  9.4  2.75  8.33  6.17 223 1012.7   9.1   8.9 999.0 99.0 99.00
2008 04 24 00 50 283  9.2 11.2  2.69  8.33  6.07 224 1014.1   7.6   8.8 999.0 99.0 99.00
2008 04 24 01 50 278  9.3 11.1  2.60  8.33  5.93 229 1015.0   8.7   8.8 999.0 99.0 99.00
2008 04 24 02 50 283  7.8  9.5  2.46  8.33  5.96 226 1016.2   8.7   8.8 999.0 99.0 99.00
2008 04 24 03 50 303  6.2  7.5 99.00 99.00 99.00 999 1017.6   8.8   8.8 999.0 99.0 99.00
2008 04 24 04 50 296  5.3  6.5  2.65  7.69  6.21 259 1019.1   8.8   8.8 999.0 99.0 99.00
2008 04 24 05 50 291  4.3  5.6  2.62  7.69  6.16 249 1020.1   8.9   8.8 999.0 99.0 99.00
2008 04 24 06 50 273  5.9  7.2  2.44  8.33  6.07 241 1020.8   9.0   8.8 999.0 99.0 99.00
2008 04 24 07 50 269  7.9  9.2  2.30  8.33  6.21 252 1021.9   8.8   8.8 999.0 99.0 99.00
2008 04 24 08 50 270  7.7  8.9  2.19 11.43  6.16 270 1022.9   8.7   8.8 999.0 99.0 99.00
2008 04 24 09 50 265  5.3  6.7  2.24  8.33  6.36 259 1023.4   8.5   8.8 999.0 99.0 99.00
2008 04 24 10 50 251  5.5  6.7  2.19 10.00  6.33 267 1024.2   8.5   8.8 999.0 99.0 99.00
2008 04 24 11 50 247  5.4  7.1  2.22  7.14  6.50 261 1024.8   8.5   8.8 999.0 99.0 99.00
2008 04 24 12 50 256  6.7  7.9  2.06 10.00  6.62 269 1025.4   8.4   8.8 999.0 99.0 99.00
2008 04 24 13 50 262  5.7  6.8  2.10  7.69  6.58 273 1026.2   8.4   8.8 999.0 99.0 99.00
2008 04 24 14 50 251  4.7  5.8  1.92 10.81  6.49 266 1027.1   8.5   8.7 999.0 99.0 99.00
2008 04 24 15 50 238  3.2  4.0  1.94 10.00  6.41 268 1027.7   8.6   8.8 999.0 99.0 99.00
2008 04 24 16 50 222  5.5  6.6  1.93 10.00  6.47 267 1028.0   8.6   8.8 999.0 99.0 99.00
2008 04 24 17 50 229  4.9  6.1  1.77 11.43  6.15 276 1028.3   8.8   8.9 999.0 99.0 99.00
2008 04 24 19 50 256  7.1  8.5  1.72 11.43  6.08 287 1028.8   7.9   9.0 999.0 99.0 99.00
2008 04 24 20 50 236  4.7  5.9  1.79 11.43  6.07 279 1028.9   8.2   9.0 999.0 99.0 99.00
2008 04 24 21 50 241  2.3  3.1  1.71 10.81  5.86 271 1029.4   8.4   9.1 999.0 99.0 99.00
2008 04 24 22 50 194  1.8  2.5  1.71 11.43  5.97 273 1029.1   8.6   9.4 999.0 99.0 99.00
2008 04 24 23 50 272  4.4  5.1  1.48 10.81  5.99 274 1029.1   8.8   9.3 999.0 99.0 99.00
2008 04 25 00 50 268  2.8  3.5  1.48 11.43  5.81 292 1028.8   8.8   9.1 999.0 99.0 99.00
2008 04 25 01 50 255  1.3  1.9  1.32 10.81  5.69 282 1028.6   8.6   9.3 999.0 99.0 99.00
2008 04 25 02 50 261  2.5  3.5  1.37 10.81  5.88 285 1028.5   8.6   9.2 999.0 99.0 99.00
2008 04 25 03 50 247  1.7  2.4  1.35 10.81  6.29 279 1028.7   8.5   9.1 999.0 99.0 99.00
2008 04 25 04 50  34  2.5  3.4  1.34 10.81  6.18 275 1028.9   7.9   8.9 999.0 99.0 99.00
2008 04 25 05 50 105  1.5  2.0  1.30 10.00  6.49 272 1028.9   7.8   8.8 999.0 99.0 99.00
2008 04 25 06 50 149  1.0  1.4  1.28 10.00  6.47 282 1029.0   7.9   8.8 999.0 99.0 99.00
2008 04 25 07 50 236  2.4  3.0  1.27 10.00  6.26 278 1028.8   8.0   8.8 999.0 99.0 99.00
2008 04 25 08 50 237  1.0  1.4  1.23 10.00  6.27 280 1029.0   8.1   8.8 999.0 99.0 99.00
2008 04 25 09 50 179  0.3  0.6  1.26 10.00  6.18 278 1028.7   7.9   8.9 999.0 99.0 99.00
2008 04 25 10 50 216  1.1  1.5  1.25 10.00  6.27 270 1028.8   8.1   8.8 999.0 99.0 99.00
2008 04 25 11 50 150  1.5  2.0  1.20 10.00  6.04 286 1028.8   8.0   8.8 999.0 99.0 99.00
2008 04 25 12 50 139  3.2  3.9  1.17  5.56  5.73 285 1028.5   7.7   8.8 999.0 99.0 99.00
2008 04 25 13 50 147  2.3  3.2  1.14 10.00  5.78 295 1028.9   7.7   8.8 999.0 99.0 99.00
2008 04 25 14 50 148  2.1  2.7  1.11  5.88  5.70 299 1029.5   7.8   8.8 999.0 99.0 99.00
2008 04 25 15 50 129  1.7  2.3  1.08  8.33  5.69 276 1029.7   7.6   8.8 999.0 99.0 99.00
2008 04 25 16 50  93  1.4  2.0  0.97 10.00  5.65 294 1029.7   7.9   8.9 999.0 99.0 99.00
2008 04 25 17 50  80  1.8  2.2  1.00 13.79  5.86 257 1030.2   7.9   9.0 999.0 99.0 99.00
2008 04 25 18 50  42  1.4  2.0  0.90  9.09  5.95 287 1030.1   8.5   9.6 999.0 99.0 99.00
2008 04 25 19 50 356  2.3  3.1  0.85 13.79  6.31 324 1030.0   8.9  10.1 999.0 99.0 99.00
2008 04 25 20 50 339  3.2  3.9  0.79  6.67  6.32 310 1029.9   8.9  10.1 999.0 99.0 99.00
2008 04 25 21 50 341  4.3  5.2  0.80 13.79  6.53 296 1029.5   9.1  10.2 999.0 99.0 99.00
2008 04 25 22 50   1  4.2  4.9  0.79  7.14  6.70 283 1028.9   9.3   9.9 999.0 99.0 99.00
2008 04 25 23 50  11  4.3  5.1  0.81 13.79  6.74 265 1028.6   9.3   9.8 999.0 99.0 99.00
2008 04 26 00 50  21  5.2  5.9  0.88 12.90  6.39 267 1028.3   9.1   9.6 999.0 99.0 99.00
2008 04 26 01 50  26  5.3  6.2  0.91 12.90  5.91 281 1028.0   9.0   9.6 999.0 99.0 99.00
2008 04 26 02 50  32  5.5  6.3  0.90 12.90  5.38 268 1027.7   8.9   9.6 999.0 99.0 99.00
2008 04 26 03 50  40  5.3  6.2  0.83  6.67  5.06 314 1027.8   9.0   9.4 999.0 99.0 99.00
2008 04 26 04 50  46  4.8  5.4  0.87  6.67  4.94 325 1028.1   9.1   9.2 999.0 99.0 99.00
2008 04 26 05 50  53  4.5  5.1  0.92 13.79  5.26 262 1027.9   9.2   9.2 999.0 99.0 99.00
2008 04 26 06 50  52  2.8  3.9  0.90 12.90  5.28 262 1027.4   9.2   9.1 999.0 99.0 99.00
2008 04 26 07 50  42  2.8  3.3  0.95 12.90  5.65 271 1027.2   9.2   9.1 999.0 99.0 99.00
2008 04 26 08 50  71  2.0  2.6  0.87 12.90  5.54 290 1026.8   9.3   9.1 999.0 99.0 99.00
2008 04 26 09 50 153  0.5  0.7  0.80 12.90  5.53 265 1026.6   9.2   9.1 999.0 99.0 99.00
2008 04 26 10 50 240  0.4  0.9  0.84 12.90  5.92 262 1026.6   8.9   9.1 999.0 99.0 99.00
2008 04 26 11 50  71  0.8  1.2  0.83 13.79  6.01 285 1026.6   9.0   9.1 999.0 99.0 99.00
2008 04 26 12 50 102  2.9  3.7  0.83 13.79  6.63 255 1026.4   9.4   9.1 999.0 99.0 99.00
2008 04 26 13 50 110  2.8  3.5  0.77 12.90  6.47 258 1026.6   9.7   9.2 999.0 99.0 99.00
2008 04 26 14 50 103  5.4  6.3  0.83 12.90  6.48 255 1026.8  10.0   9.3 999.0 99.0 99.00
2008 04 26 15 50  93  2.0  2.5  0.76 12.90  6.39 259 1027.0  10.0   9.4 999.0 99.0 99.00
2008 04 26 16 50 103  2.6  3.2  0.76 11.43  6.78 261 1026.5  10.0   9.6 999.0 99.0 99.00
2008 04 26 17 50 136  1.3  1.7  0.87 12.12  6.75 272 1026.7  10.5   9.9 999.0 99.0 99.00
2008 04 26 18 50 242  0.1  0.4  0.85 12.12  6.54 262 1026.8  11.0  10.4 999.0 99.0 99.00
2008 04 26 19 50 303  1.3  1.6  0.91 12.90  6.94 273 1026.5  11.4  10.6 999.0 99.0 99.00
2008 04 26 20 50 303  2.4  2.9  0.93 12.12  7.08 260 1026.0  11.5  10.8 999.0 99.0 99.00
2008 04 26 21 50 310  3.0  3.5  0.89 12.12  6.93 267 1025.5  11.3  10.7 999.0 99.0 99.00
2008 04 26 22 50 309  3.4  4.2  0.94  6.67  6.52 232 1025.3  11.3  10.7 999.0 99.0 99.00
