#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 01 22 50 224 11.7 13.7  4.23  8.33  7.21 219 1006.4  10.6   9.6 999.0 99.0 99.00
2009 01 01 23 50 213 10.7 13.2  4.16  8.33  7.06 203 1005.6  10.6   9.7 999.0 99.0 99.00
2009 01 02 00 50 228  9.2 11.8  3.81  9.09  6.90 197 1004.9  10.6   9.7 999.0 99.0 99.00
2009 01 02 01 50 240  6.3  8.6  3.70 10.81  7.02 261 1003.6  10.3   9.7 999.0 99.0 99.00
2009 01 02 02 50 211 13.2 16.4  4.00 10.81  7.00 263 1001.6  10.6   9.7 999.0 99.0 99.00
2009 01 02 03 50 206 15.2 18.2 99.00 99.00 99.00 999  999.8  10.8   9.7 999.0 99.0 99.00
2009 01 02 04 50 202 14.5 18.4  4.31  8.33  6.64 209  998.3  10.8   9.7 999.0 99.0 99.00
2009 01 02 05 50 196 14.0 16.9  4.45  7.69  6.79 212  997.0  10.7   9.7 999.0 99.0 99.00
2009 01 02 06 50 198 15.4 18.9  4.60  7.69  6.77 206  995.0  10.6   9.7 999.0 99.0 99.00
2009 01 02 07 50 199 17.4 21.2 99.00 99.00 99.00 999  992.6  11.0   9.7 999.0 99.0 99.00
2009 01 02 08 50 344 14.2 18.2  4.50  8.33  7.00 196  996.0   5.7   9.7 999.0 99.0 99.00
2009 01 02 09 50 347 13.1 17.1  4.46  9.09  6.86 244  998.7   5.3   9.6 999.0 99.0 99.00
2009 01 02 10 50 339 12.5 15.7  4.42  8.33  6.87 208 1001.6   6.4   9.6 999.0 99.0 99.00
2009 01 02 11 50 329 12.9 15.3 99.00 99.00 99.00 999 1003.9   7.1   9.6 999.0 99.0 99.00
2009 01 02 12 50 317 11.4 13.7  3.57  7.69  6.58 223 1006.0   7.8   9.6 999.0 99.0 99.00
2009 01 02 13 50 319 10.2 12.8  3.92  9.09  7.09 229 1007.9   7.6   9.6 999.0 99.0 99.00
2009 01 02 14 50 322  8.4 10.4  3.28 10.00  6.86 258 1009.6   7.6   9.6 999.0 99.0 99.00
2009 01 02 15 50 323  7.5  8.7  3.34 10.00  7.10 260 1011.0   7.5   9.5 999.0 99.0 99.00
2009 01 02 16 50 311  6.6  9.4 99.00 99.00 99.00 999 1012.4   7.5   9.5 999.0 99.0 99.00
2009 01 02 17 50 301  8.3 10.1  2.72  9.09  6.95 238 1013.8   6.6   9.5 999.0 99.0 99.00
2009 01 02 18 50 261  7.4  9.1  2.74 10.00  7.36 264 1014.5   6.5   9.5 999.0 99.0 99.00
2009 01 02 19 50 263  4.0  5.3  2.67 10.00  7.00 273 1014.9   5.9   9.5 999.0 99.0 99.00
2009 01 02 20 50 325 10.0 12.3  2.82  9.09  6.95 260 1014.9   6.1   9.5 999.0 99.0 99.00
2009 01 02 21 50 321  5.1  7.2  2.90  9.09  7.00 273 1015.3   6.5   9.5 999.0 99.0 99.00
2009 01 02 22 50 320  7.0  8.9  2.86  8.33  6.72 257 1015.7   6.8   9.5 999.0 99.0 99.00
2009 01 02 23 50 323  7.1  9.0  3.04  9.09  6.89 272 1016.4   6.8   9.5 999.0 99.0 99.00
2009 01 03 00 50 343  5.9  8.0  2.81  9.09  6.51 262 1017.3   6.0   9.5 999.0 99.0 99.00
2009 01 03 01 50 316  6.0  7.2  2.80  8.33  6.50 281 1017.8   6.6   9.5 999.0 99.0 99.00
2009 01 03 02 50 320  9.3 11.1 99.00 99.00 99.00 999 1018.4   5.7   9.5 999.0 99.0 99.00
2009 01 03 03 50 357  0.3  1.0 99.00 99.00 99.00 999 1019.1   5.8   9.5 999.0 99.0 99.00
2009 01 03 04 50 224  0.3  1.4  2.95  9.09  6.87 267 1019.3   6.2   9.4 999.0 99.0 99.00
2009 01 03 05 50 311  0.8  1.5  2.94 10.00  7.06 275 1019.7   5.9   9.4 999.0 99.0 99.00
2009 01 03 06 50 259  5.2  6.7 99.00 99.00 99.00 999 1020.1   6.4   9.4 999.0 99.0 99.00
2009 01 03 07 50 266  5.0  7.0  2.42 10.00  6.90 261 1020.6   6.5   9.4 999.0 99.0 99.00
2009 01 03 08 50 271  4.8  6.1  2.43  9.09  7.25 267 1021.1   6.6   9.4 999.0 99.0 99.00
2009 01 03 09 50 265  4.9  6.5  2.44 10.00  7.12 265 1020.9   6.6   9.4 999.0 99.0 99.00
2009 01 03 10 50 265  3.4  4.7  2.19  9.09  7.04 275 1021.4   6.7   9.4 999.0 99.0 99.00
2009 01 03 11 50 235  5.3  7.0  1.97 10.00  7.05 272 1021.7   6.5   9.4 999.0 99.0 99.00
2009 01 03 12 50  63  0.8  1.6  1.98 10.00  7.15 276 1022.4   5.6   9.4 999.0 99.0 99.00
2009 01 03 13 50 211  2.6  4.7  2.01  9.09  7.24 284 1022.4   5.8   9.4 999.0 99.0 99.00
2009 01 03 14 50 161  1.7  2.7  2.00 10.00  7.13 272 1022.7   6.4   9.4 999.0 99.0 99.00
2009 01 03 15 50 161  3.5  5.1  1.98  9.09  6.93 280 1023.1   6.5   9.4 999.0 99.0 99.00
2009 01 03 16 50 175  4.7  5.9  2.07 10.00  6.63 276 1023.7   6.3   9.4 999.0 99.0 99.00
2009 01 03 17 50 170  7.4  8.8  2.23  9.09  6.60 272 1024.5   6.2   9.4 999.0 99.0 99.00
2009 01 03 18 50 157  7.5  8.8  2.35  9.09  6.57 272 1024.9   6.1   9.4 999.0 99.0 99.00
2009 01 03 19 50 160  5.8  7.9  2.27  9.09  6.61 282 1024.7   6.1   9.5 999.0 99.0 99.00
2009 01 03 20 50 162  6.2  8.4  2.42  8.33  6.81 282 1024.1   6.7   9.5 999.0 99.0 99.00
2009 01 03 21 50 179  4.6  5.6  2.31  8.33  7.04 276 1023.9   6.8   9.5 999.0 99.0 99.00
2009 01 03 22 50 177  5.5  6.4  2.10  8.33  6.79 284 1023.9   7.1   9.4 999.0 99.0 99.00
2009 01 03 23 50 185  4.4  5.7  2.11  9.09  6.80 277 1024.2   7.3   9.4 999.0 99.0 99.00
2009 01 04 00 50 208  3.5  4.5  1.85  9.09  7.01 287 1024.3   7.0   9.5 999.0 99.0 99.00
2009 01 04 01 50 177  2.9  3.8  1.74 10.00  7.18 279 1024.0   7.1   9.5 999.0 99.0 99.00
2009 01 04 02 50 170  4.0  5.0  1.73  9.09  7.18 297 1024.1   7.2   9.4 999.0 99.0 99.00
2009 01 04 03 50 230  1.3  2.2  1.69  9.09  7.42 286 1024.2   6.7   9.4 999.0 99.0 99.00
2009 01 04 04 50 157  3.8  4.9  1.74  9.09  7.82 285 1024.1   7.1   9.4 999.0 99.0 99.00
2009 01 04 05 50 132  3.0  4.3  1.82  9.09  7.88 289 1024.4   6.8   9.4 999.0 99.0 99.00
2009 01 04 06 50 130  5.9  7.0  1.78  9.09  7.68 290 1023.4   6.3   9.4 999.0 99.0 99.00
2009 01 04 07 50 143  5.1  6.3  1.90  9.09  7.45 287 1023.4   6.5   9.4 999.0 99.0 99.00
2009 01 04 08 50 144  5.1  6.2  1.93  9.09  7.31 297 1022.7   6.2   9.3 999.0 99.0 99.00
2009 01 04 09 50 143  4.7  5.8  2.01  9.09  7.28 288 1021.9   6.1   9.4 999.0 99.0 99.00
2009 01 04 10 50 149  3.7  5.0  2.14  9.09  7.57 304 1021.8   6.5   9.4 999.0 99.0 99.00
2009 01 04 11 50 133  4.7  6.1  1.93  8.33  7.30 284 1021.4   6.1   9.4 999.0 99.0 99.00
2009 01 04 12 50 131  4.4  6.0  2.04  9.09  7.35 298 1020.9   5.9   9.4 999.0 99.0 99.00
2009 01 04 13 50 130  6.5  8.2  2.17  9.09  7.49 292 1019.9   5.6   9.4 999.0 99.0 99.00
2009 01 04 14 50 144  7.2  8.5  1.92  9.09  6.74 285 1019.4   5.8   9.4 999.0 99.0 99.00
2009 01 04 15 50 145  6.9  8.3  2.12 10.00  7.12 300 1019.0   6.3   9.4 999.0 99.0 99.00
2009 01 04 16 50 158  9.2 11.0  2.05 10.00  6.58 293 1018.7   6.4   9.4 999.0 99.0 99.00
2009 01 04 17 50 169 10.0 11.6  1.91 10.81  5.66 299 1018.3   6.5   9.4 999.0 99.0 99.00
2009 01 04 18 50 167 11.3 13.9  1.90 10.00  5.51 297 1017.5   6.6   9.4 999.0 99.0 99.00
2009 01 04 19 50 177 10.9 13.0  2.01 10.00  5.48 292 1017.5   6.5   9.4 999.0 99.0 99.00
2009 01 04 20 50 166 11.9 14.4  2.10  5.00  5.37 175 1015.5   7.1   9.4 999.0 99.0 99.00
2009 01 04 21 50 176 12.0 14.7  2.10 10.81  5.28 286 1014.7   8.0   9.5 999.0 99.0 99.00
2009 01 04 22 50 170 17.2 20.9  2.46  5.56  5.18 184 1010.7   7.4   9.5 999.0 99.0 99.00
2009 01 04 23 50 180 16.1 20.6  3.17  6.67  5.55 196 1012.2   8.0   9.5 999.0 99.0 99.00
2009 01 05 00 50 178 17.5 21.3  3.33  6.67  5.61 202 1010.5   7.4   9.4 999.0 99.0 99.00
2009 01 05 01 50 179 18.5 22.6  4.09  7.14  6.10 203 1009.3   6.9   9.4 999.0 99.0 99.00
2009 01 05 02 50 185 18.3 22.8  4.64  8.33  6.54 209 1008.6   7.4   9.4 999.0 99.0 99.00
2009 01 05 03 50 186 18.4 23.8 99.00 99.00 99.00 999 1007.2   7.8   9.4 999.0 99.0 99.00
2009 01 05 04 50 192 19.0 23.5  6.28  9.09  7.63 208 1006.5   8.3   9.4 999.0 99.0 99.00
2009 01 05 05 50 200 17.4 22.4  5.94  9.09  7.38 206 1006.9   8.8   9.4 999.0 99.0 99.00
2009 01 05 06 50 203 17.3 20.9  7.29 10.00  8.16 212 1006.2   9.2   9.5 999.0 99.0 99.00
2009 01 05 07 50 203 17.4 22.3  6.24 10.00  7.59 203 1005.3   9.6   9.5 999.0 99.0 99.00
2009 01 05 08 50 215 13.3 17.7  6.15 10.81  8.12 208 1006.9   9.9   9.5 999.0 99.0 99.00
2009 01 05 09 50 233 11.1 13.2  5.49 10.81  7.81 200 1007.3  10.2   9.5 999.0 99.0 99.00
2009 01 05 10 50 240  8.0  9.7 99.00 99.00 99.00 999 1008.4  10.1   9.6 999.0 99.0 99.00
2009 01 05 11 50 247  6.9  8.4  4.18 10.81  7.55 191 1009.5  10.0   9.5 999.0 99.0 99.00
2009 01 05 12 50 268  6.5  8.9  3.79 10.00  7.28 200 1010.0   9.3   9.5 999.0 99.0 99.00
2009 01 05 13 50 254  7.4  8.9  3.75 10.00  7.72 203 1009.9   9.4   9.5 999.0 99.0 99.00
2009 01 05 14 50 260  7.6  9.2  3.29 10.00  7.28 213 1011.1   9.4   9.5 999.0 99.0 99.00
2009 01 05 15 50 270  9.2 11.5  3.51 10.00  7.49 213 1012.1   9.5   9.5 999.0 99.0 99.00
2009 01 05 16 50 269  7.4  9.0  3.21  9.09  7.53 208 1013.5   9.7   9.5 999.0 99.0 99.00
2009 01 05 17 50 293  5.9  7.3 99.00 99.00 99.00 999 1015.3   9.2   9.6 999.0 99.0 99.00
2009 01 05 18 50 268  6.6  8.5  3.48  9.09  7.58 241 1016.0   9.3   9.6 999.0 99.0 99.00
2009 01 05 19 50 264  5.9  7.4  3.78  9.09  7.63 261 1016.5   9.7   9.6 999.0 99.0 99.00
2009 01 05 20 50 285  6.4  8.1  4.41 10.00  7.97 276 1017.0   8.5   9.6 999.0 99.0 99.00
2009 01 05 21 50 249  3.1  4.5  4.77 10.00  8.31 277 1017.4   9.0   9.6 999.0 99.0 99.00
2009 01 05 22 50 281  5.9  7.7  4.53 10.81  7.84 282 1018.2   8.1   9.7 999.0 99.0 99.00
2009 01 05 23 50 228  3.7  5.1  4.79 10.00  8.20 275 1018.6   9.0   9.6 999.0 99.0 99.00
2009 01 06 00 50 229  6.1  7.5  4.58 10.81  8.47 277 1018.3   9.4   9.6 999.0 99.0 99.00
2009 01 06 01 50 222  6.0  7.2  4.37 12.12  8.32 281 1018.9   9.5   9.5 999.0 99.0 99.00
2009 01 06 02 50 216  5.3  7.0  4.14 12.12  8.47 288 1019.3   9.5   9.5 999.0 99.0 99.00
2009 01 06 03 50 215  7.3  8.7  3.98 12.12  8.77 284 1018.8   9.5   9.5 999.0 99.0 99.00
2009 01 06 04 50 215  7.6  9.8  3.32 12.90  8.11 282 1019.0   9.5   9.5 999.0 99.0 99.00
2009 01 06 05 50 208  8.2 10.0  3.85 12.12  8.94 286 1018.3   9.4   9.5 999.0 99.0 99.00
2009 01 06 06 50 204  9.0 10.8  3.73 12.12  8.83 291 1017.9   9.5   9.5 999.0 99.0 99.00
2009 01 06 07 50 199  8.3  9.8  3.72 12.12  8.54 279 1017.6   9.4   9.5 999.0 99.0 99.00
2009 01 06 08 50 192  8.5 10.0  3.82 14.81  8.88 283 1017.3   9.5   9.5 999.0 99.0 99.00
2009 01 06 09 50 189  9.2 11.7  3.98 14.81  8.88 280 1016.5   9.6   9.5 999.0 99.0 99.00
2009 01 06 10 50 212  8.6  9.9  4.38 12.90  8.92 273 1016.7   9.9   9.5 999.0 99.0 99.00
2009 01 06 11 50 223  7.9  9.3  4.34 12.12  8.65 277 1017.1  10.0   9.5 999.0 99.0 99.00
2009 01 06 12 50 233  7.7  9.1  4.59 12.90  9.03 284 1017.2  10.0   9.5 999.0 99.0 99.00
2009 01 06 13 50 227  7.7  8.8  5.23 13.79  9.40 291 1017.2   9.9   9.6 999.0 99.0 99.00
2009 01 06 14 50 245  7.8 10.9  4.49 13.79  8.58 291 1018.0   9.9   9.6 999.0 99.0 99.00
2009 01 06 15 50 225  7.8  9.1  4.33 12.12  8.28 291 1018.3   9.8   9.6 999.0 99.0 99.00
2009 01 06 16 50 229  8.4 10.4  4.72 13.79  8.53 292 1018.8   9.8   9.6 999.0 99.0 99.00
2009 01 06 17 50 224  7.6  9.0  4.33 12.12  8.33 284 1019.8   9.9   9.6 999.0 99.0 99.00
2009 01 06 18 50 215  7.6  9.2  4.42 13.79  8.38 291 1020.2   9.9   9.6 999.0 99.0 99.00
2009 01 06 19 50 210  7.8  9.4  4.07 14.81  8.64 280 1020.3   9.8   9.6 999.0 99.0 99.00
2009 01 06 20 50 204  8.2  9.4  3.51 13.79  8.24 289 1020.2   9.9   9.6 999.0 99.0 99.00
2009 01 06 21 50 200  8.4 10.2  3.56 16.00  8.10 273 1020.0  10.0   9.6 999.0 99.0 99.00
2009 01 06 22 50 195  8.9 10.5  3.30 16.00  7.74 267 1019.7  10.1   9.6 999.0 99.0 99.00
2009 01 06 23 50 204  8.8 10.9  3.00 14.81  7.29 269 1020.1  10.3   9.6 999.0 99.0 99.00
2009 01 07 00 50 204  8.6 10.2  3.34 14.81  7.98 263 1020.4  10.4   9.6 999.0 99.0 99.00
2009 01 07 01 50 204  9.3 11.1  3.59 14.81  7.86 283 1020.8  10.4   9.6 999.0 99.0 99.00
2009 01 07 02 50 198  9.3 11.2  3.47 14.81  7.51 270 1020.1  10.6   9.5 999.0 99.0 99.00
2009 01 07 03 50 197 11.1 13.5  3.85 13.79  7.72 274 1019.8  10.5   9.5 999.0 99.0 99.00
2009 01 07 04 50 196 10.0 11.9  3.50 13.79  6.99 280 1019.9  10.5   9.5 999.0 99.0 99.00
2009 01 07 05 50 201 10.3 11.9  4.05 12.90  7.55 277 1019.7  10.4   9.5 999.0 99.0 99.00
2009 01 07 06 50 200 10.3 12.0  4.13 12.90  7.53 290 1019.7  10.5   9.5 999.0 99.0 99.00
2009 01 07 07 50 195 11.4 14.4  4.01 12.12  7.34 292 1019.4  10.3   9.5 999.0 99.0 99.00
2009 01 07 08 50 195 12.1 14.4  4.31 12.12  7.28 286 1018.7  10.2   9.5 999.0 99.0 99.00
2009 01 07 09 50 198 11.7 14.5  4.50 13.79  7.50 280 1018.8  10.2   9.5 999.0 99.0 99.00
2009 01 07 10 50 199 11.4 13.7  4.11 13.79  7.16 272 1018.8  10.2   9.5 999.0 99.0 99.00
2009 01 07 11 50 201 10.5 12.5  3.93 13.79  7.44 276 1018.4  10.3   9.5 999.0 99.0 99.00
2009 01 07 12 50 203 11.5 13.7  3.95 12.12  7.04 277 1017.9  10.5   9.5 999.0 99.0 99.00
2009 01 07 13 50 201 11.3 13.2  3.61 11.43  6.78 273 1017.5  10.5   9.5 999.0 99.0 99.00
2009 01 07 14 50 200 11.6 13.8  3.95 12.12  7.25 283 1017.1  10.5   9.5 999.0 99.0 99.00
2009 01 07 15 50 202 11.6 13.5  3.83 11.43  7.12 290 1017.0  10.6   9.5 999.0 99.0 99.00
2009 01 07 16 50 205 12.1 14.1  3.77 13.79  7.37 266 1017.1  10.6   9.5 999.0 99.0 99.00
2009 01 07 17 50 200 12.2 14.6  3.97 10.81  7.05 283 1017.0  10.5   9.5 999.0 99.0 99.00
2009 01 07 18 50 199 12.8 15.2  4.09 11.43  7.24 281 1016.9  10.7   9.5 999.0 99.0 99.00
2009 01 07 19 50 202 12.9 15.6  3.93 11.43  6.92 273 1016.3  10.6   9.6 999.0 99.0 99.00
2009 01 07 20 50 201 13.3 16.3  4.43 13.79  7.41 265 1015.6  10.6   9.6 999.0 99.0 99.00
2009 01 07 21 50 196 14.1 17.3  4.58 12.12  7.09 282 1014.8  10.6   9.6 999.0 99.0 99.00
2009 01 07 22 50 196 13.9 17.2  4.85 12.12  7.69 272 1014.8  10.5   9.7 999.0 99.0 99.00
2009 01 07 23 50 193 14.3 17.6  5.21 12.12  7.51 272 1014.2  10.7   9.7 999.0 99.0 99.00
2009 01 08 00 50 193 14.5 17.5  4.85 12.12  7.23 274 1013.6  10.5   9.6 999.0 99.0 99.00
2009 01 08 01 50 194 14.6 18.0  4.84 12.12  7.18 273 1013.0  10.5   9.6 999.0 99.0 99.00
2009 01 08 02 50 190 15.6 19.4  4.88 12.12  7.29 268 1011.8  10.4   9.6 999.0 99.0 99.00
2009 01 08 03 50 186 15.7 20.5  5.07 11.43  7.28 269 1010.3  10.5   9.6 999.0 99.0 99.00
2009 01 08 04 50 187 16.3 19.8  4.91 11.43  7.24 257 1009.4  10.2   9.5 999.0 99.0 99.00
2009 01 08 05 50 190 16.5 21.8  4.90  7.69  7.14 203 1008.6  10.2   9.5 999.0 99.0 99.00
2009 01 08 06 50 192 15.7 18.7  5.58  7.69  7.49 211 1008.5  10.1   9.5 999.0 99.0 99.00
2009 01 08 07 50 202 14.3 17.1  5.11  8.33  7.12 207 1009.2  10.1   9.6 999.0 99.0 99.00
2009 01 08 08 50 253  8.2 10.3  5.28  8.33  7.65 201 1010.1  10.0   9.6 999.0 99.0 99.00
2009 01 08 09 50 270  8.8 10.6 99.00 99.00 99.00 999 1011.0   9.8   9.6 999.0 99.0 99.00
2009 01 08 10 50 248  7.2  8.8  4.57 10.00  8.10 245 1012.2   9.7   9.6 999.0 99.0 99.00
2009 01 08 11 50 252  8.7 10.8  4.64  9.09  8.00 219 1013.0   9.8   9.6 999.0 99.0 99.00
2009 01 08 12 50 265  8.6 10.6 99.00 99.00 99.00 999 1014.2   9.8   9.6 999.0 99.0 99.00
2009 01 08 13 50 280  9.0 11.4 99.00 99.00 99.00 999 1015.3   9.8   9.6 999.0 99.0 99.00
2009 01 08 14 50 276 10.3 13.6  4.46 12.12  8.00 270 1016.4   9.4   9.6 999.0 99.0 99.00
2009 01 08 15 50 266  8.4 11.1  4.39 12.12  8.04 275 1017.5   9.0   9.6 999.0 99.0 99.00
2009 01 08 16 50 286  5.9  7.4  3.90 10.00  7.71 283 1018.9   9.2   9.6 999.0 99.0 99.00
2009 01 08 17 50 279  8.0 10.3  4.23 10.81  7.76 279 1020.4   9.0   9.6 999.0 99.0 99.00
2009 01 08 18 50 292  7.2  9.4  4.28 12.12  7.71 274 1021.8   9.0   9.6 999.0 99.0 99.00
2009 01 08 19 50 316  8.2 10.2  4.12 10.81  7.83 276 1022.5   8.6   9.6 999.0 99.0 99.00
2009 01 08 20 50 308 10.8 13.1  4.26 11.43  7.80 274 1023.5   8.8   9.6 999.0 99.0 99.00
2009 01 08 21 50 324 10.0 11.9  3.69 10.81  7.32 269 1024.9   8.5   9.6 999.0 99.0 99.00
2009 01 08 22 50 326 10.0 12.2 99.00 99.00 99.00 999 1026.4   8.4   9.6 999.0 99.0 99.00
2009 01 08 23 50 308  6.8  9.4  3.96 12.90  7.59 261 1027.8   8.0   9.6 999.0 99.0 99.00
2009 01 09 00 50 323  8.2 11.9  3.94 10.81  7.79 265 1028.4   8.1   9.6 999.0 99.0 99.00
2009 01 09 01 50 324  7.8  9.7  3.76 12.90  7.80 255 1029.2   7.6   9.6 999.0 99.0 99.00
2009 01 09 02 50 340  7.0  8.8  3.85 10.81  7.97 277 1030.5   8.0   9.6 999.0 99.0 99.00
2009 01 09 03 50 340  5.6  7.1  3.87 11.43  8.34 272 1031.6   7.5   9.6 999.0 99.0 99.00
2009 01 09 04 50   4  2.8  3.9  3.65 12.12  8.02 273 1032.1   7.8   9.6 999.0 99.0 99.00
2009 01 09 05 50   8  2.5  3.8  3.90 12.12  8.49 279 1032.9   7.8   9.6 999.0 99.0 99.00
2009 01 09 06 50 311  4.1  5.6  4.24 12.90  8.68 273 1032.9   7.6   9.6 999.0 99.0 99.00
2009 01 09 07 50   1  3.0  5.1  4.12 11.43  8.68 280 1033.2   7.0   9.6 999.0 99.0 99.00
2009 01 09 08 50  13  2.8  4.3  4.54 10.81  8.75 277 1034.1   7.5   9.6 999.0 99.0 99.00
2009 01 09 09 50 315  2.4  3.9  4.06 11.43  8.49 279 1035.0   7.4   9.6 999.0 99.0 99.00
2009 01 09 10 50  28  1.7  3.1  3.84 10.81  8.17 272 1035.3   7.6   9.6 999.0 99.0 99.00
2009 01 09 11 50  78  3.8  6.4  4.15 11.43  8.50 276 1036.3   6.8   9.6 999.0 99.0 99.00
2009 01 09 12 50 129  3.1  4.7  3.94 11.43  8.54 283 1036.0   6.7   9.6 999.0 99.0 99.00
2009 01 09 13 50 129  2.7  5.1  4.08 11.43  8.55 270 1035.7   7.0   9.6 999.0 99.0 99.00
2009 01 09 14 50 140  3.0  4.5  3.71 11.43  8.50 271 1035.5   7.2   9.5 999.0 99.0 99.00
2009 01 09 15 50 178  0.4  1.4  3.22 12.12  8.30 275 1036.9   7.3   9.6 999.0 99.0 99.00
2009 01 09 16 50 109  2.3  3.5  3.06 12.12  8.08 270 1036.9   7.3   9.6 999.0 99.0 99.00
2009 01 09 17 50 103  1.2  2.8  3.04 12.12  8.44 271 1037.8   7.6   9.6 999.0 99.0 99.00
2009 01 09 18 50 148  3.0  4.1  3.05 12.12  8.72 271 1036.8   7.6   9.6 999.0 99.0 99.00
2009 01 09 19 50 118  3.0  4.5  2.67 10.81  8.37 279 1035.9   7.4   9.6 999.0 99.0 99.00
2009 01 09 20 50 118  1.3  3.0  2.41 12.12  8.35 272 1035.7   7.5   9.6 999.0 99.0 99.00
2009 01 09 21 50  47  0.2  0.9  2.41 10.81  8.22 286 1035.5   8.1   9.7 999.0 99.0 99.00
2009 01 09 22 50  17  1.9  2.7  2.54 11.43  8.56 277 1035.9   7.5   9.7 999.0 99.0 99.00
2009 01 09 23 50  13  3.7  4.4  2.47 10.00  8.57 281 1036.3   7.7   9.6 999.0 99.0 99.00
2009 01 10 00 50  26  3.9  4.7  2.55 10.00  8.70 287 1036.3   7.7   9.6 999.0 99.0 99.00
2009 01 10 01 50  43  3.7  5.0  2.91 12.12  8.92 284 1036.1   7.8   9.6 999.0 99.0 99.00
2009 01 10 02 50  55  4.6  5.7  2.56 10.81  8.43 279 1035.9   7.8   9.6 999.0 99.0 99.00
2009 01 10 03 50  94  4.5  5.5  2.59 10.00  8.36 278 1035.3   7.6   9.6 999.0 99.0 99.00
2009 01 10 04 50 110  5.9  7.1  2.47 10.81  8.14 280 1034.8   7.0   9.5 999.0 99.0 99.00
2009 01 10 05 50 124  4.1  5.6  2.39 11.43  8.04 283 1034.7   6.8   9.5 999.0 99.0 99.00
2009 01 10 06 50  39  3.1  4.1  2.47 10.00  7.96 275 1035.5   7.1   9.5 999.0 99.0 99.00
2009 01 10 07 50  81  3.4  4.6  2.27 10.00  7.73 280 1035.0   7.1   9.5 999.0 99.0 99.00
2009 01 10 08 50  61  3.6  4.8  2.18 12.90  7.78 270 1034.7   7.4   9.5 999.0 99.0 99.00
2009 01 10 09 50  52  2.7  3.9  1.90  8.33  7.45 294 1034.6   7.2   9.5 999.0 99.0 99.00
2009 01 10 10 50  64  3.4  4.5  1.82 11.43  7.29 255 1034.8   7.1   9.5 999.0 99.0 99.00
2009 01 10 11 50  43  2.7  4.0  1.85 10.81  7.69 269 1035.2   7.3   9.5 999.0 99.0 99.00
