YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 02 05 01 201  5.2  6.5  1.96 14.29  7.98 999 1022.2   9.5   9.7 999.0 99.0 99.00
2002 02 05 02 178  4.9  6.0  1.99 16.67  8.09 999 1021.9   9.3   9.6 999.0 99.0 99.00
2002 02 05 03 159  6.1  7.2  2.13 16.67  8.09 999 1021.3   9.4   9.6 999.0 99.0 99.00
2002 02 05 04 162  6.7  8.0  2.19 16.67  8.12 999 1021.2   9.6   9.6 999.0 99.0 99.00
2002 02 05 05 164  7.4  8.6  2.42 16.67  7.68 999 1021.2   9.4   9.6 999.0 99.0 99.00
2002 02 05 06 164  9.3 11.1  2.60 16.67  7.65 999 1020.6   9.4   9.6 999.0 99.0 99.00
2002 02 05 07 172 10.2 12.2  2.49 14.29  7.12 999 1020.6   9.5   9.6 999.0 99.0 99.00
2002 02 05 08 178 10.4 12.2  2.90 14.29  7.15 999 1020.0   9.4   9.6 999.0 99.0 99.00
2002 02 05 09 163 11.4 13.5  2.77 14.29  6.65 999 1018.7   9.3   9.6 999.0 99.0 99.00
2002 02 05 10 165 12.0 14.8  3.09 14.29  6.53 999 1018.3   9.3   9.6 999.0 99.0 99.00
2002 02 05 11 166 12.0 14.0  2.90 10.00  6.46 999 1018.4   9.1   9.6 999.0 99.0 99.00
2002 02 05 12 170 12.3 15.8  3.13 14.29  6.86 999 1017.5   9.4   9.6 999.0 99.0 99.00
2002 02 05 13 158 11.1 13.4  3.27 14.29  6.71 999 1016.3   9.0   9.6 999.0 99.0 99.00
2002 02 05 14 171 11.2 13.4  3.38 14.29  6.87 999 1016.2   9.4   9.6 999.0 99.0 99.00
2002 02 05 15 175 11.5 14.1  3.64 14.29  7.21 999 1016.0   9.2   9.6 999.0 99.0 99.00
2002 02 05 16 184 12.9 15.8  3.61 14.29  7.32 999 1016.5   9.1   9.7 999.0 99.0 99.00
2002 02 05 17 204 11.7 14.3  4.14 14.29  7.58 999 1017.2   9.7   9.7 999.0 99.0 99.00
2002 02 05 18 196  8.7 10.4  4.09 12.50  7.77 999 1018.6   9.4   9.7 999.0 99.0 99.00
2002 02 05 19 196  8.6 10.2  4.22 14.29  8.46 999 1019.9   9.8   9.7 999.0 99.0 99.00
2002 02 05 20 190  8.8 11.0  3.97 11.11  8.14 999 1020.2  10.0   9.6 999.0 99.0 99.00
2002 02 05 21 185  9.0 10.9  4.20 11.11  8.31 999 1020.1   9.7   9.6 999.0 99.0 99.00
2002 02 05 22 172  9.1 10.8  4.05 11.11  8.23 999 1019.9   9.0   9.6 999.0 99.0 99.00
2002 02 05 23 263  3.3  4.8  4.10 12.50  8.42 999 1020.7   8.6   9.7 999.0 99.0 99.00
2002 02 06 00 258  2.5  3.9  3.96 12.50  8.51 999 1020.9   8.6   9.7 999.0 99.0 99.00
2002 02 06 01 197  2.0  3.6  3.54 11.11  8.35 999 1020.5   8.7   9.7 999.0 99.0 99.00
2002 02 06 02 193  3.7  5.1  3.46 12.50  8.44 999 1020.5   9.0   9.7 999.0 99.0 99.00
2002 02 06 03 178  8.3 10.2  3.56 12.50  8.66 999 1020.0   9.6   9.7 999.0 99.0 99.00
2002 02 06 04 180  9.8 11.9  3.30 12.50  7.95 999 1019.8   9.8   9.7 999.0 99.0 99.00
2002 02 06 05 189 11.5 14.5  3.51 12.50  7.65 999 1019.5   9.8   9.7 999.0 99.0 99.00
2002 02 06 06 191 10.5 13.1  3.44 12.50  7.44 999 1019.5   9.8   9.7 999.0 99.0 99.00
2002 02 06 07 183 10.3 12.4  3.47 11.11  7.51 999 1018.9   9.9   9.7 999.0 99.0 99.00
2002 02 06 08 181 10.1 12.4  3.49 11.11  7.51 999 1018.5  10.0   9.7 999.0 99.0 99.00
2002 02 06 09 181 10.3 13.5  3.39 12.50  7.28 999 1017.5  10.0   9.7 999.0 99.0 99.00
2002 02 06 10 178  9.7 11.4  3.59 11.11  7.35 999 1017.1  10.0   9.7 999.0 99.0 99.00
2002 02 06 11 174 11.3 13.9  3.67 12.50  7.27 999 1016.2  10.0   9.7 999.0 99.0 99.00
2002 02 06 12 169 11.4 13.9  3.48 11.11  7.25 999 1014.7  10.0   9.7 999.0 99.0 99.00
2002 02 06 13 181 12.1 15.0  3.49 12.50  7.39 999 1014.7  10.0   9.7 999.0 99.0 99.00
2002 02 06 14 176 12.1 15.1  3.44 11.11  6.96 999 1014.0   9.9   9.6 999.0 99.0 99.00
2002 02 06 15 173 12.7 16.7  3.22 11.11  6.90 999 1013.1   9.9   9.7 999.0 99.0 99.00
2002 02 06 16 179 12.0 14.3  3.61 11.11  7.26 999 1013.0  10.0   9.7 999.0 99.0 99.00
2002 02 06 17 171 13.6 16.2  3.60 10.00  6.87 999 1012.1  10.2   9.6 999.0 99.0 99.00
2002 02 06 18 172 14.8 18.6  3.90 10.00  7.04 999 1011.4  10.2   9.6 999.0 99.0 99.00
2002 02 06 19 166 17.2 21.4  4.37  7.14  7.01 999 1009.8  10.4   9.6 999.0 99.0 99.00
2002 02 06 20 178 18.2 23.9  4.82  8.33  7.15 999 1009.8  10.2   9.6 999.0 99.0 99.00
2002 02 06 21 187 18.5 23.1  5.91  9.09  7.48 999 1009.7  10.0   9.7 999.0 99.0 99.00
2002 02 06 22 206 15.4 20.1  5.76  9.09  7.52 999 1009.7   9.4   9.7 999.0 99.0 99.00
2002 02 06 23 216  9.9 12.5  5.34 10.00  7.74 999 1010.2   9.5   9.6 999.0 99.0 99.00
2002 02 07 00 203 10.6 13.7  4.76 11.11  7.71 999 1010.5  10.0   9.6 999.0 99.0 99.00
2002 02 07 01 197 10.9 14.2  4.69 10.00  7.63 999 1010.5  10.1   9.6 999.0 99.0 99.00
2002 02 07 02 200 11.1 14.3  4.84 10.00  7.86 999 1011.1  10.2   9.6 999.0 99.0 99.00
2002 02 07 03 211 11.4 14.2  4.54 10.00  7.73 999 1011.8  10.1   9.6 999.0 99.0 99.00
2002 02 07 04 215 10.4 12.7  4.25 10.00  7.49 999 1012.5  10.0   9.6 999.0 99.0 99.00
2002 02 07 05 211  9.6 11.6  4.18 10.00  7.59 999 1012.9  10.0   9.6 999.0 99.0 99.00
2002 02 07 06 209  9.9 11.5  4.38 10.00  7.91 999 1013.3  10.0   9.6 999.0 99.0 99.00
2002 02 07 07 214  9.1 11.6  4.42 10.00  7.99 999 1013.5  10.0   9.6 999.0 99.0 99.00
2002 02 07 08 210  9.7 12.1  4.72 20.00  8.34 999 1013.8  10.0   9.6 999.0 99.0 99.00
2002 02 07 09 207  9.3 11.9  4.86 20.00  9.28 999 1013.7  10.0   9.6 999.0 99.0 99.00
2002 02 07 10 220 10.1 12.8  4.75 16.67  8.72 999 1013.8   9.4   9.6 999.0 99.0 99.00
2002 02 07 11 210 10.0 12.6  4.57 16.67  8.73 999 1014.1   9.4   9.6 999.0 99.0 99.00
2002 02 07 12 212 11.3 16.5  5.04 16.67  9.66 999 1013.9   9.0   9.7 999.0 99.0 99.00
2002 02 07 13 228 10.1 12.6  5.53 16.67  9.85 999 1013.7   8.4   9.7 999.0 99.0 99.00
2002 02 07 14 213  9.7 12.7  5.15 16.67  9.71 999 1013.0   8.2   9.7 999.0 99.0 99.00
2002 02 07 15 220 11.4 14.1  5.25 14.29  9.35 999 1012.8   7.9   9.7 999.0 99.0 99.00
2002 02 07 16 213  7.7  9.5  5.03 14.29  9.29 999 1012.3   7.7   9.7 999.0 99.0 99.00
2002 02 07 17 162  5.1  6.3  5.41 14.29  9.96 999 1011.9   7.5   9.7 999.0 99.0 99.00
2002 02 07 18 146  6.4  8.3  5.23 14.29 10.47 999 1010.7   7.5   9.7 999.0 99.0 99.00
2002 02 07 19 999 99.0 99.0 99.00 99.00 99.00 999 9999.0 999.0 999.0 999.0 99.0 99.00
2002 02 07 20 100  7.7 11.5  5.14 14.29 10.28 999 1007.3   7.1   9.7 999.0 99.0 99.00
2002 02 07 21  87  8.0 12.0  5.17 14.29 10.34 999 1004.6   6.8   9.6 999.0 99.0 99.00
2002 02 07 22 102  7.1 11.6  4.71 16.67  9.88 999 1002.5   6.2   9.6 999.0 99.0 99.00
2002 02 07 23  46  4.1  7.8  4.66 14.29  9.93 999 1001.2   4.9   9.6 999.0 99.0 99.00
2002 02 08 00 334  9.9 11.8  4.43 12.50 10.07 999 1000.6   2.9   9.5 999.0 99.0 99.00
2002 02 08 01 290 10.6 12.6  4.52 16.67  9.90 999 1004.3   4.2   9.5 999.0 99.0 99.00
2002 02 08 02 268 12.3 16.3  4.83 14.29  9.53 999 1007.0   6.6   9.5 999.0 99.0 99.00
2002 02 08 03 258 12.2 14.9  5.58 14.29  9.25 999 1009.3   7.7   9.6 999.0 99.0 99.00
2002 02 08 04 245 11.1 14.0  5.45 14.29  9.27 999 1010.8   8.5   9.6 999.0 99.0 99.00
2002 02 08 05 245 11.1 13.8  4.69 14.29  8.65 999 1011.7   9.1   9.6 999.0 99.0 99.00
2002 02 08 06 241 13.1 16.9  4.72 14.29  8.53 999 1012.4   9.1   9.6 999.0 99.0 99.00
2002 02 08 07 239 13.4 18.4  5.18 14.29  8.56 999 1013.6   9.0   9.6 999.0 99.0 99.00
2002 02 08 08 254 13.4 16.1  4.95 12.50  8.16 999 1015.0   9.2   9.6 999.0 99.0 99.00
2002 02 08 09 253 12.9 16.1 99.00 99.00 99.00 999 1016.5   9.2   9.6 999.0 99.0 99.00
2002 02 08 10 258 12.6 15.4  4.90 14.29  8.17 999 1017.9   9.1   9.6 999.0 99.0 99.00
2002 02 08 11 253 12.0 13.9  4.85 14.29  8.03 999 1019.5   8.7   9.6 999.0 99.0 99.00
2002 02 08 12 264 11.8 16.0  4.84 12.50  8.07 999 1020.7   9.0   9.6 999.0 99.0 99.00
2002 02 08 13 262 10.7 13.8  4.77 14.29  8.07 999 1022.2   9.1   9.6 999.0 99.0 99.00
2002 02 08 14 271 10.0 12.7  4.44 12.50  7.88 999 1023.6   9.1   9.6 999.0 99.0 99.00
2002 02 08 15 270  9.7 11.8  4.28 12.50  8.27 999 1024.8   9.0   9.6 999.0 99.0 99.00
2002 02 08 16 265  8.4 10.2  4.05 14.29  7.91 999 1026.3   9.2   9.6 999.0 99.0 99.00
2002 02 08 17 273  6.7  8.6  4.12 12.50  8.07 999 1028.0   9.0   9.6 999.0 99.0 99.00
2002 02 08 18 274  6.5  8.4  4.32 12.50  8.39 999 1029.1   9.1   9.6 999.0 99.0 99.00
2002 02 08 19 260  6.2  8.4  3.91 11.11  8.06 999 1030.2   9.3   9.6 999.0 99.0 99.00
2002 02 08 20 221  5.1  6.4  3.73 12.50  8.20 999 1031.2   9.2   9.6 999.0 99.0 99.00
2002 02 08 21 247  5.4  7.1  3.80 14.29  8.51 999 1031.8   9.4   9.6 999.0 99.0 99.00
2002 02 08 22 252  4.2  5.6  4.08 12.50  8.75 999 1032.2   9.4   9.7 999.0 99.0 99.00
2002 02 08 23 256  2.5  3.8  3.41 12.50  8.31 999 1032.6   9.6   9.7 999.0 99.0 99.00
2002 02 09 00 227  2.1  3.3  3.88 11.11  8.55 999 1032.9   9.7   9.7 999.0 99.0 99.00
2002 02 09 01 171  1.9  2.8  3.84 12.50  8.62 999 1033.1   9.4   9.7 999.0 99.0 99.00
2002 02 09 02 170  1.7  2.5  3.49 12.50  8.24 999 1033.4   9.1   9.7 999.0 99.0 99.00
2002 02 09 03 152  2.5  3.5  3.50 11.11  8.13 999 1034.0   9.1   9.6 999.0 99.0 99.00
2002 02 09 04 123  3.8  5.8  3.82 12.50  8.80 999 1033.8   9.1   9.6 999.0 99.0 99.00
2002 02 09 05 122  4.3  5.5  3.24 12.50  8.23 999 1033.8   9.2   9.6 999.0 99.0 99.00
2002 02 09 06 115  4.2  5.6  2.86 12.50  8.12 999 1034.2   8.8   9.6 999.0 99.0 99.00
2002 02 09 07 108  5.6  7.4  3.01 12.50  8.74 999 1034.0   8.6   9.6 999.0 99.0 99.00
2002 02 09 08 100  5.1  7.0  3.00 11.11  8.32 999 1034.3   8.1   9.6 999.0 99.0 99.00
2002 02 09 09 109  4.9  6.2  2.38 10.00  7.68 999 1034.2   8.1   9.5 999.0 99.0 99.00
2002 02 09 10  78  4.8  6.1  2.43 12.50  8.21 999 1033.7   8.0   9.5 999.0 99.0 99.00
2002 02 09 11  94  8.0 10.1  2.69 12.50  8.52 999 1032.7   7.6   9.5 999.0 99.0 99.00
2002 02 09 12 106  3.4  4.9  2.55 12.50  7.99 999 1033.6   7.4   9.5 999.0 99.0 99.00
2002 02 09 13  89  8.6 10.6  2.30 11.11  7.71 999 1032.6   7.9   9.5 999.0 99.0 99.00
2002 02 09 14  99  7.6  9.7  2.32 12.50  7.32 999 1032.3   8.0   9.5 999.0 99.0 99.00
