#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2013 01 01 18 50 102  5.5  7.2  2.60 14.81  9.40 287 1028.3   5.9  10.7 999.0 99.0 99.00
2013 01 01 19 50  89  6.2  7.9  2.70 14.81  9.41 295 1027.5   6.3  10.7 999.0 99.0 99.00
2013 01 01 20 50  92  6.3  8.3  2.63 13.79  9.15 288 1026.7   6.8  10.7 999.0 99.0 99.00
2013 01 01 21 50  74  4.7  6.3  2.53 14.81  9.34 306 1026.4   7.4  10.7 999.0 99.0 99.00
2013 01 01 22 50  73  5.0  6.4  2.47 14.81  8.96 297 1026.4   7.8  10.7 999.0 99.0 99.00
2013 01 01 23 50 103  6.3  8.1  2.42 13.79  9.54 287 1025.7   8.3  10.6 999.0 99.0 99.00
2013 01 02 00 50 104  7.4  9.0  2.21 12.90  8.73 281 1025.2   8.4  10.7 999.0 99.0 99.00
2013 01 02 01 50 105  8.5 10.5  2.28 13.79  8.26 295 1024.9   8.1  10.7 999.0 99.0 99.00
2013 01 02 02 50 110  8.3 10.1  2.18 13.79  7.51 281 1024.6   7.8  10.6 999.0 99.0 99.00
2013 01 02 03 50 108  7.9  9.6  2.14 12.90  7.15 272 1024.3   7.9  10.6 999.0 99.0 99.00
2013 01 02 04 50 110  7.1  8.5  1.80 14.81  6.58 296 1024.1   7.9  10.6 999.0 99.0 99.00
2013 01 02 05 50 102  7.3  8.5  1.90 14.81  7.35 281 1023.7   7.9  10.6 999.0 99.0 99.00
2013 01 02 06 50 109  7.4  9.1  1.75 14.81  7.21 294 1023.6   7.6  10.6 999.0 99.0 99.00
2013 01 02 07 50 112  7.3  9.2  1.76 12.90  6.79 294 1023.2   8.1  10.6 999.0 99.0 99.00
2013 01 02 08 50 115  6.5  7.9  1.62 13.79  5.88 273 1023.1   7.7  10.6 999.0 99.0 99.00
2013 01 02 09 50 105  6.5  8.2  1.46 14.81  5.55 286 1022.5   7.6  10.5 999.0 99.0 99.00
2013 01 02 10 50 102  7.8  9.5  1.66 14.81  6.31 263 1022.1   7.1  10.5 999.0 99.0 99.00
2013 01 02 11 50  98  8.9 10.3  1.62 14.81  6.23 262 1021.7   7.0  10.5 999.0 99.0 99.00
2013 01 02 12 50 105  8.1  9.8  1.72 13.79  6.45 277 1021.7   6.9  10.5 999.0 99.0 99.00
2013 01 02 13 50 107  8.3  9.6  1.75 16.00  6.40 259 1021.7   6.6  10.6 999.0 99.0 99.00
2013 01 02 14 50 116  8.8 10.4  1.91 14.81  6.93 290 1021.6   6.6  10.5 999.0 99.0 99.00
2013 01 02 15 50 114  8.7 10.6  1.94 16.00  6.89 264 1021.9   6.4  10.5 999.0 99.0 99.00
2013 01 02 16 50 122  7.9  9.2  2.14 16.00  7.58 292 1022.5   6.7  10.6 999.0 99.0 99.00
2013 01 02 17 50 119  7.7  9.2  1.92 16.00  7.06 263 1023.1   6.9  10.6 999.0 99.0 99.00
2013 01 02 18 50 126  7.3  8.6  1.87 14.81  6.98 293 1023.4   7.5  10.6 999.0 99.0 99.00
2013 01 02 19 50 130  7.1  8.1  1.93 16.00  7.73 272 1022.6   8.4  10.6 999.0 99.0 99.00
2013 01 02 20 50 119  7.3  8.5  1.78 16.00  7.42 287 1021.6   8.8  10.6 999.0 99.0 99.00
2013 01 02 21 50 111  7.0  8.2  1.72 16.00  7.97 302 1020.6   9.1  10.6 999.0 99.0 99.00
2013 01 02 22 50 106  6.4  7.6  1.77 14.81  7.97 282 1020.3   9.6  10.7 999.0 99.0 99.00
2013 01 02 23 50  97  7.4  8.8  1.99 14.81  8.55 278 1020.1   9.5  10.7 999.0 99.0 99.00
2013 01 03 00 50  94  7.8  9.5  1.72 14.81  7.26 307 1019.9   8.8  10.6 999.0 99.0 99.00
2013 01 03 01 50  98  8.5  9.7  1.99 14.81  7.92 277 1019.6   8.4  10.6 999.0 99.0 99.00
2013 01 03 02 50  99  7.9  9.3  1.87 14.81  6.79 291 1019.5   7.9  10.5 999.0 99.0 99.00
2013 01 03 03 50 104  7.6  9.2  2.02 14.81  7.16 293 1019.5   7.7  10.5 999.0 99.0 99.00
2013 01 03 04 50 108  7.2  8.7  2.25 14.81  7.89 289 1019.2   7.6  10.5 999.0 99.0 99.00
2013 01 03 05 50 117  7.0  8.4  2.35 14.81  8.81 294 1019.4   7.7  10.5 999.0 99.0 99.00
2013 01 03 06 50 113  7.7  9.4  2.25 13.79  8.16 281 1019.6   7.3  10.5 999.0 99.0 99.00
2013 01 03 07 50 117  7.8  9.9  2.20 13.79  7.54 285 1019.2   7.2  10.5 999.0 99.0 99.00
2013 01 03 08 50 115  7.6  9.2  2.21 13.79  7.85 277 1018.8   7.2  10.5 999.0 99.0 99.00
2013 01 03 09 50 106  9.2 10.6  2.34 13.79  7.24 286 1017.8   7.2  10.5 999.0 99.0 99.00
2013 01 03 10 50 105  9.2 11.1  2.54 14.81  7.43 279 1017.8   7.1  10.4 999.0 99.0 99.00
2013 01 03 11 50 112  8.2  9.9  2.53 13.79  7.26 284 1017.8   7.0  10.4 999.0 99.0 99.00
2013 01 03 12 50 116  8.1 10.1  2.61 12.90  7.53 292 1017.1   7.1  10.4 999.0 99.0 99.00
2013 01 03 13 50 112  9.1 11.2  2.40 12.90  7.32 291 1016.6   6.9  10.4 999.0 99.0 99.00
2013 01 03 14 50 118  9.0 10.7  2.36 13.79  6.97 281 1016.7   7.0  10.4 999.0 99.0 99.00
2013 01 03 15 50 115  8.9 11.1  2.26 13.79  6.65 294 1016.6   7.3  10.4 999.0 99.0 99.00
2013 01 03 16 50 116  8.6 10.9  2.30 13.79  6.83 282 1017.2   7.1  10.3 999.0 99.0 99.00
2013 01 03 17 50 124  8.0 10.2  2.53 13.79  7.27 271 1018.0   7.5  10.3 999.0 99.0 99.00
2013 01 03 18 50 132  8.5 10.3  2.55 13.79  7.19 299 1018.1   8.8  10.3 999.0 99.0 99.00
2013 01 03 19 50 161 11.4 14.2  2.76 12.90  6.77 244 1017.5  10.0  10.3 999.0 99.0 99.00
2013 01 03 20 50 163 12.2 15.5  3.03 10.00  6.95 239 1016.6  10.3  10.4 999.0 99.0 99.00
2013 01 03 21 50 169 12.1 14.9  3.73 10.81  7.12 230 1016.0  10.1  10.4 999.0 99.0 99.00
2013 01 03 22 50 177 12.5 15.7  3.48  9.09  7.09 216 1016.0  10.4  10.5 999.0 99.0 99.00
2013 01 03 23 50 188 16.1 20.4  4.56 10.00  7.26 217 1016.4  10.3  10.5 999.0 99.0 99.00
2013 01 04 00 50 190 15.3 18.6  4.69  9.09  7.44 203 1017.1  10.2  10.5 999.0 99.0 99.00
2013 01 04 01 50 198 12.1 15.3  4.73  9.09  7.74 208 1018.2  10.7  10.5 999.0 99.0 99.00
2013 01 04 02 50 206 12.4 15.1  4.04  9.09  7.20 205 1018.9  10.6  10.6 999.0 99.0 99.00
2013 01 04 03 50 211 12.1 15.7  4.03  9.09  7.36 210 1020.0  10.5  10.6 999.0 99.0 99.00
2013 01 04 04 50 215 11.1 14.3  3.88 12.12  7.46 249 1021.2  10.3  10.6 999.0 99.0 99.00
2013 01 04 05 50 224 10.5 13.0  3.81 12.12  7.55 231 1021.9  10.3  10.6 999.0 99.0 99.00
2013 01 04 06 50 230  8.7 10.5  3.84 12.12  7.77 242 1022.9  10.3  10.6 999.0 99.0 99.00
2013 01 04 07 50 241  8.1 10.2  3.35 12.90  7.62 261 1023.7   9.8  10.6 999.0 99.0 99.00
2013 01 04 08 50 237  7.8 10.1  3.18 12.12  7.61 245 1023.9   9.6  10.6 999.0 99.0 99.00
2013 01 04 09 50 238  5.7  7.3  3.07 11.43  7.59 243 1024.5   9.5  10.6 999.0 99.0 99.00
2013 01 04 10 50 235  6.9  9.2  2.85 10.81  7.38 246 1025.1   8.9  10.6 999.0 99.0 99.00
2013 01 04 11 50 239  4.3  5.7  3.02 10.00  7.68 237 1025.1   9.8  10.6 999.0 99.0 99.00
2013 01 04 12 50 237  4.3  6.5  3.02 11.43  7.80 245 1025.2   9.7  10.6 999.0 99.0 99.00
2013 01 04 13 50 239  4.1  5.1  3.40 10.81  8.24 246 1025.2  10.0  10.7 999.0 99.0 99.00
2013 01 04 14 50 218  2.7  3.5  2.86 10.00  7.66 231 1025.2  10.0  10.6 999.0 99.0 99.00
2013 01 04 15 50 176  3.1  4.0  2.71 10.00  7.49 244 1025.4  10.1  10.6 999.0 99.0 99.00
2013 01 04 16 50 174  5.1  7.0  2.68 10.81  7.50 237 1025.9  10.1  10.5 999.0 99.0 99.00
2013 01 04 17 50 163  6.2  7.3  2.70 10.81  7.51 254 1025.9  10.1  10.5 999.0 99.0 99.00
2013 01 04 18 50 160  4.9  5.7  2.71 10.81  7.53 249 1025.7  10.1  10.6 999.0 99.0 99.00
2013 01 04 19 50 169  4.5  5.4  2.28 10.00  7.55 233 1024.7   9.9  10.6 999.0 99.0 99.00
2013 01 04 20 50 158  4.5  5.4  2.51  9.09  8.13 246 1023.6   9.8  10.7 999.0 99.0 99.00
2013 01 04 21 50 149  4.1  5.1  2.26 12.12  7.70 275 1022.3  10.0  10.7 999.0 99.0 99.00
2013 01 04 22 50 161  3.1  3.9  2.29 12.12  8.00 274 1022.0  10.0  10.7 999.0 99.0 99.00
2013 01 04 23 50 214  3.6  4.8  2.44 10.00  8.22 239 1022.1   9.9  10.7 999.0 99.0 99.00
2013 01 05 00 50 196  3.1  3.7  2.02 10.00  7.87 241 1021.6   9.8  10.6 999.0 99.0 99.00
2013 01 05 01 50 200  3.2  3.9  2.15 10.00  8.19 251 1021.4   9.8  10.6 999.0 99.0 99.00
2013 01 05 02 50 149  2.8  3.8  2.11 11.43  8.04 259 1021.0   9.7  10.6 999.0 99.0 99.00
2013 01 05 03 50 157  4.3  5.4  2.10 10.81  8.43 252 1020.8   9.8  10.6 999.0 99.0 99.00
2013 01 05 04 50 159  4.8  5.6  2.18 12.90  8.64 276 1020.6   9.9  10.6 999.0 99.0 99.00
2013 01 05 05 50 168  5.8  7.0  2.01 12.90  8.09 284 1020.5   9.9  10.6 999.0 99.0 99.00
2013 01 05 06 50 180  6.1  7.3  2.14 12.90  8.00 277 1020.4   9.9  10.6 999.0 99.0 99.00
2013 01 05 07 50 182  6.3  7.3  1.94 12.90  7.43 265 1020.3  10.1  10.6 999.0 99.0 99.00
2013 01 05 08 50 170  5.8  6.8  1.65 12.90  6.48 273 1019.8   9.9  10.6 999.0 99.0 99.00
2013 01 05 09 50 161  6.1  6.9  1.97 12.12  7.40 278 1019.7   9.9  10.6 999.0 99.0 99.00
2013 01 05 10 50 137  5.5  6.7  1.79 11.43  6.75 285 1019.9  10.0  10.6 999.0 99.0 99.00
2013 01 05 11 50 154  5.3  7.3  1.76 11.43  6.66 278 1019.5  10.2  10.6 999.0 99.0 99.00
2013 01 05 12 50 170  7.7  9.4  1.72 11.43  6.42 266 1019.0  10.5  10.6 999.0 99.0 99.00
2013 01 05 13 50 167  9.0 10.5  1.81 12.12  6.25 283 1018.7  10.5  10.6 999.0 99.0 99.00
2013 01 05 14 50 173  8.4 10.1  1.88 10.81  6.15 255 1019.0  10.4  10.6 999.0 99.0 99.00
2013 01 05 15 50 185  7.6  9.1  1.85 11.43  6.11 261 1019.5  10.3  10.5 999.0 99.0 99.00
2013 01 05 16 50 172  8.5 10.0  1.97 12.12  6.01 277 1019.7  10.3  10.5 999.0 99.0 99.00
2013 01 05 17 50 178  8.5 10.4  2.02 12.12  6.25 275 1020.4  10.3  10.5 999.0 99.0 99.00
2013 01 05 18 50 176  8.1  9.3  2.49 12.90  7.16 275 1020.5  10.5  10.5 999.0 99.0 99.00
2013 01 05 19 50 173  8.2  9.8  2.59 12.90  7.10 266 1020.3  10.3  10.5 999.0 99.0 99.00
2013 01 05 20 50 179  8.0  9.6  2.66 13.79  7.05 263 1019.5  10.3  10.5 999.0 99.0 99.00
2013 01 05 21 50 173  8.1  9.5  2.76 11.43  7.42 271 1019.3  10.2  10.5 999.0 99.0 99.00
2013 01 05 22 50 222  5.4  7.5  2.72 12.12  7.46 280 1019.7  10.4  10.5 999.0 99.0 99.00
2013 01 05 23 50 280  5.2  6.4  2.59 12.90  7.38 277 1020.2   9.2  10.5 999.0 99.0 99.00
2013 01 06 00 50 270  3.3  4.1  2.59 10.00  7.38 254 1020.6   9.2  10.5 999.0 99.0 99.00
2013 01 06 01 50 295  4.9  6.4  2.61 12.90  7.83 276 1020.9   8.7  10.5 999.0 99.0 99.00
2013 01 06 02 50 329  3.5  4.2  2.37 14.81  7.72 284 1021.2   8.8  10.5 999.0 99.0 99.00
2013 01 06 03 50 328  2.7  3.7  2.46 12.12  7.88 272 1021.4   9.0  10.5 999.0 99.0 99.00
2013 01 06 04 50 351  2.5  3.5  2.63 14.81  8.68 281 1021.5   9.3  10.5 999.0 99.0 99.00
2013 01 06 05 50 325  1.2  2.1  2.84 11.43  9.27 284 1022.1   9.4  10.5 999.0 99.0 99.00
2013 01 06 06 50 319  1.4  2.2  3.15 14.81  9.78 282 1022.3   9.3  10.5 999.0 99.0 99.00
2013 01 06 07 50 311  3.0  4.4  3.43 13.79 10.28 285 1022.1   9.2  10.5 999.0 99.0 99.00
2013 01 06 08 50 324  3.7  5.1  3.31 14.81 10.45 279 1022.2   9.2  10.5 999.0 99.0 99.00
2013 01 06 09 50 318  2.9  4.6  3.37 14.81 10.28 281 1022.2   9.2  10.5 999.0 99.0 99.00
2013 01 06 10 50 320  1.9  3.1  3.57 13.79 10.54 286 1022.5   9.1  10.5 999.0 99.0 99.00
2013 01 06 11 50 142  0.2  0.9  3.40 14.81 10.31 289 1021.8   8.9  10.4 999.0 99.0 99.00
2013 01 06 12 50 222  0.8  1.6  3.02 11.43  9.90 269 1021.4   8.9  10.4 999.0 99.0 99.00
2013 01 06 13 50 209  0.9  1.6  3.18 14.81  9.90 284 1021.9   8.9  10.4 999.0 99.0 99.00
2013 01 06 14 50 177  1.9  3.1  2.91 13.79  9.60 284 1022.2   9.0  10.4 999.0 99.0 99.00
2013 01 06 15 50 178  3.7  4.7  3.06 14.81  9.85 289 1021.9   9.1  10.4 999.0 99.0 99.00
2013 01 06 16 50 203  3.8  4.7  2.72 13.79  9.73 279 1022.8   9.3  10.4 999.0 99.0 99.00
2013 01 06 17 50 199  5.0  6.2  2.83 13.79  9.83 276 1022.8   9.3  10.4 999.0 99.0 99.00
2013 01 06 18 50 193  5.5  6.7  3.14 13.79 10.05 278 1023.0   9.5  10.4 999.0 99.0 99.00
2013 01 06 19 50 198  6.8  8.1  3.06 14.81  9.77 287 1022.2   9.6  10.5 999.0 99.0 99.00
2013 01 06 20 50 194  7.7  9.2  3.12 13.79  9.67 288 1021.5   9.6  10.5 999.0 99.0 99.00
2013 01 06 21 50 195  8.0  9.6  3.23 13.79  8.91 282 1020.9   9.6  10.5 999.0 99.0 99.00
2013 01 06 22 50 192  9.0 10.8  2.95 12.90  8.48 281 1020.6   9.7  10.5 999.0 99.0 99.00
2013 01 06 23 50 196  9.3 11.0  3.23 12.90  8.28 278 1020.1   9.8  10.5 999.0 99.0 99.00
2013 01 07 00 50 197 10.6 12.0  3.46 12.90  8.29 271 1020.0   9.8  10.5 999.0 99.0 99.00
2013 01 07 01 50 197 10.8 12.7  3.42 13.79  8.12 279 1019.7   9.5  10.4 999.0 99.0 99.00
2013 01 07 02 50 194 11.8 13.8  3.34 12.12  7.68 273 1019.0   9.0  10.4 999.0 99.0 99.00
2013 01 07 03 50 192 12.6 14.9  3.52 12.90  7.44 269 1018.8   8.6  10.4 999.0 99.0 99.00
2013 01 07 04 50 190 12.1 15.3  3.41 12.90  7.32 269 1018.2   8.9  10.4 999.0 99.0 99.00
2013 01 07 05 50 192 12.7 15.7  3.62 12.12  7.38 268 1017.8   9.4  10.4 999.0 99.0 99.00
2013 01 07 06 50 195 12.5 14.6  3.60 12.90  6.87 255 1017.7   9.7  10.4 999.0 99.0 99.00
2013 01 07 07 50 205 10.4 12.9  3.34 10.00  6.57 263 1018.1  10.1  10.4 999.0 99.0 99.00
2013 01 07 08 50 213  8.7 10.3  3.16 14.81  6.93 271 1017.8  10.3  10.4 999.0 99.0 99.00
2013 01 07 09 50 221  7.5  9.0  3.12 13.79  7.08 292 1017.9  10.3  10.5 999.0 99.0 99.00
2013 01 07 10 50 228  8.5 10.2 99.00 99.00 99.00 999 1018.3  10.5  10.5 999.0 99.0 99.00
2013 01 07 11 50 222  8.2 10.1  3.02 12.90  7.10 277 1017.7  10.4  10.5 999.0 99.0 99.00
2013 01 07 12 50 217  9.3 11.1  2.91 13.79  7.17 284 1016.9  10.4  10.5 999.0 99.0 99.00
2013 01 07 13 50 234  9.3 11.1 99.00 99.00 99.00 999 1017.2  10.5  10.5 999.0 99.0 99.00
2013 01 07 14 50 238  8.8 10.6 99.00 99.00 99.00 999 1017.3  10.5  10.5 999.0 99.0 99.00
2013 01 07 15 50 239  8.0  9.6  3.00 12.12  6.70 287 1018.3  10.5  10.5 999.0 99.0 99.00
2013 01 07 16 50 244  7.9 10.1 99.00 99.00 99.00 999 1019.9  10.4  10.5 999.0 99.0 99.00
2013 01 07 17 50 251  7.3  9.1  3.28 12.12  7.25 279 1020.6  10.4  10.5 999.0 99.0 99.00
2013 01 07 18 50 256  8.4 10.4 99.00 99.00 99.00 999 1021.3  10.6  10.5 999.0 99.0 99.00
2013 01 07 19 50 277  7.8  9.4  3.14  7.69  7.06 231 1022.1  10.4  10.5 999.0 99.0 99.00
2013 01 07 20 50 273  6.8  8.3  3.02 12.12  6.99 273 1021.7  10.6  10.5 999.0 99.0 99.00
2013 01 07 21 50 272  7.4  9.1  3.00 10.00  6.86 270 1021.8  10.5  10.5 999.0 99.0 99.00
2013 01 07 22 50 283  6.8  8.6  2.96  9.09  7.06 281 1022.9  10.5  10.5 999.0 99.0 99.00
2013 01 07 23 50 290  5.5  7.0  3.30 10.00  7.21 266 1023.4  10.3  10.5 999.0 99.0 99.00
2013 01 08 00 50 284  3.1  4.6  2.91  9.09  7.12 270 1023.0  10.1  10.5 999.0 99.0 99.00
2013 01 08 01 50 276  3.1  4.5  2.71 10.81  7.00 273 1023.9  10.2  10.5 999.0 99.0 99.00
2013 01 08 02 50 295  1.6  2.6  2.78 11.43  7.30 274 1023.7  10.1  10.5 999.0 99.0 99.00
2013 01 08 03 50 237  1.0  1.8  2.77 10.81  7.11 279 1023.5  10.0  10.5 999.0 99.0 99.00
2013 01 08 04 50 194  2.2  2.9  2.62 10.00  7.08 272 1023.5   9.9  10.5 999.0 99.0 99.00
2013 01 08 05 50 198  3.6  4.3  2.63 10.00  7.47 273 1023.4   9.9  10.5 999.0 99.0 99.00
2013 01 08 06 50 204  4.8  5.9  2.82 10.00  7.94 276 1023.5  10.1  10.5 999.0 99.0 99.00
2013 01 08 07 50 188  5.7  7.0  2.75 12.90  7.81 278 1023.3  10.2  10.5 999.0 99.0 99.00
2013 01 08 08 50 186  6.5  8.1  2.69 11.43  7.49 282 1022.6   9.7  10.5 999.0 99.0 99.00
2013 01 08 09 50 194  9.3 10.9  2.85  9.09  7.78 268 1021.8   9.9  10.5 999.0 99.0 99.00
2013 01 08 10 50 199 11.7 14.0  3.31 12.12  7.88 261 1021.1   9.9  10.5 999.0 99.0 99.00
2013 01 08 11 50 209 10.2 11.8  3.37 12.12  7.36 263 1020.8  10.3  10.5 999.0 99.0 99.00
2013 01 08 12 50 213 10.3 12.4  3.20 11.43  7.32 265 1020.3  10.6  10.5 999.0 99.0 99.00
2013 01 08 13 50 211 10.9 13.0  3.50 12.90  7.43 275 1019.8  10.5  10.5 999.0 99.0 99.00
2013 01 08 14 50 212 10.6 12.4  3.42 11.43  7.02 272 1019.7  10.4  10.5 999.0 99.0 99.00
2013 01 08 15 50 212 10.0 12.2  3.23 10.00  6.94 276 1020.0  10.4  10.5 999.0 99.0 99.00
2013 01 08 16 50 207  9.6 11.8  3.16 12.12  7.04 274 1020.6  10.4  10.5 999.0 99.0 99.00
2013 01 08 17 50 206 10.2 12.0  3.06 12.90  7.01 255 1020.3  10.6  10.5 999.0 99.0 99.00
2013 01 08 18 50 212 11.3 13.4  2.90 13.79  6.64 276 1020.2  10.6  10.5 999.0 99.0 99.00
2013 01 08 19 50 218 12.1 14.8  3.21 13.79  7.11 281 1019.8  10.7  10.5 999.0 99.0 99.00
2013 01 08 20 50 214 11.5 14.2  2.95 13.79  6.61 267 1019.3  10.7  10.5 999.0 99.0 99.00
2013 01 08 21 50 206 11.7 14.0  3.12 12.90  6.82 278 1018.2  10.9  10.5 999.0 99.0 99.00
2013 01 08 22 50 201 11.7 14.5  3.38 12.90  6.90 266 1018.0  10.9  10.6 999.0 99.0 99.00
2013 01 08 23 50 197 11.7 14.4  3.63 12.12  6.82 266 1017.6  10.8  10.5 999.0 99.0 99.00
2013 01 09 00 50 195 12.5 15.1  3.55 12.12  6.96 274 1016.7  10.7  10.5 999.0 99.0 99.00
2013 01 09 01 50 205 14.0 16.7  3.81 11.43  6.93 260 1016.2  10.8  10.5 999.0 99.0 99.00
2013 01 09 02 50 199 11.8 15.0  3.89 11.43  7.32 266 1015.6  10.8  10.6 999.0 99.0 99.00
2013 01 09 03 50 205 13.4 16.4  4.15 11.43  7.39 266 1014.7  11.0  10.6 999.0 99.0 99.00
2013 01 09 04 50 208 13.1 16.8  4.73 12.12  7.47 261 1014.4  10.8  10.6 999.0 99.0 99.00
2013 01 09 05 50 210 12.9 15.6  4.32 12.12  7.44 272 1014.1  10.8  10.5 999.0 99.0 99.00
2013 01 09 06 50 202 13.1 15.9  4.14 11.43  7.22 269 1013.4  10.7  10.5 999.0 99.0 99.00
2013 01 09 07 50 200 13.7 16.3  4.35 10.00  7.35 271 1012.8  10.8  10.5 999.0 99.0 99.00
2013 01 09 08 50 199 14.5 18.1  4.44 12.90  7.26 256 1011.7  10.8  10.5 999.0 99.0 99.00
2013 01 09 09 50 196 14.1 16.5  4.48 14.81  7.35 274 1010.9  10.8  10.4 999.0 99.0 99.00
2013 01 09 10 50 192 14.1 17.0  4.53 14.81  7.50 274 1009.6  10.6  10.4 999.0 99.0 99.00
2013 01 09 11 50 200 16.4 99.0 99.00 99.00 99.00 999 1007.7  10.6  10.4 999.0 99.0 99.00
2013 01 09 12 50 294  8.8 10.9  4.45 10.81  7.75 277 1009.6   7.7  10.4 999.0 99.0 99.00
2013 01 09 13 50 300  7.0  8.8 99.00 99.00 99.00 999 1010.1   6.9  10.4 999.0 99.0 99.00
2013 01 09 14 50 269  7.4  9.3  4.32 13.79  8.02 289 1010.7   7.3  10.4 999.0 99.0 99.00
2013 01 09 15 50 293  9.4 12.0  4.17 13.79  8.11 285 1011.3   7.5  10.5 999.0 99.0 99.00
2013 01 09 16 50 292 12.5 16.7  4.16 12.90  7.69 282 1012.6   6.9  10.4 999.0 99.0 99.00
2013 01 09 17 50 294  8.9 13.7  4.00 12.90  7.89 287 1013.7   6.7  10.4 999.0 99.0 99.00
2013 01 09 18 50 283  8.2 10.7  3.80 13.79  8.20 287 1013.9   7.6  10.4 999.0 99.0 99.00
2013 01 09 19 50 297  9.0 11.0  3.89 12.90  7.95 285 1014.0   8.0  10.4 999.0 99.0 99.00
2013 01 09 20 50 286  9.4 11.5  4.01 12.12  8.21 288 1013.9   8.5  10.4 999.0 99.0 99.00
2013 01 09 21 50 293  8.7 11.3  3.87 12.12  7.96 286 1014.1   8.1  10.4 999.0 99.0 99.00
2013 01 09 22 50 278  8.9 11.3  3.96 12.12  7.89 282 1014.6   7.9  10.4 999.0 99.0 99.00
2013 01 09 23 50 273  7.7  9.3 99.00 99.00 99.00 999 1014.9   7.9  10.4 999.0 99.0 99.00
2013 01 10 00 50 278  7.4  9.1  3.77 13.79  7.87 276 1015.1   7.6  10.4 999.0 99.0 99.00
2013 01 10 01 50 274  8.5 10.4  3.83 13.79  7.85 281 1014.9   7.0  10.4 999.0 99.0 99.00
2013 01 10 02 50 284  6.7  8.6  3.53 10.81  7.65 282 1015.1   7.2  10.4 999.0 99.0 99.00
2013 01 10 03 50 280  6.7  9.4  3.52 11.43  7.66 280 1015.3   7.1  10.3 999.0 99.0 99.00
2013 01 10 04 50 289  5.2  6.8  3.66 10.81  7.93 277 1015.5   7.0  10.3 999.0 99.0 99.00
2013 01 10 05 50 283  6.2  8.5  3.47 10.81  7.70 277 1015.6   6.9  10.3 999.0 99.0 99.00
2013 01 10 06 50 310  7.4  9.3  3.28 12.90  8.00 295 1015.9   7.2  10.3 999.0 99.0 99.00
2013 01 10 07 50 308  8.9 11.7  3.28 10.81  7.72 275 1015.8   7.2  10.3 999.0 99.0 99.00
2013 01 10 08 50 316  7.1 11.0  3.56 13.79  8.05 279 1016.2   7.0  10.3 999.0 99.0 99.00
2013 01 10 09 50 308  8.1 10.4  3.29 12.12  7.73 276 1016.6   7.0  10.3 999.0 99.0 99.00
2013 01 10 10 50 308  9.2 11.5  3.01 11.43  7.47 278 1017.1   7.3  10.3 999.0 99.0 99.00
2013 01 10 11 50 318  8.4 10.6  3.48 11.43  7.98 280 1017.1   7.2  10.3 999.0 99.0 99.00
