#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 01 02 23 50 199  4.6  5.6  3.56 12.90  8.90 265 1025.5  10.5  10.5 999.0 99.0 99.00
2010 01 03 00 50 188  3.9  4.6  3.63 12.90  8.94 264 1025.5  10.4  10.5 999.0 99.0 99.00
2010 01 03 01 50 181  3.3  4.2  3.18 12.90  8.34 269 1025.3  10.4  10.5 999.0 99.0 99.00
2010 01 03 02 50 168  4.3  5.4  3.16 11.43  8.46 268 1025.6  10.3  10.5 999.0 99.0 99.00
2010 01 03 03 50 156  4.3  5.5  3.26 12.90  8.77 260 1025.5  10.2  10.5 999.0 99.0 99.00
2010 01 03 04 50 154  3.2  4.6  3.09 12.12  8.31 259 1025.4  10.3  10.5 999.0 99.0 99.00
2010 01 03 05 50 130  4.5  6.0  3.20 12.12  8.32 266 1024.9  10.1  10.5 999.0 99.0 99.00
2010 01 03 06 50 126  4.0  5.4  3.13 11.43  8.44 252 1024.8  10.1  10.5 999.0 99.0 99.00
2010 01 03 07 50 109  4.0  5.6  2.89 10.81  8.31 262 1024.4  10.0  10.5 999.0 99.0 99.00
2010 01 03 08 50 100  3.9  5.0  2.36 10.00  7.68 267 1023.6   9.7  10.5 999.0 99.0 99.00
2010 01 03 09 50 107  4.2  5.4  2.54 12.12  8.22 250 1023.2   9.8  10.5 999.0 99.0 99.00
2010 01 03 10 50 104  4.6  6.3  2.24 11.43  7.77 262 1023.1   9.6  10.5 999.0 99.0 99.00
2010 01 03 11 50 102  5.8  7.2  2.35 11.43  8.27 267 1022.6   9.5  10.4 999.0 99.0 99.00
2010 01 03 12 50 102  6.0  7.9  2.42 11.43  8.37 271 1022.1   9.7  10.4 999.0 99.0 99.00
2010 01 03 13 50 112  5.5  6.6  2.11 10.81  7.51 266 1022.0   9.8  10.4 999.0 99.0 99.00
2010 01 03 14 50 115  4.9  6.1  2.19 11.43  7.77 267 1021.9   9.8  10.4 999.0 99.0 99.00
2010 01 03 15 50 114  5.4  7.0  1.84 10.00  7.63 265 1021.4  10.0  10.4 999.0 99.0 99.00
2010 01 03 16 50 117  4.4  5.8  1.96 10.81  7.60 260 1021.5   9.9  10.4 999.0 99.0 99.00
2010 01 03 17 50 123  4.6  5.6  1.71 10.81  7.61 270 1021.5   9.9  10.4 999.0 99.0 99.00
2010 01 03 18 50 129  4.9  6.2 99.00 99.00 99.00 999 1021.2  10.1  10.4 999.0 99.0 99.00
2010 01 03 19 50 131  2.8  4.1  1.68 10.81  7.24 270 1020.7  10.4  10.4 999.0 99.0 99.00
2010 01 03 20 50 144  2.2  3.0  1.53 10.00  7.04 269 1020.1  10.3  10.5 999.0 99.0 99.00
2010 01 03 21 50 121  2.9  3.6 99.00 99.00 99.00 999 1019.2  10.5  10.5 999.0 99.0 99.00
2010 01 03 22 50 136  3.3  4.0  1.40 10.00  7.07 264 1019.0  10.5  10.5 999.0 99.0 99.00
2010 01 03 23 50 130  3.0  3.6  1.39 10.00  7.14 275 1018.9  10.6  10.5 999.0 99.0 99.00
2010 01 04 00 50 115  1.9  2.7  1.34 11.43  7.02 266 1018.9  10.5  10.5 999.0 99.0 99.00
2010 01 04 01 50 109  3.7  4.5  1.28 12.90  7.15 259 1018.5  10.5  10.5 999.0 99.0 99.00
2010 01 04 02 50 118  3.9  4.6  1.18 10.00  6.84 266 1018.4  10.7  10.5 999.0 99.0 99.00
2010 01 04 03 50 113  5.7  6.7  1.16  8.33  6.66 247 1017.8  10.6  10.5 999.0 99.0 99.00
2010 01 04 04 50 110  5.3  6.1  1.19 10.00  6.17 264 1017.2  10.5  10.5 999.0 99.0 99.00
2010 01 04 05 50 114  5.2  6.1  1.17 10.81  5.73 272 1016.7  10.5  10.5 999.0 99.0 99.00
2010 01 04 06 50 130  5.5  6.6  1.09 10.81  5.80 271 1016.1  10.9  10.4 999.0 99.0 99.00
2010 01 04 07 50 146  5.6  7.0  1.11 17.39  5.79 275 1015.6  11.0  10.4 999.0 99.0 99.00
2010 01 04 08 50 162  3.9  5.1  1.07 10.00  5.80 233 1015.4  11.2  10.4 999.0 99.0 99.00
2010 01 04 09 50 163  6.9  8.9  1.16  8.33  4.97 252 1015.3  12.3  10.4 999.0 99.0 99.00
2010 01 04 10 50 171  8.3  9.8  1.17 11.43  4.96 282 1015.2  11.8  10.4 999.0 99.0 99.00
2010 01 04 11 50 166  8.3  9.6  1.21 10.81  4.29 252 1014.8  11.6  10.5 999.0 99.0 99.00
2010 01 04 12 50 159 10.6 12.7  1.30 16.00  4.58 298 1013.7  11.4  10.5 999.0 99.0 99.00
2010 01 04 13 50 163 11.7 13.7  1.46 16.00  4.81  99 1012.7  11.4  10.4 999.0 99.0 99.00
2010 01 04 14 50 169 12.7 15.4  1.77  4.55  4.57 193 1011.7  11.7  10.4 999.0 99.0 99.00
2010 01 04 15 50 187 12.0 14.9  2.19  6.25  5.17 225 1012.6  10.6  10.4 999.0 99.0 99.00
2010 01 04 16 50 185 11.2 13.0  2.42  6.25  5.39 225 1012.9  10.7  10.5 999.0 99.0 99.00
2010 01 04 17 50 193 12.9 15.5  2.88  7.69  5.93 231 1013.5  10.8  10.5 999.0 99.0 99.00
2010 01 04 18 50 192 12.7 14.9  3.17  7.69  5.80 229 1014.1  10.9  10.5 999.0 99.0 99.00
2010 01 04 19 50 196 12.9 15.1  3.46  8.33  6.21 233 1014.0  11.0  10.5 999.0 99.0 99.00
2010 01 04 23 50 186 10.8 14.4  3.39 10.00  6.36 234 1014.4  10.7  10.5 999.0 99.0 99.00
2010 01 05 00 50 190 11.9 14.4  3.30 10.00  6.56 228 1014.6  10.7  10.5 999.0 99.0 99.00
2010 01 05 01 50 190 12.0 14.5  3.55 10.81  6.60 235 1014.9  10.6  10.5 999.0 99.0 99.00
2010 01 05 02 50 190 11.3 14.2  3.67  9.09  6.75 223 1015.5  11.0  10.5 999.0 99.0 99.00
2010 01 05 03 50 192 11.5 13.6  3.51 10.81  6.89 225 1016.0  11.2  10.5 999.0 99.0 99.00
2010 01 05 04 50 197  8.6 10.3  3.33 10.00  6.55 225 1016.9  10.8  10.5 999.0 99.0 99.00
2010 01 05 05 50 193  8.6 10.1  2.98  8.33  6.51 210 1016.7  10.9  10.5 999.0 99.0 99.00
2010 01 05 06 50 185  9.2 10.8  2.95 10.81  6.64 234 1016.4  10.9  10.5 999.0 99.0 99.00
2010 01 05 07 50 187  9.2 11.2  2.93 10.00  6.50 230 1016.3  10.8  10.5 999.0 99.0 99.00
2010 01 05 08 50 190  9.5 11.4  2.96 10.81  6.52 235 1016.1  10.9  10.5 999.0 99.0 99.00
2010 01 05 09 50 196  8.9 11.1  3.17  9.09  6.53 220 1016.5  10.9  10.5 999.0 99.0 99.00
2010 01 05 10 50 194  9.1 10.9  2.64 10.81  6.13 223 1017.0  10.9  10.5 999.0 99.0 99.00
2010 01 05 11 50 190  7.7  9.3  2.68 10.81  6.23 238 1017.5  10.9  10.5 999.0 99.0 99.00
2010 01 05 12 50 189  7.7  9.3  2.49 10.81  6.21 217 1017.2  11.0  10.5 999.0 99.0 99.00
2010 01 05 13 50 191  8.6  9.8  2.40 10.81  6.35 226 1017.1  10.9  10.5 999.0 99.0 99.00
2010 01 05 14 50 191  7.3  8.8  2.29 10.81  6.14 220 1017.4  10.9  10.5 999.0 99.0 99.00
2010 01 05 15 50 194  8.1  9.7  2.31 10.81  6.41 226 1017.5  10.9  10.5 999.0 99.0 99.00
2010 01 05 16 50 192  8.0  9.5  2.05  9.09  5.67 228 1018.0  10.9  10.5 999.0 99.0 99.00
2010 01 05 17 50 189  8.3  9.7  2.18 10.00  6.01 221 1018.1  11.0  10.5 999.0 99.0 99.00
2010 01 05 18 50 189  6.9  7.8  2.11 10.81  6.28 228 1018.6  11.0  10.5 999.0 99.0 99.00
2010 01 05 19 50 188  7.1  8.3  2.04 10.00  6.20 224 1018.2  11.0  10.5 999.0 99.0 99.00
2010 01 05 20 50 189  8.3 10.5  1.97 10.00  5.43 220 1017.6  11.0  10.5 999.0 99.0 99.00
2010 01 05 21 50 192  8.8 10.2  1.96 10.00  5.61 223 1017.1  11.1  10.5 999.0 99.0 99.00
2010 01 05 22 50 188  6.5  7.8  1.97 10.00  5.75 221 1017.4  11.1  10.5 999.0 99.0 99.00
2010 01 05 23 50 179  7.7  8.9  1.98  8.33  5.80 221 1017.2  11.1  10.5 999.0 99.0 99.00
2010 01 06 00 50 168  6.6  7.6  2.22  7.14  5.98 205 1017.3  11.0  10.5 999.0 99.0 99.00
2010 01 06 01 50 165  6.3  7.5  2.07  8.33  6.19 218 1017.2  11.0  10.5 999.0 99.0 99.00
2010 01 06 02 50 183  8.2  9.7  2.06  9.09  6.03 235 1016.8  11.3  10.4 999.0 99.0 99.00
2010 01 06 03 50 190  9.5 11.4  2.19  6.67  5.61 203 1016.9  11.2  10.4 999.0 99.0 99.00
2010 01 06 04 50 191  7.7  8.8  2.11 16.00  5.71 253 1017.7  11.2  10.4 999.0 99.0 99.00
2010 01 06 05 50 201  7.8  9.0  2.12  6.67  5.84 201 1017.9  11.1  10.4 999.0 99.0 99.00
2010 01 06 06 50 206  6.9  8.5  2.17 16.00  6.08 262 1018.2  11.0  10.4 999.0 99.0 99.00
2010 01 06 07 50 209  6.0  7.1  1.98 16.00  5.92 253 1018.5  11.0  10.4 999.0 99.0 99.00
2010 01 06 08 50 210  5.7  6.5  1.94  7.14  5.91 205 1018.6  11.0  10.4 999.0 99.0 99.00
2010 01 06 09 50 165  2.9  3.3  1.76 16.00  5.66 278 1018.9  10.8  10.4 999.0 99.0 99.00
2010 01 06 10 50 163  5.4  6.4  1.79 14.81  6.16 275 1018.8  10.7  10.4 999.0 99.0 99.00
2010 01 06 11 50 166  5.5  6.7  1.63 14.81  6.14 258 1018.9  10.7  10.4 999.0 99.0 99.00
2010 01 06 12 50 174  5.4  6.4  1.59 14.81  5.97 265 1019.1  10.7  10.4 999.0 99.0 99.00
2010 01 06 13 50 185  4.1  4.8  1.55 14.81  5.81 283 1019.3  10.7  10.4 999.0 99.0 99.00
2010 01 06 14 50 173  3.6  4.2  1.67 14.81  6.70 269 1019.8  10.6  10.4 999.0 99.0 99.00
2010 01 06 15 50 162  3.0  3.8  1.60 13.79  6.76 285 1020.4  10.6  10.4 999.0 99.0 99.00
2010 01 06 16 50 167  2.3  2.8  1.58 13.79  6.57 274 1021.4  10.5  10.4 999.0 99.0 99.00
2010 01 06 17 50 200  1.6  2.2  1.61 13.79  6.79 275 1022.3  10.6  10.5 999.0 99.0 99.00
2010 01 06 18 50 193  1.6  2.2  1.63 13.79  6.90 276 1022.4  10.6  10.5 999.0 99.0 99.00
2010 01 06 19 50 159  3.1  3.7  1.64 13.79  7.42 267 1022.1  10.6  10.5 999.0 99.0 99.00
2010 01 06 20 50 162  2.8  3.4  1.62 12.90  7.49 264 1021.6  10.6  10.5 999.0 99.0 99.00
2010 01 06 21 50 154  2.8  3.3  1.44 13.79  7.09 275 1021.1  10.6  10.6 999.0 99.0 99.00
2010 01 06 22 50 118  3.7  4.7  1.41 13.79  7.16 283 1021.2  10.6  10.6 999.0 99.0 99.00
2010 01 06 23 50 107  5.7  6.5  1.33 12.90  7.02 256 1021.1  10.1  10.6 999.0 99.0 99.00
2010 01 07 00 50 105  7.9  9.1  1.47 12.90  6.56 260 1020.6   9.9  10.5 999.0 99.0 99.00
2010 01 07 01 50 105  8.0  9.8  1.49 12.90  6.12 270 1020.6   9.8  10.5 999.0 99.0 99.00
2010 01 07 02 50 104  9.7 11.4  1.55 12.90  5.58 271 1020.1   9.5  10.5 999.0 99.0 99.00
2010 01 07 03 50 102  8.7 10.6  1.66 12.90  5.50 246 1020.4   9.2  10.4 999.0 99.0 99.00
2010 01 07 04 50 103  8.5 10.0 99.00 99.00 99.00 999 1020.4   9.2  10.4 999.0 99.0 99.00
2010 01 07 05 50 106  9.8 11.9 99.00 99.00 99.00 999 1020.4   9.1  10.4 999.0 99.0 99.00
2010 01 07 06 50 107  9.2 10.7  1.82 12.90  6.36 265 1020.2   9.2  10.4 999.0 99.0 99.00
2010 01 07 07 50 103  8.0  9.8 99.00 99.00 99.00 999 1019.9   9.3  10.4 999.0 99.0 99.00
2010 01 07 08 50 108  9.6 11.7  1.91 11.43  6.31 257 1018.8   9.1  10.4 999.0 99.0 99.00
2010 01 07 09 50 108  8.7 10.2  2.04 12.12  6.70 265 1018.1   8.9  10.4 999.0 99.0 99.00
2010 01 07 10 50 106  8.9 10.3 99.00 99.00 99.00 999 1017.9   8.9  10.4 999.0 99.0 99.00
2010 01 07 12 50 118  6.9  8.7  2.09 11.43  6.28 258 1017.2   8.6  10.4 999.0 99.0 99.00
2010 01 07 13 50 112  7.2  8.5  2.00 11.43  6.17 264 1017.0   8.8  10.5 999.0 99.0 99.00
2010 01 07 14 50 116  6.5  8.0  1.93 10.81  6.27 250 1017.9   8.8  10.5 999.0 99.0 99.00
2010 01 07 15 50 122  6.9  8.3  1.77 10.81  6.13 254 1018.1   8.7  10.5 999.0 99.0 99.00
2010 01 07 16 50 121  7.9  9.5  1.80 10.81  6.27 253 1017.6   9.3  10.5 999.0 99.0 99.00
2010 01 07 17 50 120  8.3  9.8  1.72 10.81  5.82 250 1017.3   9.5  10.5 999.0 99.0 99.00
2010 01 07 18 50 116  7.5  9.0  1.75 10.81  5.61 250 1017.8   9.5  10.5 999.0 99.0 99.00
2010 01 07 19 50 114  8.0  9.5  1.61 10.81  5.62 245 1017.0   9.7  10.5 999.0 99.0 99.00
2010 01 07 20 50 112  8.5 10.5  1.69 11.43  5.47 245 1015.9   9.6  10.5 999.0 99.0 99.00
2010 01 07 21 50 124  7.0  8.3  1.54 10.81  5.44 263 1016.0  10.0  10.5 999.0 99.0 99.00
2010 01 07 22 50 138  7.4  8.5  1.54 10.81  5.77 257 1016.4  10.6  10.5 999.0 99.0 99.00
2010 01 08 00 50 124  7.0  8.4  1.68 10.81  6.43 237 1016.9  10.7  10.5 999.0 99.0 99.00
2010 01 08 01 50 116  7.2  9.0  1.97 10.00  6.57 255 1016.7   9.6  10.5 999.0 99.0 99.00
2010 01 08 02 50 121  6.9  8.0  1.95 10.81  6.47 247 1016.6  10.1  10.5 999.0 99.0 99.00
2010 01 08 03 50 126  6.7  8.0  2.39 11.43  7.20 256 1016.8  10.1  10.5 999.0 99.0 99.00
2010 01 08 04 50 127  6.9  8.2  2.32 11.43  7.12 260 1016.9   9.9  10.5 999.0 99.0 99.00
2010 01 08 05 50 118  6.4  8.0  2.69 12.12  7.53 258 1016.8   9.3  10.5 999.0 99.0 99.00
2010 01 08 06 50 118  7.3  8.7  2.88 11.43  7.65 255 1016.6   9.5  10.5 999.0 99.0 99.00
2010 01 08 07 50 114  7.5  9.3  3.51 11.43  8.51 266 1016.3   9.7  10.5 999.0 99.0 99.00
2010 01 08 08 50 107  7.6  9.9 99.00 99.00 99.00 999 1016.0   9.4  10.5 999.0 99.0 99.00
2010 01 08 09 50 114  7.7  9.7  3.07 11.43  8.08 255 1015.8   9.2  10.4 999.0 99.0 99.00
2010 01 08 10 50 115  7.2  9.0  3.06 13.79  8.22 262 1015.4   9.2  10.4 999.0 99.0 99.00
2010 01 08 11 50 120  6.7  8.1 99.00 99.00 99.00 999 1015.2   9.4  10.4 999.0 99.0 99.00
2010 01 08 12 50 129  8.3 10.1  2.98 13.79  8.37 265 1014.7  10.0  10.5 999.0 99.0 99.00
2010 01 08 13 50 131  9.2 11.2  3.02 16.00  8.12 264 1014.2   9.7  10.6 999.0 99.0 99.00
2010 01 08 14 50 128  8.7 10.6  3.16 13.79  8.42 260 1014.1  10.2  10.6 999.0 99.0 99.00
2010 01 08 15 50 127  7.6  9.5  2.79 13.79  7.44 255 1014.0  10.4  10.6 999.0 99.0 99.00
2010 01 08 16 50 132  7.9  9.6  3.49 12.90  8.82 259 1014.4  11.0  10.6 999.0 99.0 99.00
2010 01 08 17 50 136  5.9  7.4  2.96 12.90  7.76 270 1015.1  11.1  10.6 999.0 99.0 99.00
2010 01 08 18 50 120  6.2  8.4  3.48 12.12  8.51 267 1014.7  10.3  10.6 999.0 99.0 99.00
2010 01 08 19 50 124  5.7  7.4  3.65 12.90  9.03 268 1014.3  10.4  10.6 999.0 99.0 99.00
2010 01 08 20 50 149  5.6  7.3  3.58 13.79  8.66 273 1014.1  10.7  10.6 999.0 99.0 99.00
2010 01 08 21 50 161  9.9 11.8  3.67 12.12  8.72 273 1013.4  11.4  10.6 999.0 99.0 99.00
2010 01 08 22 50 172 11.2 13.5  3.58 14.81  8.03 255 1013.8  11.3  10.6 999.0 99.0 99.00
2010 01 08 23 50 177 13.1 16.2  3.67 12.90  7.46 256 1014.0  11.3  10.6 999.0 99.0 99.00
2010 01 09 00 50 178 10.7 13.1 99.00 99.00 99.00 999 1014.6  11.4  10.6 999.0 99.0 99.00
2010 01 09 01 50 186 13.1 16.7  4.05 16.00  7.30 260 1015.0  11.5  10.6 999.0 99.0 99.00
2010 01 09 02 50 178 10.4 12.8  3.60 16.00  6.93 246 1015.5  11.2  10.6 999.0 99.0 99.00
2010 01 09 03 50 176 10.7 12.8  3.50 14.81  7.14 263 1015.7  11.2  10.6 999.0 99.0 99.00
2010 01 09 04 50 180 12.3 14.9  3.70 16.00  6.96 261 1016.1  11.4  10.6 999.0 99.0 99.00
2010 01 09 05 50 182 12.8 16.3  3.64 14.81  6.89 246 1016.5  11.4  10.6 999.0 99.0 99.00
2010 01 09 06 50 184 12.6 15.0  3.79 16.00  7.24 249 1017.0  11.5  10.6 999.0 99.0 99.00
2010 01 09 07 50 183 11.7 14.5  3.78 13.79  7.12 254 1017.4  11.4  10.6 999.0 99.0 99.00
2010 01 09 08 50 185 10.3 13.0  3.83 13.79  7.38 264 1017.9  11.1  10.6 999.0 99.0 99.00
2010 01 09 09 50 193  9.8 11.9  3.47 13.79  7.24 248 1018.6  11.3  10.6 999.0 99.0 99.00
2010 01 09 10 50 187  9.8 11.5  3.47 12.12  7.31 258 1019.2  11.2  10.6 999.0 99.0 99.00
2010 01 09 11 50 188  8.9 10.4  3.47 14.81  7.23 265 1019.8  11.2  10.6 999.0 99.0 99.00
2010 01 09 12 50 177  8.4 10.9  3.53 12.90  7.79 262 1019.8  11.2  10.6 999.0 99.0 99.00
2010 01 09 13 50 182  6.7  8.3  3.52 12.12  7.83 261 1020.2  11.3  10.5 999.0 99.0 99.00
2010 01 09 14 50 171  5.7  6.8  2.94 11.43  7.53 259 1020.5  11.0  10.5 999.0 99.0 99.00
2010 01 09 15 50 164  6.2  7.5  3.18 10.81  7.85 262 1020.5  10.8  10.6 999.0 99.0 99.00
2010 01 09 16 50 168  5.6  6.4  2.68 13.79  7.36 258 1020.8  10.8  10.6 999.0 99.0 99.00
2010 01 09 17 50 167  6.0  7.1  3.14 13.79  8.11 274 1021.1  11.0  10.5 999.0 99.0 99.00
2010 01 09 18 50 183  4.9  5.7  2.83 12.12  7.90 265 1021.1  11.2  10.5 999.0 99.0 99.00
2010 01 09 19 50 175  4.3  5.2  2.62 11.43  7.83 250 1021.1  11.1  10.6 999.0 99.0 99.00
2010 01 09 20 50 163  3.4  4.1  2.63 10.00  8.25 249 1020.6  11.0  10.6 999.0 99.0 99.00
2010 01 09 21 50 164  3.5  4.1  2.47 13.79  8.19 265 1020.3  11.1  10.6 999.0 99.0 99.00
2010 01 09 22 50 172  5.6  7.1  2.82 13.79  8.91 276 1019.9  11.7  10.7 999.0 99.0 99.00
2010 01 09 23 50 181  3.7  4.4  2.61 13.79  8.60 264 1019.8  11.5  10.7 999.0 99.0 99.00
2010 01 10 00 50 181  3.0  3.9  2.72 13.79  9.18 261 1019.8  11.1  10.7 999.0 99.0 99.00
2010 01 10 01 50 193  4.4  5.4  2.85 14.81  9.41 266 1019.9  11.3  10.7 999.0 99.0 99.00
2010 01 10 02 50  96  0.8  2.1  3.23 13.79 10.13 267 1020.3  10.8  10.7 999.0 99.0 99.00
2010 01 10 03 50 122  2.7  3.9  3.35 16.00 10.64 271 1020.0  10.7  10.7 999.0 99.0 99.00
2010 01 10 04 50 127  3.3  4.9  3.95 16.00 11.21 267 1019.8  10.9  10.7 999.0 99.0 99.00
2010 01 10 05 50 122  3.2  4.8  3.74 16.00 11.06 267 1019.3  10.9  10.7 999.0 99.0 99.00
2010 01 10 06 50 130  2.6  4.3  4.03 14.81 11.40 271 1019.5  10.9  10.6 999.0 99.0 99.00
2010 01 10 07 50 151  1.6  3.1  3.78 14.81 10.98 268 1019.9  10.8  10.6 999.0 99.0 99.00
2010 01 10 08 50 119  2.8  4.3  3.81 14.81 10.86 265 1019.6  10.7  10.5 999.0 99.0 99.00
2010 01 10 09 50 121  5.1  6.7  3.58 16.00 10.84 274 1018.5  11.0  10.5 999.0 99.0 99.00
2010 01 10 10 50 129  4.4  6.2  3.44 13.79 10.33 266 1018.7  10.6  10.5 999.0 99.0 99.00
2010 01 10 11 50 132  3.9  5.3  3.27 16.00 10.22 272 1018.2  10.6  10.4 999.0 99.0 99.00
2010 01 10 12 50 159  4.4  5.4  3.19 13.79 10.13 267 1018.0  11.3  10.4 999.0 99.0 99.00
2010 01 10 13 50 181  6.1  8.1  3.25 16.00 10.07 263 1018.0  11.2  10.5 999.0 99.0 99.00
2010 01 10 14 50 155  6.8  8.5  3.00 14.81  9.57 260 1017.7  10.9  10.5 999.0 99.0 99.00
2010 01 10 15 50 146  6.3  7.8  3.24 14.81  9.44 269 1017.1  11.0  10.5 999.0 99.0 99.00
2010 01 10 16 50 144  5.6  7.1  2.93 13.79  8.46 264 1017.6  10.8  10.5 999.0 99.0 99.00
